Gene_id,UR1,UTI1,UR3,UTI3,UR6,UTI6,UR7,UTI7,UR14,UTI14,UR17,UTI17,UR43,UTI43,UR54,UTI54,UR56,UTI56,UR57,UTI57,UR66,UTI66,UR68,UTI68,UR86,UTI86
16205_mug,801.0,18.0,1298.0,71.0,1148.0,23.0,1522.0,3.0,1121.0,108.0,837.0,19.0,877.0,46.0,697.0,49.0,1398.0,257.0,1110.0,3.0,617.0,1.0,846.0,12.0,1073.0,164.0
16206_yqjH,1327.0,19.0,1741.0,58.0,1658.0,54.0,1736.0,18.0,1005.0,38.0,1781.0,23.0,1466.0,60.0,1549.0,68.0,1265.0,251.0,1980.0,6.0,1136.0,0.0,668.0,11.0,1407.0,189.0
16207_yqjI,427.0,422.0,469.0,514.0,255.0,95.0,527.0,102.0,529.0,292.0,287.0,36.0,523.0,27.0,232.0,168.0,200.0,344.0,339.0,8.0,158.0,2.0,902.0,308.0,237.0,62.0
16208_aer,347.0,24.0,2789.0,98.0,441.0,16.0,4806.0,28.0,545.0,120.0,450.0,15.0,955.0,53.0,508.0,92.0,433.0,175.0,434.0,8.0,358.0,8.0,337.0,9.0,246.0,74.0
16209_patA,545.0,7.0,1125.0,21.0,281.0,6.0,2242.0,5.0,763.0,25.0,548.0,4.0,852.0,14.0,679.0,9.0,563.0,57.0,2085.0,2.0,732.0,0.0,147.0,2.0,226.0,50.0
1620_hypothetical_protein,29.0,0.0,,,55.0,3.0,74.0,0.0,2.0,1.0,35.0,0.0,,,33.0,7.0,36.0,11.0,33.0,0.0,,,,,34.0,5.0
16210_ygjH,3658.0,7.0,4074.0,7.0,8285.0,12.0,2002.0,2.0,1788.0,31.0,3357.0,23.0,2214.0,99.0,2736.0,22.0,2197.0,172.0,3286.0,4.0,3441.0,3.0,97.0,6.0,2369.0,133.0
16211_lacR,4230.0,217.0,6944.0,352.0,6987.0,190.0,23320.0,73.0,3076.0,842.0,3290.0,127.0,2658.0,204.0,1756.0,530.0,2406.0,1102.0,2922.0,45.0,1511.0,13.0,5668.0,105.0,3110.0,502.0
16212_ebgA,19175.0,18.0,18665.0,37.0,25727.0,105.0,5395.0,10.0,9296.0,50.0,13551.0,67.0,13468.0,373.0,10986.0,96.0,12652.0,810.0,13024.0,18.0,9764.0,8.0,227.0,15.0,10137.0,286.0
16213_ebgC,3831.0,3.0,4659.0,4.0,5272.0,7.0,1312.0,0.0,1615.0,10.0,2480.0,12.0,1782.0,59.0,1594.0,5.0,2208.0,111.0,2369.0,2.0,1635.0,0.0,34.0,2.0,1289.0,36.0
16214_ygjI,6944.0,0.0,7583.0,3.0,19865.0,9.0,2526.0,1.0,2609.0,4.0,4938.0,9.0,2885.0,44.0,3395.0,1.0,4594.0,88.0,5049.0,5.0,4114.0,3.0,99.0,1.0,2482.0,32.0
16215_hypothetical_protein,,,2320.0,7.0,6566.0,2.0,640.0,0.0,731.0,6.0,1301.0,8.0,754.0,32.0,554.0,15.0,763.0,44.0,493.0,1.0,734.0,3.0,23.0,1.0,,
16216_ygjK,7453.0,9.0,3305.0,55.0,12006.0,20.0,,,1444.0,54.0,3976.0,25.0,3370.0,88.0,1861.0,40.0,4555.0,161.0,1311.0,8.0,2200.0,4.0,145.0,8.0,828.0,40.0
16217_fadH_1,,,35.0,2.0,,,,,,,,,,,,,,,,,,,,,,
16218_fadH_2,496.0,9.0,343.0,22.0,161.0,8.0,114.0,2.0,287.0,20.0,148.0,3.0,251.0,7.0,545.0,17.0,150.0,43.0,315.0,3.0,300.0,5.0,119.0,4.0,183.0,17.0
16219_rlmG,486.0,606.0,415.0,766.0,850.0,175.0,346.0,73.0,228.0,513.0,442.0,226.0,230.0,138.0,187.0,899.0,143.0,2080.0,187.0,44.0,186.0,9.0,140.0,53.0,320.0,1109.0
16220_hypothetical_protein,514.0,90.0,582.0,199.0,418.0,32.0,605.0,22.0,441.0,366.0,332.0,50.0,298.0,38.0,317.0,160.0,197.0,285.0,369.0,9.0,250.0,1.0,314.0,26.0,264.0,192.0
16221_vancomycin_high_temperature_exclusion_protein,125.0,16.0,179.0,33.0,177.0,7.0,,,139.0,74.0,69.0,10.0,68.0,15.0,64.0,28.0,87.0,68.0,59.0,6.0,59.0,1.0,77.0,6.0,72.0,25.0
16222_afr_1,810.0,30.0,547.0,39.0,656.0,16.0,,,835.0,128.0,666.0,12.0,800.0,57.0,1233.0,100.0,607.0,141.0,851.0,5.0,918.0,3.0,407.0,5.0,781.0,102.0
16223_alx,95.0,45.0,118.0,57.0,147.0,17.0,121.0,22.0,79.0,64.0,51.0,12.0,118.0,55.0,58.0,101.0,39.0,272.0,52.0,6.0,45.0,3.0,213.0,14.0,38.0,57.0
16224_sstT,3839.0,72.0,3449.0,202.0,1412.0,23.0,2992.0,60.0,3281.0,400.0,1902.0,56.0,2827.0,407.0,2705.0,166.0,1577.0,629.0,877.0,7.0,1706.0,5.0,1009.0,11.0,1745.0,788.0
16225_ygjV,1185.0,15.0,913.0,28.0,1613.0,14.0,790.0,3.0,838.0,89.0,298.0,4.0,210.0,9.0,,,337.0,24.0,294.0,4.0,383.0,1.0,107.0,1.0,237.0,13.0
16226_uxaA,35665.0,57.0,16048.0,44.0,21850.0,73.0,7081.0,3.0,11798.0,66.0,4614.0,144.0,6553.0,69.0,11457.0,445.0,9099.0,84.0,8406.0,9.0,10124.0,2.0,307.0,22.0,8566.0,85.0
16227_uxaC,56800.0,71.0,31638.0,54.0,42859.0,271.0,16154.0,4.0,26568.0,73.0,10164.0,269.0,14603.0,174.0,24886.0,786.0,24232.0,230.0,18763.0,24.0,21779.0,1.0,795.0,41.0,21595.0,189.0
16228_exuT,27490.0,32.0,15703.0,35.0,16923.0,23.0,5761.0,1.0,12203.0,43.0,4802.0,19.0,8211.0,26.0,12263.0,84.0,9353.0,127.0,4884.0,7.0,6708.0,3.0,186.0,8.0,7176.0,60.0
16229_cfaE,,,1160.0,88.0,,,1581.0,17.0,814.0,248.0,,,,,238.0,87.0,,,,,321.0,4.0,,,246.0,48.0
16230_hypothetical_protein,,,307.0,29.0,,,,,,,,,,,,,,,,,,,,,,
16231_hypothetical_protein,,,162.0,21.0,,,,,,,,,,,,,,,,,,,,,,
16232_cfaB,,,30.0,17.0,,,43.0,3.0,43.0,29.0,,,,,28.0,17.0,,,,,36.0,0.0,,,26.0,16.0
16233_hypothetical_protein,,,109.0,47.0,,,56.0,3.0,59.0,79.0,,,,,42.0,86.0,,,,,26.0,3.0,,,14.0,29.0
16234_lldR_2,7147.0,306.0,9893.0,431.0,5884.0,199.0,7950.0,46.0,8100.0,594.0,3738.0,164.0,4607.0,208.0,3498.0,833.0,4267.0,866.0,4826.0,43.0,3300.0,5.0,1474.0,56.0,3929.0,723.0
16235_yqjA_2,2159.0,212.0,2619.0,247.0,2753.0,76.0,2692.0,35.0,1669.0,470.0,1444.0,132.0,1471.0,280.0,1163.0,300.0,1456.0,801.0,1503.0,19.0,1169.0,2.0,2304.0,30.0,1243.0,403.0
16236_mzrA,770.0,136.0,952.0,227.0,1537.0,58.0,,,771.0,274.0,840.0,123.0,791.0,210.0,700.0,229.0,1021.0,718.0,875.0,24.0,663.0,10.0,1205.0,26.0,754.0,266.0
16237_hypothetical_protein,6879.0,274.0,19283.0,1004.0,11492.0,188.0,31893.0,113.0,14430.0,1179.0,18509.0,124.0,19157.0,436.0,17808.0,634.0,19303.0,2029.0,32641.0,30.0,17015.0,7.0,3126.0,92.0,3278.0,684.0
16238_hypothetical_protein,3669.0,127.0,11035.0,353.0,4103.0,56.0,16388.0,67.0,6961.0,385.0,6360.0,44.0,6412.0,73.0,6145.0,174.0,7608.0,691.0,10469.0,11.0,6168.0,2.0,1043.0,29.0,1608.0,231.0
16239_yqjE,1539.0,16.0,2945.0,68.0,999.0,13.0,2940.0,8.0,1515.0,62.0,1456.0,6.0,1857.0,29.0,1247.0,47.0,1558.0,132.0,2327.0,0.0,1221.0,0.0,176.0,5.0,303.0,29.0
16240_hypothetical_protein,235.0,7.0,440.0,22.0,269.0,10.0,452.0,0.0,224.0,16.0,323.0,6.0,953.0,26.0,332.0,31.0,353.0,72.0,584.0,0.0,342.0,0.0,54.0,1.0,58.0,8.0
16241_yqjF,130.0,39.0,277.0,64.0,149.0,38.0,282.0,6.0,130.0,40.0,137.0,7.0,129.0,515.0,105.0,77.0,142.0,110.0,129.0,3.0,138.0,1.0,46.0,31.0,59.0,21.0
16242_yqjG,567.0,69.0,1541.0,190.0,520.0,29.0,,,771.0,169.0,715.0,20.0,747.0,90.0,517.0,99.0,626.0,149.0,1184.0,4.0,296.0,2.0,239.0,13.0,178.0,46.0
16243_yhaH,1608.0,77.0,4624.0,168.0,1549.0,27.0,5168.0,14.0,2983.0,355.0,2581.0,72.0,2862.0,91.0,2566.0,196.0,2400.0,403.0,2746.0,5.0,1742.0,4.0,1141.0,31.0,1329.0,166.0
16244_yhaI,90.0,3.0,218.0,7.0,,,228.0,1.0,83.0,10.0,,,,,,,,,,,,,,,,
16245_allS_2,845.0,195.0,1696.0,358.0,1200.0,129.0,1420.0,26.0,1046.0,494.0,875.0,113.0,987.0,141.0,900.0,484.0,752.0,833.0,757.0,30.0,819.0,9.0,1013.0,46.0,924.0,450.0
16246_yhaK,164.0,18.0,258.0,37.0,140.0,66.0,304.0,12.0,160.0,52.0,247.0,7.0,217.0,453.0,138.0,39.0,159.0,79.0,118.0,3.0,186.0,3.0,125.0,15.0,153.0,29.0
16247_hypothetical_protein,188.0,8.0,515.0,97.0,188.0,15.0,451.0,6.0,442.0,100.0,189.0,3.0,117.0,32.0,162.0,30.0,65.0,47.0,132.0,3.0,109.0,0.0,380.0,11.0,116.0,20.0
16248_Serine_dehydratase_alpha_chain,10951.0,54.0,10078.0,621.0,11373.0,139.0,12075.0,12.0,16129.0,842.0,7751.0,152.0,1774.0,394.0,8272.0,942.0,6266.0,1004.0,13461.0,60.0,4719.0,8.0,308.0,72.0,5043.0,768.0
16249_yhaO,11878.0,32.0,12504.0,434.0,12239.0,247.0,12619.0,20.0,16203.0,1584.0,5171.0,120.0,1977.0,385.0,8870.0,1086.0,7147.0,1160.0,13596.0,85.0,5129.0,12.0,182.0,55.0,5072.0,511.0
16251_tdcF,75.0,4.0,59.0,8.0,220.0,5.0,91.0,0.0,43.0,12.0,169.0,1.0,241.0,11.0,130.0,18.0,195.0,33.0,222.0,1.0,146.0,1.0,86.0,2.0,86.0,6.0
16252_tdcE,47219.0,16469.0,65904.0,31617.0,81862.0,10915.0,54227.0,1739.0,47214.0,45620.0,108123.0,4057.0,99913.0,4966.0,41906.0,13913.0,63876.0,51418.0,120636.0,761.0,71754.0,124.0,95231.0,1266.0,70087.0,12245.0
16253_tdcD,253.0,4.0,235.0,28.0,679.0,5.0,327.0,1.0,230.0,43.0,517.0,7.0,400.0,13.0,163.0,29.0,335.0,71.0,403.0,1.0,195.0,0.0,154.0,2.0,118.0,21.0
16254_tdcC,356.0,8.0,433.0,22.0,1883.0,10.0,527.0,3.0,352.0,19.0,1180.0,16.0,947.0,37.0,483.0,47.0,896.0,117.0,1133.0,7.0,508.0,7.0,460.0,3.0,291.0,26.0
16255_tdcB,452.0,11.0,502.0,12.0,3157.0,12.0,533.0,2.0,380.0,12.0,1229.0,12.0,1013.0,38.0,450.0,52.0,852.0,129.0,1027.0,5.0,614.0,3.0,335.0,6.0,380.0,32.0
16256_tfdS,473.0,5.0,322.0,11.0,243.0,12.0,275.0,2.0,235.0,22.0,312.0,2.0,90.0,16.0,197.0,18.0,319.0,44.0,223.0,3.0,660.0,3.0,35.0,1.0,235.0,8.0
16257_hypothetical_protein,11.0,5.0,35.0,9.0,,,52.0,1.0,26.0,23.0,,,,,,,,,,,,,,,,
16258_hypothetical_protein,17.0,15.0,61.0,13.0,,,39.0,2.0,19.0,29.0,,,,,,,,,,,,,,,,
16259_garK,223.0,17.0,453.0,45.0,372.0,7.0,450.0,5.0,296.0,55.0,159.0,13.0,309.0,36.0,360.0,54.0,320.0,169.0,271.0,4.0,173.0,2.0,176.0,7.0,213.0,63.0
16260_garR_2,188.0,14.0,581.0,31.0,534.0,19.0,655.0,2.0,396.0,47.0,396.0,5.0,413.0,49.0,874.0,46.0,376.0,76.0,476.0,2.0,241.0,4.0,207.0,4.0,205.0,35.0
16261_garL,149.0,6.0,260.0,16.0,136.0,6.0,194.0,3.0,119.0,11.0,94.0,1.0,88.0,17.0,302.0,13.0,73.0,27.0,113.0,0.0,,,62.0,3.0,61.0,10.0
16262_garP_2,29.0,1.0,169.0,8.0,48.0,2.0,,,80.0,6.0,27.0,0.0,20.0,12.0,195.0,4.0,20.0,9.0,19.0,9.0,35.0,2.0,16.0,1.0,6.0,4.0
16263_garD,714.0,10.0,1301.0,51.0,398.0,11.0,857.0,3.0,610.0,28.0,345.0,5.0,255.0,11.0,409.0,27.0,204.0,30.0,275.0,2.0,369.0,1.0,106.0,4.0,189.0,17.0
16264_prlF,1128.0,59.0,2067.0,180.0,694.0,20.0,2368.0,17.0,,,331.0,14.0,341.0,35.0,359.0,72.0,314.0,130.0,343.0,2.0,406.0,1.0,399.0,8.0,365.0,108.0
16265_yhaV,815.0,21.0,1934.0,132.0,1717.0,72.0,2085.0,7.0,1731.0,291.0,1045.0,45.0,1167.0,118.0,1297.0,182.0,1005.0,340.0,1139.0,6.0,1058.0,0.0,1238.0,16.0,998.0,162.0
16266_srlR_4,2728.0,64.0,3391.0,217.0,,,3625.0,19.0,3374.0,663.0,,,1649.0,102.0,2065.0,241.0,2645.0,486.0,1397.0,16.0,1753.0,6.0,566.0,33.0,2497.0,203.0
16267_kbaZ,9405.0,2.0,6070.0,5.0,1167.0,2.0,3436.0,0.0,4250.0,3.0,972.0,1.0,876.0,8.0,3620.0,4.0,3958.0,18.0,293.0,3.0,4266.0,0.0,28.0,0.0,6128.0,27.0
16268_levE_2,4272.0,3.0,3799.0,5.0,1065.0,1.0,1179.0,0.0,2045.0,6.0,488.0,0.0,386.0,4.0,1039.0,1.0,1573.0,4.0,183.0,1.0,1656.0,2.0,16.0,0.0,2091.0,15.0
16269_agaC_2,5121.0,0.0,5049.0,4.0,1754.0,3.0,1956.0,1.0,2368.0,3.0,529.0,0.0,703.0,9.0,1814.0,4.0,2543.0,11.0,237.0,2.0,2328.0,1.0,24.0,0.0,3479.0,22.0
1626_Transposase_IS200_like_protein,43.0,14.0,,,224.0,17.0,,,,,160.0,5.0,2.0,0.0,10.0,24.0,178.0,415.0,,,41.0,0.0,,,,
16270_manZ_3,3359.0,3.0,4063.0,7.0,1396.0,1.0,2392.0,0.0,2345.0,6.0,612.0,1.0,570.0,14.0,1751.0,6.0,2893.0,14.0,215.0,0.0,2001.0,0.0,55.0,0.0,3078.0,21.0
16271_manX_3,4780.0,8.0,4161.0,20.0,1411.0,1.0,2277.0,2.0,2192.0,48.0,615.0,3.0,554.0,15.0,1458.0,15.0,2552.0,33.0,218.0,2.0,1570.0,0.0,68.0,2.0,2456.0,36.0
16272_nagA_1,,,3189.0,15.0,,,1616.0,2.0,1671.0,16.0,,,607.0,9.0,,,,,,,,,51.0,4.0,,
16273_agaS,21765.0,0.0,14474.0,9.0,5057.0,4.0,,,9664.0,10.0,2370.0,2.0,3899.0,5.0,6920.0,11.0,12155.0,24.0,1078.0,2.0,9029.0,6.0,46.0,1.0,12506.0,41.0
16274_kbaY,7223.0,2.0,7409.0,4.0,2898.0,5.0,7501.0,0.0,4986.0,3.0,1225.0,0.0,1639.0,5.0,2820.0,2.0,9148.0,22.0,588.0,1.0,3565.0,0.0,19.0,1.0,5214.0,25.0
16275_manX_4,1037.0,1.0,2071.0,5.0,1161.0,3.0,2920.0,1.0,1059.0,5.0,489.0,1.0,537.0,8.0,654.0,2.0,2323.0,13.0,157.0,1.0,1912.0,1.0,34.0,0.0,2138.0,14.0
16276_agaC_3,1033.0,2.0,1018.0,1.0,806.0,1.0,1355.0,0.0,517.0,2.0,325.0,1.0,261.0,0.0,,,1353.0,15.0,85.0,0.0,1054.0,0.0,17.0,0.0,1128.0,4.0
16277_manZ_4,1383.0,4.0,1237.0,5.0,908.0,1.0,1419.0,1.0,587.0,8.0,410.0,3.0,366.0,2.0,163.0,3.0,1350.0,12.0,115.0,0.0,1504.0,1.0,27.0,1.0,956.0,7.0
16278_nagB_1,983.0,3.0,1522.0,8.0,688.0,1.0,1287.0,2.0,788.0,18.0,258.0,1.0,247.0,2.0,108.0,1.0,1097.0,23.0,45.0,0.0,496.0,1.0,44.0,1.0,636.0,5.0
16279_fimA_1,,,445.0,46.0,,,789.0,2.0,326.0,65.0,,,,,,,,,,,,,,,,
16280_fimC_1,,,189.0,10.0,,,244.0,2.0,111.0,29.0,,,,,,,,,,,,,,,,
16281_elfC_1,2172.0,6542.0,7272.0,14731.0,1344.0,81.0,3759.0,2018.0,1776.0,607.0,162.0,8.0,1645.0,183.0,1480.0,552.0,7205.0,20079.0,1062.0,189.0,9923.0,230.0,9139.0,747.0,474.0,14025.0
16282_elfG_1,,,228.0,15.0,,,354.0,4.0,263.0,65.0,,,,,,,,,,,,,,,,
16283_rsmI,796.0,158.0,1543.0,357.0,2277.0,100.0,1910.0,26.0,1371.0,802.0,1675.0,120.0,1268.0,147.0,1431.0,616.0,1019.0,1020.0,1180.0,25.0,1100.0,7.0,1164.0,45.0,1218.0,513.0
16284_lpoA,5330.0,1124.0,7021.0,2306.0,6896.0,459.0,6705.0,133.0,6935.0,2395.0,5430.0,440.0,5702.0,661.0,5588.0,2434.0,4298.0,3620.0,5360.0,87.0,3575.0,24.0,8880.0,151.0,4606.0,1761.0
16285_hypothetical_protein,565.0,74.0,492.0,169.0,545.0,29.0,522.0,13.0,478.0,188.0,450.0,29.0,474.0,40.0,371.0,86.0,388.0,224.0,384.0,11.0,388.0,1.0,468.0,9.0,300.0,117.0
16286_diaA,1084.0,276.0,1477.0,424.0,1834.0,150.0,1626.0,45.0,1564.0,439.0,1515.0,139.0,1496.0,145.0,1497.0,446.0,1214.0,853.0,1554.0,26.0,1158.0,9.0,2549.0,47.0,1129.0,383.0
16287_osmY_1,2722.0,266.0,2522.0,439.0,1789.0,52.0,1992.0,27.0,1565.0,433.0,1447.0,54.0,1576.0,119.0,1508.0,240.0,1164.0,556.0,1390.0,9.0,935.0,2.0,2024.0,23.0,927.0,217.0
16288_putative_permease,607.0,124.0,2112.0,430.0,829.0,51.0,1523.0,10.0,600.0,302.0,,,,,268.0,204.0,282.0,194.0,326.0,10.0,537.0,3.0,82.0,7.0,434.0,221.0
16289_Semialdehyde_dehydrogenase-_NAD_binding_domain,298.0,34.0,304.0,67.0,163.0,8.0,360.0,4.0,274.0,74.0,278.0,10.0,357.0,22.0,263.0,75.0,213.0,142.0,366.0,5.0,197.0,1.0,189.0,4.0,164.0,57.0
16290_yfkM,24.0,0.0,103.0,5.0,28.0,0.0,135.0,3.0,,,,,,,52.0,0.0,49.0,6.0,,,,,123.0,0.0,4.0,0.0
16291_hypothetical_protein,643.0,81.0,687.0,158.0,329.0,32.0,782.0,21.0,420.0,181.0,307.0,20.0,433.0,80.0,319.0,194.0,265.0,252.0,333.0,11.0,245.0,0.0,322.0,12.0,345.0,106.0
16292_GIY-YIG_nuclease_superfamily_protein,192.0,42.0,296.0,152.0,394.0,44.0,314.0,29.0,345.0,246.0,219.0,126.0,296.0,29.0,269.0,216.0,374.0,820.0,264.0,13.0,297.0,5.0,378.0,103.0,326.0,116.0
16293_hypothetical_protein,1621.0,49.0,1632.0,156.0,919.0,24.0,2174.0,16.0,1433.0,250.0,1367.0,49.0,687.0,42.0,1565.0,200.0,515.0,188.0,1175.0,7.0,1039.0,2.0,562.0,13.0,1172.0,210.0
16294_SCP-2_sterol_transfer_family_protein,2890.0,168.0,5469.0,467.0,4672.0,87.0,6714.0,62.0,5799.0,1109.0,3244.0,96.0,3668.0,310.0,3207.0,458.0,2897.0,1062.0,2991.0,10.0,2688.0,7.0,3066.0,45.0,2870.0,455.0
16295_yhbU_2,641.0,21.0,361.0,48.0,288.0,19.0,135.0,8.0,141.0,48.0,178.0,4.0,460.0,6.0,64.0,39.0,125.0,123.0,107.0,2.0,129.0,0.0,222.0,3.0,162.0,31.0
16296_Peptidase_family_U32,337.0,9.0,401.0,32.0,336.0,14.0,216.0,2.0,210.0,66.0,198.0,5.0,295.0,12.0,132.0,41.0,101.0,89.0,122.0,3.0,119.0,0.0,160.0,4.0,219.0,36.0
16297_limB,510.0,164.0,1241.0,126.0,374.0,135.0,1885.0,5.0,678.0,170.0,507.0,14.0,835.0,12.0,406.0,225.0,457.0,110.0,731.0,1.0,393.0,2.0,966.0,15.0,214.0,17.0
16298_mtr,148.0,79.0,231.0,51.0,139.0,37.0,283.0,11.0,211.0,74.0,168.0,10.0,135.0,18.0,263.0,158.0,146.0,239.0,213.0,15.0,674.0,7.0,177.0,11.0,,
16299_deaD,4692.0,13412.0,4202.0,16154.0,7305.0,3714.0,4962.0,1532.0,3533.0,9934.0,4535.0,2335.0,5496.0,3119.0,4027.0,20183.0,3151.0,32080.0,3333.0,671.0,3640.0,63.0,5853.0,1670.0,4315.0,5607.0
16300_nlpI,9716.0,8417.0,17713.0,16720.0,,,18544.0,1587.0,16733.0,17342.0,14147.0,2498.0,15027.0,4393.0,13854.0,16680.0,14088.0,34252.0,15628.0,714.0,16189.0,88.0,,,14744.0,8354.0
16301_pnp,16450.0,10881.0,19552.0,19785.0,27747.0,3560.0,17609.0,1211.0,17983.0,19241.0,22926.0,2686.0,21733.0,4498.0,24101.0,15004.0,23499.0,36019.0,20732.0,511.0,19286.0,92.0,14548.0,1205.0,,
16302_rpsO,7987.0,5757.0,10269.0,11890.0,12707.0,1623.0,8760.0,914.0,6463.0,14580.0,9196.0,4142.0,8595.0,2768.0,6887.0,7375.0,6145.0,17978.0,4446.0,580.0,5732.0,111.0,5203.0,2353.0,7666.0,8668.0
16303_truB,672.0,686.0,620.0,1577.0,991.0,268.0,542.0,97.0,484.0,1295.0,1006.0,223.0,974.0,382.0,934.0,1008.0,1309.0,2818.0,1293.0,45.0,1345.0,7.0,1165.0,146.0,1277.0,909.0
16304_rbfA,734.0,704.0,739.0,1673.0,529.0,195.0,510.0,102.0,507.0,1714.0,559.0,135.0,769.0,174.0,648.0,518.0,764.0,1476.0,734.0,26.0,606.0,4.0,737.0,69.0,594.0,406.0
16305_infB,11106.0,14959.0,11368.0,27930.0,15648.0,4582.0,10396.0,2115.0,11755.0,37284.0,21585.0,4874.0,24855.0,6618.0,20874.0,19699.0,22971.0,47696.0,18172.0,727.0,15895.0,171.0,18664.0,2026.0,13789.0,14289.0
16306_hypothetical_protein,6055.0,9241.0,7854.0,19334.0,16154.0,2664.0,8820.0,1472.0,9422.0,27310.0,15392.0,3491.0,11246.0,4641.0,9728.0,14174.0,10267.0,33949.0,9148.0,608.0,7678.0,113.0,10142.0,1306.0,8348.0,10705.0
16307_rimP,1144.0,1402.0,1954.0,3102.0,4421.0,704.0,1837.0,300.0,1579.0,4310.0,2760.0,632.0,2006.0,1034.0,1674.0,2915.0,1500.0,6350.0,1549.0,119.0,1424.0,19.0,2134.0,257.0,1836.0,2460.0
16308_argG,33865.0,614.0,48326.0,1245.0,53448.0,160.0,24102.0,78.0,62651.0,5584.0,32694.0,422.0,42484.0,594.0,53901.0,721.0,42884.0,1900.0,23597.0,25.0,31574.0,11.0,14254.0,132.0,20046.0,2309.0
16309_yhbX,218.0,42.0,414.0,132.0,304.0,40.0,444.0,23.0,270.0,275.0,976.0,681.0,127.0,39.0,164.0,193.0,153.0,305.0,113.0,6.0,185.0,6.0,254.0,16.0,,
16310_secG,5838.0,1460.0,20021.0,5025.0,14845.0,340.0,13689.0,303.0,7210.0,10587.0,4201.0,1097.0,4174.0,1316.0,3879.0,3337.0,3372.0,8300.0,3273.0,141.0,4030.0,50.0,3787.0,489.0,5185.0,8415.0
16311_glmM,3650.0,758.0,4004.0,1533.0,4984.0,268.0,4565.0,165.0,4677.0,1947.0,3544.0,282.0,4218.0,419.0,3492.0,1127.0,3928.0,3057.0,3338.0,42.0,2569.0,11.0,3631.0,102.0,2934.0,1261.0
16312_folP,976.0,345.0,1287.0,704.0,1246.0,134.0,1434.0,65.0,1271.0,699.0,1281.0,102.0,1285.0,220.0,1311.0,522.0,1084.0,1308.0,1105.0,27.0,965.0,4.0,1500.0,42.0,996.0,611.0
16313_ftsH,13522.0,4625.0,19525.0,8089.0,23219.0,1565.0,23920.0,876.0,20583.0,11500.0,21770.0,1994.0,21784.0,3791.0,21705.0,9509.0,13669.0,12773.0,18742.0,257.0,16749.0,69.0,41784.0,882.0,13193.0,6804.0
16314_rlmE,8703.0,1816.0,10677.0,2537.0,9846.0,684.0,,,8819.0,4287.0,5904.0,487.0,6866.0,1412.0,,,5504.0,5764.0,5892.0,91.0,5396.0,19.0,15952.0,203.0,5030.0,2383.0
16315_yhbY,2210.0,706.0,4448.0,1031.0,4838.0,119.0,4461.0,103.0,3410.0,3343.0,3435.0,588.0,2488.0,489.0,2698.0,1106.0,1855.0,2281.0,1771.0,55.0,1735.0,11.0,2806.0,251.0,1716.0,1819.0
16316_greA,1891.0,608.0,1945.0,842.0,2435.0,110.0,1438.0,91.0,1307.0,1269.0,902.0,262.0,972.0,281.0,900.0,695.0,770.0,2591.0,742.0,34.0,728.0,1.0,629.0,116.0,711.0,1008.0
16317_dacB,936.0,230.0,1636.0,481.0,1951.0,130.0,1350.0,35.0,,,1160.0,111.0,990.0,144.0,,,832.0,1178.0,808.0,26.0,477.0,2.0,1713.0,48.0,951.0,377.0
16318_hypothetical_protein,79.0,12.0,58.0,20.0,,,27.0,0.0,943.0,447.0,,,,,108.0,64.0,,,,,,,,,,
16319_obgE,895.0,2296.0,1760.0,4037.0,1842.0,322.0,1830.0,233.0,1944.0,7608.0,1754.0,836.0,1469.0,1380.0,1403.0,2360.0,1652.0,7444.0,1022.0,155.0,1024.0,24.0,1439.0,264.0,1239.0,3463.0
16320_yhbE,360.0,970.0,1004.0,2364.0,2647.0,450.0,885.0,233.0,793.0,2186.0,911.0,592.0,760.0,838.0,591.0,1663.0,650.0,6066.0,534.0,109.0,530.0,13.0,849.0,223.0,652.0,2470.0
16321_rpmA,2926.0,1582.0,5270.0,3813.0,9818.0,360.0,5139.0,222.0,3629.0,6666.0,4130.0,943.0,2125.0,770.0,3307.0,2025.0,2478.0,9214.0,1904.0,142.0,2639.0,14.0,3330.0,403.0,2910.0,3712.0
16322_rplU,7882.0,7415.0,18224.0,20312.0,31462.0,2765.0,17488.0,2089.0,12518.0,33456.0,14993.0,5431.0,9864.0,6297.0,12859.0,14642.0,8128.0,48005.0,6608.0,768.0,9084.0,176.0,11927.0,2405.0,10539.0,23370.0
16323_ispB,2999.0,533.0,4854.0,1097.0,4070.0,210.0,4696.0,79.0,3170.0,1681.0,2943.0,367.0,3125.0,307.0,2631.0,920.0,2076.0,2142.0,2976.0,64.0,1975.0,11.0,3093.0,124.0,2531.0,880.0
16324_DNA-binding_transcriptional_regulator_Nlp,67.0,20.0,134.0,55.0,201.0,16.0,72.0,3.0,127.0,60.0,94.0,15.0,174.0,13.0,152.0,54.0,114.0,62.0,154.0,1.0,139.0,2.0,120.0,5.0,103.0,22.0
16325_murA,3005.0,1657.0,5251.0,2561.0,6513.0,323.0,5686.0,208.0,5548.0,4583.0,5086.0,687.0,3752.0,985.0,3851.0,2472.0,2744.0,4667.0,2159.0,89.0,2440.0,27.0,4375.0,260.0,2775.0,2242.0
16326_transcriptional_regulator_BolA,1317.0,470.0,2110.0,857.0,2170.0,164.0,2070.0,131.0,1374.0,1509.0,1086.0,215.0,996.0,257.0,1097.0,840.0,613.0,1596.0,638.0,37.0,689.0,10.0,1289.0,98.0,799.0,817.0
