gene_id	HM1	HM14	HM17	HM3	HM43	HM54	HM56	HM57	HM6	HM66	HM68	HM7	HM86
15866_cysJ_1	PROKKA_02535	PROKKA_02807	PROKKA_03810	PROKKA_01123	PROKKA_03464	PROKKA_05245	PROKKA_01823	PROKKA_01599	PROKKA_01579	PROKKA_01534	PROKKA_02169	PROKKA_02366	PROKKA_01929
15867_queD	PROKKA_02536	PROKKA_02808	PROKKA_03809	PROKKA_01124	PROKKA_03463	PROKKA_05244	PROKKA_01822	PROKKA_01600	PROKKA_01580	PROKKA_01535	PROKKA_02170	PROKKA_02367	PROKKA_01928
15881_eno	PROKKA_02552	PROKKA_02814	PROKKA_03792	PROKKA_01138	PROKKA_03444	PROKKA_05220	PROKKA_01799	PROKKA_01616	PROKKA_01600	PROKKA_01559	PROKKA_02190	PROKKA_02384	PROKKA_01906
15882_pyrG	PROKKA_02553	PROKKA_02815	PROKKA_03791	PROKKA_01139	PROKKA_03443	PROKKA_05219	PROKKA_01798	PROKKA_01617	PROKKA_01601	PROKKA_01560	PROKKA_02191	PROKKA_02385	PROKKA_01905
15883_mazG	PROKKA_02554	PROKKA_02816	PROKKA_03790	PROKKA_01140	PROKKA_03442	PROKKA_05218	PROKKA_01797	PROKKA_01618	PROKKA_01602	PROKKA_01561	PROKKA_02192	PROKKA_02386	PROKKA_01904
15893_cysJ_2	PROKKA_02561	PROKKA_02825	PROKKA_03781	PROKKA_01150	PROKKA_03432	PROKKA_05208	PROKKA_01787	PROKKA_01626	PROKKA_01611	PROKKA_01572	PROKKA_02201	PROKKA_02397	PROKKA_01895
15894_truC	PROKKA_02562	PROKKA_02826	PROKKA_03780	PROKKA_01151	PROKKA_03431	PROKKA_05207	PROKKA_01786	PROKKA_01627	PROKKA_01612	PROKKA_01573	PROKKA_02202	PROKKA_02398	PROKKA_01894
15895_hypothetical_protein	PROKKA_02563	PROKKA_02827	PROKKA_03779	PROKKA_01152	PROKKA_03430	PROKKA_05206	PROKKA_01785	PROKKA_01628	PROKKA_01613	PROKKA_01574	PROKKA_02203	PROKKA_02399	PROKKA_01893
15896_SecY_interacting_protein_Syd	PROKKA_02565	PROKKA_02829	PROKKA_03777	PROKKA_01154	PROKKA_03428	PROKKA_05204	PROKKA_01783	PROKKA_01630	PROKKA_01615	PROKKA_01576	PROKKA_02205	PROKKA_02401	PROKKA_01891
15897_queF	PROKKA_02566	PROKKA_02830	PROKKA_03776	PROKKA_01155	PROKKA_03427	PROKKA_05203	PROKKA_01782	PROKKA_01631	PROKKA_01616	PROKKA_01577	PROKKA_02206	PROKKA_02402	PROKKA_01890
15899_sdaC	PROKKA_02568	PROKKA_02832	PROKKA_03774	PROKKA_01157	PROKKA_03425	PROKKA_05201	PROKKA_01780	PROKKA_01633	PROKKA_01618	PROKKA_01579	PROKKA_02208	PROKKA_02404	PROKKA_01888
15902_fucO	PROKKA_02571	PROKKA_02835	PROKKA_03771	PROKKA_01160	PROKKA_03422	PROKKA_05198	PROKKA_01777	PROKKA_01636	PROKKA_01621	PROKKA_01582	PROKKA_02211	PROKKA_02408	PROKKA_01885
15903_fucA_2	PROKKA_02572	PROKKA_02836	PROKKA_03770	PROKKA_01161	PROKKA_03421	PROKKA_05197	PROKKA_01776	PROKKA_01637	PROKKA_03543	PROKKA_01583	PROKKA_02212	PROKKA_02409	PROKKA_01884
15904_fucP	PROKKA_02573	PROKKA_02837	PROKKA_03769	PROKKA_01162	PROKKA_03420	PROKKA_05196	PROKKA_01775	PROKKA_01638	PROKKA_01624	PROKKA_01584	PROKKA_02213	PROKKA_02410	PROKKA_01883
15905_fucI	PROKKA_02574	PROKKA_02838	PROKKA_03768	PROKKA_01163	PROKKA_03419	PROKKA_05195	PROKKA_01774	PROKKA_01639	PROKKA_01625	PROKKA_01585	PROKKA_02214	PROKKA_02411	PROKKA_01882
15906_fucK	PROKKA_02575	PROKKA_02839	PROKKA_03767	PROKKA_01164	PROKKA_03418	PROKKA_05194	PROKKA_01773	PROKKA_01640	PROKKA_01626	PROKKA_01586	PROKKA_02215	PROKKA_02412	PROKKA_01881
15907_fucU	PROKKA_02576	PROKKA_02840	PROKKA_03766	PROKKA_01165	PROKKA_03417	PROKKA_05193	PROKKA_01772	PROKKA_01641	PROKKA_01627	PROKKA_01587	PROKKA_02216	PROKKA_02413	PROKKA_01880
15908_glpR_1	PROKKA_02577	PROKKA_02841	PROKKA_03765	PROKKA_01166	PROKKA_03416	PROKKA_05192	PROKKA_01771	PROKKA_01642	PROKKA_01628	PROKKA_01588	PROKKA_02217	PROKKA_02414	PROKKA_01879
15909_rlmM	PROKKA_02578	PROKKA_02842	PROKKA_03764	PROKKA_01167	PROKKA_03415	PROKKA_05191	PROKKA_01770	PROKKA_01643	PROKKA_01629	PROKKA_01589	PROKKA_02218	PROKKA_02415	PROKKA_01878
15910_hypothetical_protein	PROKKA_02579	PROKKA_02843	PROKKA_03763	PROKKA_01168	PROKKA_03414	PROKKA_05190	PROKKA_01769	PROKKA_01644	PROKKA_01630	PROKKA_01590	PROKKA_02219	PROKKA_02416	PROKKA_01877
15911_gcvA	PROKKA_02580	PROKKA_02844	PROKKA_03762	PROKKA_01169	PROKKA_03413	PROKKA_05189	PROKKA_01768	PROKKA_01645	PROKKA_01631	PROKKA_01591	PROKKA_02220	PROKKA_02417	PROKKA_01876
15912_ygdR_1	PROKKA_02582	PROKKA_02846	PROKKA_03760	PROKKA_01171	PROKKA_03411	PROKKA_05187	PROKKA_01766	PROKKA_01647	PROKKA_01633	PROKKA_01593	PROKKA_02222	PROKKA_02419	PROKKA_01874
15914_csdE	PROKKA_02584	PROKKA_02848	PROKKA_03757	PROKKA_01173	PROKKA_03409	PROKKA_05185	PROKKA_01764	PROKKA_01649	PROKKA_01635	PROKKA_01595	PROKKA_02224	PROKKA_02421	PROKKA_01872
15916_mltA	PROKKA_02586	PROKKA_02850	PROKKA_03755	PROKKA_01175	PROKKA_03407	PROKKA_05183	PROKKA_01762	PROKKA_01651	PROKKA_01637	PROKKA_01597	PROKKA_02226	PROKKA_02424	PROKKA_01870
15917_amiC	PROKKA_02590	PROKKA_02854	PROKKA_03722	PROKKA_01179	PROKKA_03368	PROKKA_05148	PROKKA_01727	PROKKA_01680	PROKKA_01678	PROKKA_01631	PROKKA_02257	PROKKA_02435	PROKKA_01836
15922_ptrA	PROKKA_02595	PROKKA_02859	PROKKA_03718	PROKKA_01184	PROKKA_03363	PROKKA_05144	PROKKA_01723	PROKKA_01684	PROKKA_01683	PROKKA_01637	PROKKA_02262	PROKKA_02440	PROKKA_01831
15923_recC	PROKKA_02596	PROKKA_02860	PROKKA_03717	PROKKA_01185	PROKKA_03362	PROKKA_05143	PROKKA_01722	PROKKA_01685	PROKKA_01684	PROKKA_01638	PROKKA_02263	PROKKA_02441	PROKKA_01830
15924_hypothetical_protein	PROKKA_02597	PROKKA_02861	PROKKA_03716	PROKKA_01186	PROKKA_03361	PROKKA_05142	PROKKA_01721	PROKKA_01686	PROKKA_01685	PROKKA_01639	PROKKA_02264	PROKKA_02442	PROKKA_01829
15925_hypothetical_protein	PROKKA_02598	PROKKA_02862	PROKKA_03715	PROKKA_01187	PROKKA_03360	PROKKA_05141	PROKKA_01720	PROKKA_01687	PROKKA_01686	PROKKA_01640	PROKKA_02265	PROKKA_02443	PROKKA_01828
15928_thyA	PROKKA_02601	PROKKA_02865	PROKKA_03712	PROKKA_01190	PROKKA_03357	PROKKA_05138	PROKKA_01717	PROKKA_01690	PROKKA_01689	PROKKA_01643	PROKKA_02268	PROKKA_02446	PROKKA_01824
15930_ptsI_3	PROKKA_02603	PROKKA_02867	PROKKA_03710	PROKKA_01192	PROKKA_03355	PROKKA_05136	PROKKA_01715	PROKKA_01692	PROKKA_01691	PROKKA_01645	PROKKA_02270	PROKKA_02448	PROKKA_01822
15932_hypothetical_protein	PROKKA_02605	PROKKA_02869	PROKKA_03708	PROKKA_01194	PROKKA_03353	PROKKA_05134	PROKKA_01713	PROKKA_01694	PROKKA_01693	PROKKA_01647	PROKKA_02272	PROKKA_02450	PROKKA_01820
15933_mutH	PROKKA_02606	PROKKA_02870	PROKKA_03707	PROKKA_01195	PROKKA_03352	PROKKA_05133	PROKKA_01712	PROKKA_01695	PROKKA_01694	PROKKA_01648	PROKKA_02273	PROKKA_02451	PROKKA_01819
15934_Integral_membrane_protein_TerC_family_protein	PROKKA_02607	PROKKA_02871	PROKKA_03706	PROKKA_01196	PROKKA_03351	PROKKA_05132	PROKKA_01711	PROKKA_01696	PROKKA_01695	PROKKA_01649	PROKKA_02274	PROKKA_02452	PROKKA_01818
15935_ygdR_2	PROKKA_02608	PROKKA_02872	PROKKA_03705	PROKKA_01197	PROKKA_03350	PROKKA_05131	PROKKA_01710	PROKKA_01697	PROKKA_01696	PROKKA_01650	PROKKA_02275	PROKKA_02453	PROKKA_01817
15936_yhdN	PROKKA_02609	PROKKA_02873	PROKKA_03704	PROKKA_01198	PROKKA_03349	PROKKA_05130	PROKKA_01709	PROKKA_01698	PROKKA_01697	PROKKA_01651	PROKKA_02276	PROKKA_02454	PROKKA_01816
15937_lplT	PROKKA_02610	PROKKA_02874	PROKKA_03703	PROKKA_01199	PROKKA_03347	PROKKA_05128	PROKKA_01708	PROKKA_01699	PROKKA_01698	PROKKA_01652	PROKKA_02277	PROKKA_02455	PROKKA_01814
15938_aas	PROKKA_02611	PROKKA_02875	PROKKA_03702	PROKKA_01200	PROKKA_03346	PROKKA_05127	PROKKA_01707	PROKKA_01700	PROKKA_01699	PROKKA_01653	PROKKA_02278	PROKKA_02456	PROKKA_01813
15939_galR	PROKKA_02614	PROKKA_02878	PROKKA_03699	PROKKA_01203	PROKKA_03343	PROKKA_05124	PROKKA_01704	PROKKA_01703	PROKKA_01702	PROKKA_01656	PROKKA_02281	PROKKA_02459	PROKKA_01810
15940_lysA	PROKKA_02615	PROKKA_02879	PROKKA_03698	PROKKA_01204	PROKKA_03342	PROKKA_05123	PROKKA_01703	PROKKA_01704	PROKKA_01703	PROKKA_01657	PROKKA_02282	PROKKA_02460	PROKKA_01809
15941_cmpR_2	PROKKA_02616	PROKKA_02880	PROKKA_03697	PROKKA_01205	PROKKA_03341	PROKKA_05122	PROKKA_01702	PROKKA_01705	PROKKA_01704	PROKKA_01658	PROKKA_02283	PROKKA_02461	PROKKA_01808
15942_Aspartate_racemase	PROKKA_02617	PROKKA_02881	PROKKA_03696	PROKKA_01206	PROKKA_03340	PROKKA_05121	PROKKA_01701	PROKKA_01706	PROKKA_01705	PROKKA_01659	PROKKA_02284	PROKKA_02462	PROKKA_01807
15943_araE	PROKKA_02741	PROKKA_03002	PROKKA_03695	PROKKA_01350	PROKKA_03339	PROKKA_05120	PROKKA_01700	PROKKA_01792	PROKKA_01794	PROKKA_01746	PROKKA_02372	PROKKA_02593	PROKKA_01806
15944_kduD_2	PROKKA_02619	PROKKA_02883	PROKKA_03694	PROKKA_01208	PROKKA_03338	PROKKA_05119	PROKKA_01699	PROKKA_01708	PROKKA_01707	PROKKA_01661	PROKKA_02287	PROKKA_02465	PROKKA_01805
15945_kduI	PROKKA_02620	PROKKA_02884	PROKKA_03693	PROKKA_01209	PROKKA_03337	PROKKA_05118	PROKKA_01698	PROKKA_01709	PROKKA_01708	PROKKA_01662	PROKKA_02288	PROKKA_02466	PROKKA_01804
15946_thlA	PROKKA_02621	PROKKA_02885	PROKKA_03692	PROKKA_01210	PROKKA_03336	PROKKA_05117	PROKKA_01697	PROKKA_01710	PROKKA_01709	PROKKA_01663	PROKKA_02289	PROKKA_02467	PROKKA_01803
15998_ndhS	PROKKA_02662	PROKKA_02920	PROKKA_03686	PROKKA_01263	PROKKA_03330	PROKKA_05111	PROKKA_01691	PROKKA_01716	PROKKA_01715	PROKKA_01669	PROKKA_02295	PROKKA_02505	PROKKA_01796
15999_Limonene_hydroxylase	PROKKA_02663	PROKKA_02921	PROKKA_03685	PROKKA_01264	PROKKA_03329	PROKKA_05110	PROKKA_01690	PROKKA_01717	PROKKA_01716	PROKKA_01670	PROKKA_02296	PROKKA_02506	PROKKA_01795
16000_argF	PROKKA_02664	PROKKA_02922	PROKKA_03684	PROKKA_01265	PROKKA_03328	PROKKA_05109	PROKKA_01689	PROKKA_01718	PROKKA_01717	PROKKA_01671	PROKKA_02297	PROKKA_02507	PROKKA_01794
16001_ygeX	PROKKA_02665	PROKKA_02923	PROKKA_03683	PROKKA_01266	PROKKA_03327	PROKKA_05108	PROKKA_01688	PROKKA_01719	PROKKA_01718	PROKKA_01672	PROKKA_02298	PROKKA_02508	PROKKA_01793
16002_argE_1	PROKKA_02666	PROKKA_02924	PROKKA_03682	PROKKA_01267	PROKKA_03326	PROKKA_05107	PROKKA_01687	PROKKA_01720	PROKKA_01719	PROKKA_01673	PROKKA_02299	PROKKA_02509	PROKKA_01792
16003_hyuA	PROKKA_02667	PROKKA_02925	PROKKA_03681	PROKKA_01268	PROKKA_03325	PROKKA_05106	PROKKA_01686	PROKKA_01721	PROKKA_01720	PROKKA_01674	PROKKA_02300	PROKKA_02510	PROKKA_01791
16004_arcC1_1	PROKKA_02668	PROKKA_02926	PROKKA_03680	PROKKA_01269	PROKKA_03324	PROKKA_05105	PROKKA_01685	PROKKA_01722	PROKKA_01721	PROKKA_01675	PROKKA_02301	PROKKA_02511	PROKKA_01790
16007_mocA	PROKKA_02671	PROKKA_02929	PROKKA_03676	PROKKA_01272	PROKKA_03321	PROKKA_05102	PROKKA_01682	PROKKA_01725	PROKKA_01724	PROKKA_01679	PROKKA_02304	PROKKA_02514	PROKKA_01786
16010_cdhB	PROKKA_02674	PROKKA_02932	PROKKA_03673	PROKKA_01275	PROKKA_03318	PROKKA_05099	PROKKA_01679	PROKKA_01728	PROKKA_01727	PROKKA_01682	PROKKA_02307	PROKKA_02517	PROKKA_01782
16011_xdhA_3	PROKKA_02675	PROKKA_02933	PROKKA_03672	PROKKA_01276	PROKKA_03317	PROKKA_05098	PROKKA_01678	PROKKA_01729	PROKKA_01728	PROKKA_01683	PROKKA_02308	PROKKA_02518	PROKKA_01781
16012_xanQ	PROKKA_02676	PROKKA_02934	PROKKA_03671	PROKKA_01277	PROKKA_03316	PROKKA_05097	PROKKA_01677	PROKKA_01730	PROKKA_01729	PROKKA_01684	PROKKA_02309	PROKKA_02520	PROKKA_01780
16013_guaD	PROKKA_02677	PROKKA_02935	PROKKA_03669	PROKKA_01278	PROKKA_03315	PROKKA_05096	PROKKA_01676	PROKKA_01731	PROKKA_01730	PROKKA_01685	PROKKA_02310	PROKKA_02521	PROKKA_01779
16014_yjcD_1	PROKKA_04049	PROKKA_04247	PROKKA_02222	PROKKA_02530	PROKKA_01964	PROKKA_05095	PROKKA_01675	PROKKA_03169	PROKKA_03233	PROKKA_03038	PROKKA_03716	PROKKA_03982	PROKKA_01778
16017_uacT	PROKKA_02681	PROKKA_02939	PROKKA_03664	PROKKA_01282	PROKKA_03310	PROKKA_05092	PROKKA_01672	PROKKA_01735	PROKKA_01735	PROKKA_01689	PROKKA_02315	PROKKA_02525	PROKKA_01775
16018_hypothetical_protein	PROKKA_02682	PROKKA_02940	PROKKA_03663	PROKKA_01283	PROKKA_03309	PROKKA_05091	PROKKA_01671	PROKKA_01736	PROKKA_01736	PROKKA_01690	PROKKA_02316	PROKKA_02526	PROKKA_01774
16019_idi	PROKKA_02683	PROKKA_02941	PROKKA_03662	PROKKA_01284	PROKKA_03308	PROKKA_05090	PROKKA_01670	PROKKA_01737	PROKKA_01737	PROKKA_01691	PROKKA_02317	PROKKA_02527	PROKKA_01773
16020_lysS	PROKKA_04113	PROKKA_02942	PROKKA_03661	PROKKA_02594	PROKKA_03307	PROKKA_05089	PROKKA_01669	PROKKA_03246	PROKKA_03321	PROKKA_03115	PROKKA_03793	PROKKA_04057	PROKKA_01772
16023_dsbC	PROKKA_02687	PROKKA_02945	PROKKA_03656	PROKKA_01288	PROKKA_03304	PROKKA_05086	PROKKA_01666	PROKKA_01741	PROKKA_01741	PROKKA_01695	PROKKA_02321	PROKKA_02532	PROKKA_01769
16024_xerD_1	PROKKA_02688	PROKKA_02946	PROKKA_03655	PROKKA_01289	PROKKA_03303	PROKKA_05085	PROKKA_01665	PROKKA_01742	PROKKA_01742	PROKKA_01696	PROKKA_02322	PROKKA_02533	PROKKA_01768
16025_isiB	PROKKA_02689	PROKKA_02947	PROKKA_03654	PROKKA_01290	PROKKA_03302	PROKKA_05084	PROKKA_01664	PROKKA_01743	PROKKA_01743	PROKKA_01697	PROKKA_02323	PROKKA_02534	PROKKA_01767
16027_cptB	PROKKA_02691	PROKKA_02949	PROKKA_03651	PROKKA_01292	PROKKA_03300	PROKKA_05082	PROKKA_01662	PROKKA_01745	PROKKA_01745	PROKKA_01699	PROKKA_02325	PROKKA_02536	PROKKA_01765
16028_ygfZ	PROKKA_02692	PROKKA_02950	PROKKA_03650	PROKKA_01293	PROKKA_03299	PROKKA_05081	PROKKA_01661	PROKKA_01746	PROKKA_01746	PROKKA_01700	PROKKA_02326	PROKKA_02537	PROKKA_01764
16029_hemolysin-III_related	PROKKA_02693	PROKKA_02951	PROKKA_03649	PROKKA_01294	PROKKA_03298	PROKKA_05080	PROKKA_01660	PROKKA_01747	PROKKA_01747	PROKKA_01701	PROKKA_02327	PROKKA_02539	PROKKA_01763
16030_hypothetical_protein	PROKKA_02694	PROKKA_02952	PROKKA_03648	PROKKA_01295	PROKKA_03297	PROKKA_05079	PROKKA_01659	PROKKA_01748	PROKKA_01748	PROKKA_01702	PROKKA_02328	PROKKA_02540	PROKKA_01762
16031_bglA_1	PROKKA_02695	PROKKA_02953	PROKKA_05115	PROKKA_04477	PROKKA_03296	PROKKA_05078	PROKKA_01658	PROKKA_01749	PROKKA_01749	PROKKA_01703	PROKKA_02329	PROKKA_02541	PROKKA_03240
16033_gcvP	PROKKA_02696	PROKKA_02955	PROKKA_03646	PROKKA_01298	PROKKA_03295	PROKKA_05077	PROKKA_01657	PROKKA_01750	PROKKA_01750	PROKKA_01704	PROKKA_02330	PROKKA_02543	PROKKA_01760
16034_gcvH	PROKKA_02697	PROKKA_02956	PROKKA_03645	PROKKA_01299	PROKKA_03294	PROKKA_05076	PROKKA_01656	PROKKA_01751	PROKKA_01751	PROKKA_01705	PROKKA_02331	PROKKA_02544	PROKKA_01759
16035_gcvT	PROKKA_02698	PROKKA_02957	PROKKA_03644	PROKKA_01300	PROKKA_03293	PROKKA_05075	PROKKA_01655	PROKKA_01752	PROKKA_01752	PROKKA_01706	PROKKA_02332	PROKKA_02545	PROKKA_01758
16036_ubiI	PROKKA_02699	PROKKA_02958	PROKKA_03643	PROKKA_01301	PROKKA_03292	PROKKA_05074	PROKKA_01654	PROKKA_01753	PROKKA_01753	PROKKA_01707	PROKKA_02333	PROKKA_02547	PROKKA_01756
16037_ubiH	PROKKA_02700	PROKKA_02959	PROKKA_03642	PROKKA_01302	PROKKA_03291	PROKKA_05073	PROKKA_01653	PROKKA_01754	PROKKA_01754	PROKKA_01708	PROKKA_02334	PROKKA_02548	PROKKA_01755
16038_pepP	PROKKA_02701	PROKKA_02960	PROKKA_03641	PROKKA_01303	PROKKA_03290	PROKKA_05072	PROKKA_01652	PROKKA_01755	PROKKA_01755	PROKKA_01709	PROKKA_02335	PROKKA_02549	PROKKA_01754
16039_hypothetical_protein	PROKKA_02702	PROKKA_02961	PROKKA_03640	PROKKA_01304	PROKKA_03289	PROKKA_05071	PROKKA_01651	PROKKA_01756	PROKKA_01756	PROKKA_01710	PROKKA_02336	PROKKA_02550	PROKKA_01753
16040_zapA	PROKKA_02703	PROKKA_02962	PROKKA_03639	PROKKA_01305	PROKKA_03288	PROKKA_05070	PROKKA_01650	PROKKA_01757	PROKKA_01757	PROKKA_01711	PROKKA_02337	PROKKA_02551	PROKKA_01752
16041_5-formyltetrahydrofolate_cyclo-ligase_family_protein	PROKKA_02705	PROKKA_02964	PROKKA_03637	PROKKA_01307	PROKKA_03286	PROKKA_05068	PROKKA_01648	PROKKA_01759	PROKKA_01759	PROKKA_01713	PROKKA_02339	PROKKA_02553	PROKKA_01750
16042_serA	PROKKA_02707	PROKKA_02967	PROKKA_03635	PROKKA_01310	PROKKA_03284	PROKKA_05066	PROKKA_01646	PROKKA_01761	PROKKA_01761	PROKKA_01715	PROKKA_02341	PROKKA_02556	PROKKA_01748
16043_rpiA	PROKKA_02708	PROKKA_02968	PROKKA_03634	PROKKA_01311	PROKKA_03283	PROKKA_05065	PROKKA_01645	PROKKA_01762	PROKKA_01762	PROKKA_01716	PROKKA_02342	PROKKA_02557	PROKKA_01747
16045_iciA	PROKKA_02709	PROKKA_02970	PROKKA_03632	PROKKA_01313	PROKKA_03281	PROKKA_05063	PROKKA_01643	PROKKA_01764	PROKKA_01764	PROKKA_01718	PROKKA_02344	PROKKA_02559	PROKKA_01745
16051_26_kDa_periplasmic_immunogenic_protein_precursor	PROKKA_02715	PROKKA_02976	PROKKA_03629	PROKKA_01319	PROKKA_03278	PROKKA_05059	PROKKA_01640	PROKKA_01767	PROKKA_01769	PROKKA_01721	PROKKA_02347	PROKKA_02565	PROKKA_01742
16052_argO	PROKKA_02716	PROKKA_02977	PROKKA_03628	PROKKA_01320	PROKKA_03277	PROKKA_05058	PROKKA_01639	PROKKA_01768	PROKKA_01770	PROKKA_01722	PROKKA_02348	PROKKA_02566	PROKKA_01741
16053_mscS	PROKKA_02718	PROKKA_02978	PROKKA_03627	PROKKA_01321	PROKKA_03276	PROKKA_05057	PROKKA_01638	PROKKA_01769	PROKKA_01771	PROKKA_01723	PROKKA_02349	PROKKA_02567	PROKKA_01740
16054_fbaA	PROKKA_02719	PROKKA_02979	PROKKA_03626	PROKKA_01322	PROKKA_03275	PROKKA_05056	PROKKA_01637	PROKKA_01770	PROKKA_01772	PROKKA_01724	PROKKA_02350	PROKKA_02568	PROKKA_01739
16055_pgk	PROKKA_02720	PROKKA_02980	PROKKA_03625	PROKKA_01323	PROKKA_03274	PROKKA_05055	PROKKA_01636	PROKKA_01771	PROKKA_01773	PROKKA_01725	PROKKA_02351	PROKKA_02569	PROKKA_01738
16056_epd	PROKKA_02721	PROKKA_02981	PROKKA_03624	PROKKA_01324	PROKKA_03273	PROKKA_05054	PROKKA_01635	PROKKA_01772	PROKKA_01774	PROKKA_01726	PROKKA_02352	PROKKA_02570	PROKKA_01737
16057_hypothetical_protein	PROKKA_02722	PROKKA_02982	PROKKA_03623	PROKKA_01325	PROKKA_03272	PROKKA_05053	PROKKA_01634	PROKKA_01773	PROKKA_01775	PROKKA_01727	PROKKA_02353	PROKKA_02571	PROKKA_01736
16060_ecfA1_1	PROKKA_02725	PROKKA_02985	PROKKA_03620	PROKKA_01328	PROKKA_03268	PROKKA_05050	PROKKA_01631	PROKKA_01776	PROKKA_01778	PROKKA_01730	PROKKA_02356	PROKKA_02574	PROKKA_01732
16061_ecfA1_2	PROKKA_02726	PROKKA_02986	PROKKA_03619	PROKKA_01329	PROKKA_03267	PROKKA_05049	PROKKA_01630	PROKKA_01777	PROKKA_01779	PROKKA_01731	PROKKA_02357	PROKKA_02575	PROKKA_01731
16063_mtlR_1	PROKKA_02728	PROKKA_02989	PROKKA_03617	PROKKA_01331	PROKKA_03265	PROKKA_05047	PROKKA_01628	PROKKA_01779	PROKKA_01781	PROKKA_01733	PROKKA_02359	PROKKA_02577	PROKKA_01729
16065_adhT	PROKKA_02730	PROKKA_02991	PROKKA_03615	PROKKA_01333	PROKKA_03263	PROKKA_05045	PROKKA_01626	PROKKA_01781	PROKKA_01783	PROKKA_01735	PROKKA_02361	PROKKA_02581	PROKKA_01727
16066_mtlA_1	PROKKA_02731	PROKKA_02992	PROKKA_03614	PROKKA_01334	PROKKA_03262	PROKKA_05044	PROKKA_01625	PROKKA_01782	PROKKA_01784	PROKKA_01736	PROKKA_02362	PROKKA_02582	PROKKA_01726
16067_cmtB	PROKKA_02732	PROKKA_02993	PROKKA_03613	PROKKA_01335	PROKKA_03260	PROKKA_05043	PROKKA_01624	PROKKA_01783	PROKKA_01785	PROKKA_01737	PROKKA_02363	PROKKA_02584	PROKKA_01724
16069_loiP_1	PROKKA_02735	PROKKA_02995	PROKKA_03610	PROKKA_01337	PROKKA_03257	PROKKA_05040	PROKKA_01621	PROKKA_01786	PROKKA_01788	PROKKA_01740	PROKKA_02366	PROKKA_02587	PROKKA_01721
16078_hypothetical_protein	PROKKA_02737	PROKKA_02998	PROKKA_03608	PROKKA_01346	PROKKA_03255	PROKKA_05038	PROKKA_01619	PROKKA_01788	PROKKA_01790	PROKKA_01742	PROKKA_02368	PROKKA_02589	PROKKA_01719
16080_hypothetical_protein	PROKKA_02739	PROKKA_03000	PROKKA_03606	PROKKA_01348	PROKKA_03253	PROKKA_05036	PROKKA_01617	PROKKA_01790	PROKKA_01792	PROKKA_01744	PROKKA_02370	PROKKA_02591	PROKKA_01717
16081_metK	PROKKA_02740	PROKKA_03001	PROKKA_03605	PROKKA_01349	PROKKA_03252	PROKKA_05035	PROKKA_01616	PROKKA_01791	PROKKA_01793	PROKKA_01745	PROKKA_02371	PROKKA_02592	PROKKA_01716
16083_hypothetical_protein	PROKKA_02742	PROKKA_03003	PROKKA_03603	PROKKA_01351	PROKKA_03248	PROKKA_05032	PROKKA_01614	PROKKA_01793	PROKKA_01795	PROKKA_01747	PROKKA_02373	PROKKA_02594	PROKKA_01713
16084_endA	PROKKA_02743	PROKKA_03004	PROKKA_03602	PROKKA_01352	PROKKA_03247	PROKKA_05031	PROKKA_01613	PROKKA_01794	PROKKA_01796	PROKKA_01748	PROKKA_02374	PROKKA_02595	PROKKA_01712
16085_rsmE	PROKKA_02744	PROKKA_03005	PROKKA_03601	PROKKA_01353	PROKKA_03246	PROKKA_05030	PROKKA_01612	PROKKA_01795	PROKKA_01797	PROKKA_01749	PROKKA_02375	PROKKA_02596	PROKKA_01711
16087_hypothetical_protein	PROKKA_02746	PROKKA_03007	PROKKA_03599	PROKKA_01355	PROKKA_03244	PROKKA_05028	PROKKA_01610	PROKKA_01797	PROKKA_01799	PROKKA_01751	PROKKA_02377	PROKKA_02598	PROKKA_01709
16088_yqgF	PROKKA_02747	PROKKA_03008	PROKKA_03598	PROKKA_01356	PROKKA_03243	PROKKA_05027	PROKKA_01609	PROKKA_01798	PROKKA_01800	PROKKA_01752	PROKKA_02378	PROKKA_02599	PROKKA_01708
16090_hypothetical_protein	PROKKA_02749	PROKKA_03011	PROKKA_03596	PROKKA_01358	PROKKA_03241	PROKKA_05025	PROKKA_01607	PROKKA_01800	PROKKA_01802	PROKKA_01754	PROKKA_02380	PROKKA_02601	PROKKA_01706
16091_YGGT_family_protein	PROKKA_02750	PROKKA_03012	PROKKA_03595	PROKKA_01359	PROKKA_03240	PROKKA_05024	PROKKA_01606	PROKKA_01801	PROKKA_01803	PROKKA_01755	PROKKA_02381	PROKKA_02602	PROKKA_01705
16092_hypothetical_protein	PROKKA_02751	PROKKA_03013	PROKKA_03594	PROKKA_01360	PROKKA_03239	PROKKA_05023	PROKKA_01605	PROKKA_01802	PROKKA_01804	PROKKA_01756	PROKKA_02382	PROKKA_02603	PROKKA_01704
16093_rdgB	PROKKA_02752	PROKKA_03014	PROKKA_03593	PROKKA_01361	PROKKA_03238	PROKKA_05022	PROKKA_01604	PROKKA_01803	PROKKA_01805	PROKKA_01757	PROKKA_02383	PROKKA_02604	PROKKA_01703
16094_hemN_1	PROKKA_02753	PROKKA_03015	PROKKA_03592	PROKKA_01362	PROKKA_03237	PROKKA_05021	PROKKA_01603	PROKKA_01804	PROKKA_01806	PROKKA_01758	PROKKA_02384	PROKKA_02605	PROKKA_01702
