"","UR1","UTI1","UR3","UTI3","UR6","UTI6","UR7","UTI7","UR14","UTI14","UR17","UTI17","UR43","UTI43","UR54","UTI54","UR56","UTI56","UR57","UTI57","UR66","UTI66","UR68","UTI68","UR86","UTI86"
"15536_rhaR_1",253,53,529,115,399,34,478,8,495,123,315,15,395,38,429,282,310,184,267,10,505,2,401,13,404,123
"15537_ptsI_1",561,30,397,51,375,15,78,0,238,34,351,11,237,18,324,83,600,186,347,12,2308,11,229,12,342,56
"15538_ypdE",30,3,81,13,50,4,67,1,17,0,47,4,37,3,31,10,37,8,42,2,25,0,30,2,47,6
"15539_putative_peptidase",41,5,127,15,40,0,88,1,36,5,35,0,47,1,35,13,28,8,51,0,25,1,39,0,58,11
"15541_fryB_1",13,1,7,0,4,1,9,0,5,0,2,0,13,3,9,1,5,0,10,0,7,0,18,0,2,0
"15542_glk",500,41,645,84,658,51,743,14,710,241,655,37,660,135,792,130,655,304,739,5,995,2,678,18,711,177
"15544_hypothetical_protein",191,101,257,4,154,3,284,0,160,43,149,19,314,7,122,12,78,7,209,2,108,0,4631,3,74,10
"15545_mntH",9928,61,24978,270,16231,208,24873,242,20322,480,10570,57,2957,3164,12808,346,16530,1507,13709,13,17133,21,1494,70,12184,1498
"15546_nupC",5151,593,6638,1139,6370,196,4958,78,8062,2978,5860,419,5266,663,6071,696,4860,2805,5401,48,4208,19,3166,96,3347,2453
"15548_hypothetical_protein",956,87,1105,106,925,60,1037,19,1152,351,1335,42,919,81,1596,233,1213,364,1437,7,1351,4,1237,22,1221,189
"15549_Helix-turn-helix_domain_protein",406,25,424,25,327,15,440,11,389,80,548,23,211,18,626,102,438,122,510,2,413,0,429,9,525,86
"15550_gltX",8591,5748,11733,9587,18039,1712,13281,601,11529,20186,12287,2421,10181,3160,10219,8082,7429,19313,6654,351,6598,91,9410,978,8707,10353
"15556_hypothetical_protein",372,39,839,131,1279,27,990,8,764,555,828,49,2117,134,735,137,805,346,608,7,582,3,636,13,710,159
"15557_DNA_polymerase_III_subunit_epsilon",38,16,37,15,64,3,54,1,32,14,35,2,82,13,40,43,42,36,37,1,36,0,11,0,27,12
"15558_ligA",1792,601,2488,1495,3529,258,2718,137,2456,2704,2286,339,2607,567,625,284,2022,2515,1829,34,1682,11,1342,102,1506,1193
"15559_zipA",3686,518,6450,901,4713,177,6839,114,5042,1531,3226,193,4947,317,0,0,3666,2271,3587,24,3439,8,3461,99,2315,990
"15560_putative_sulfate_transport_protein_CysZ",464,91,1090,224,1336,56,886,10,587,278,728,51,798,79,0,0,453,424,581,7,316,0,2601,19,607,254
"15561_cysK",5503,283,8596,697,6009,390,7966,71,9054,1592,5914,180,9739,1126,6,0,4753,1337,7531,31,3330,8,15939,145,3511,715
"15562_ptsH",10979,4974,14927,10339,12813,1536,12949,756,9471,17142,12914,1814,14469,3343,13491,9447,11040,20346,14714,391,9555,84,30591,1413,12740,14105
"15563_ptsI_2",16155,5619,25621,9036,21986,1436,28113,763,22220,30047,23375,3093,30067,6702,27297,14563,26226,33538,29993,521,21796,154,56242,1728,19587,19116
"15564_crr",9105,2074,12973,3581,13947,797,12662,335,10786,9280,13557,1488,18339,3036,12263,4615,16507,12335,17873,192,13202,66,23109,902,10351,7959
"15567_cysM",988,123,1340,216,684,21,1461,21,1116,361,718,36,1201,96,496,107,638,410,455,4,362,2,636,17,971,435
"15569_cysW_1",32,2,129,18,75,7,116,3,127,44,46,1,67,8,52,11,61,35,50,0,60,1,134,3,64,16
"15570_cysT",92,9,37,3,84,25,107,5,97,12,60,4,103,13,67,14,52,34,98,1,68,0,188,3,40,8
"15571_cysP",158,20,201,23,108,66,174,5,117,33,77,11,133,39,79,30,103,70,109,3,79,1,256,4,78,19
"15572_fabG_2",4706,187,4505,457,1412,30,3658,68,4005,543,1474,103,1448,122,2200,224,1093,485,1311,23,2645,9,606,57,1670,292
"15574_murQ",642,50,587,143,822,53,531,7,562,408,696,93,1246,95,489,168,408,400,593,11,464,6,924,20,455,204
"15577_yfeX",1730,395,2609,1152,2725,226,1732,84,1920,1118,1594,192,3231,335,1794,817,1701,2810,1442,50,1022,11,1740,65,1181,1138
"15578_RpoE-regulated_lipoprotein",511,404,1389,405,1568,194,551,23,670,301,540,83,696,117,676,362,283,647,587,7,561,2,1477,22,396,306
"15579_yfeZ",266,79,983,192,816,34,839,17,704,347,433,52,393,60,327,130,286,295,349,5,258,1,359,11,315,172
"15580_ypeA",880,71,1603,192,1001,36,1374,9,683,312,508,30,630,108,451,118,449,234,519,5,465,2,347,21,417,264
"15581_amiA",1451,464,2911,686,2885,255,3082,70,2351,1263,1515,179,1411,300,1853,1054,1171,1210,1341,27,1392,9,1543,102,1390,670
"15582_hemF",1041,307,1049,278,1029,87,1224,45,1027,374,862,61,562,113,744,405,562,443,640,16,496,5,712,38,720,220
"15584_eutK",135,6,218,25,112,1,178,1,163,9,128,0,125,15,88,13,86,15,146,0,79,0,127,0,86,11
"15585_eutL",85,1,95,11,63,2,73,0,78,2,42,3,64,4,50,6,51,8,49,4,58,2,48,0,51,4
"15586_eutC",198,3,195,15,110,5,144,0,133,12,142,3,151,3,165,13,117,22,153,0,102,1,80,0,76,12
"15589_Ethanolamine_utilization_protein-_EutH",63,6,132,14,36,0,170,0,117,14,41,1,57,2,43,12,50,9,57,3,31,1,34,4,32,4
"15590_mdh_1",36,4,54,13,45,1,85,0,46,1,28,3,40,0,44,4,40,6,27,2,23,0,33,0,21,4
"15591_ftsA_1",6,3,19,4,20,0,16,0,15,5,23,0,15,1,11,2,8,4,14,0,14,2,8,0,8,3
"15592_adhE_1",36,2,28,1,11,0,21,0,19,2,10,0,18,0,15,3,19,4,14,0,6,0,6,0,9,3
"15593_eutN",4,0,17,2,3,0,6,0,7,0,3,1,7,0,7,0,4,2,5,1,0,0,4,0,3,0
"15594_eutM",75,0,55,2,50,1,20,1,39,2,44,0,18,0,37,2,38,3,26,3,25,1,18,1,18,1
"15595_eutD",135,7,217,23,189,4,167,3,141,19,168,5,101,7,148,9,170,22,164,1,75,0,77,0,102,3
"15596_Cobalamin_adenosyltransferase",26,0,40,1,36,0,22,0,14,0,20,0,12,2,18,4,11,3,16,0,6,0,11,0,4,1
"15598_pduV",37,2,37,0,37,1,30,0,25,0,22,0,25,1,16,1,9,2,28,2,14,1,17,0,15,4
"15599_eutS",11,0,12,0,11,0,10,0,6,0,3,0,0,2,10,0,3,0,12,1,4,0,10,0,3,0
"15600_maeB",5122,102,2705,192,2690,63,2754,26,4667,643,2006,33,4639,374,7934,303,2411,301,2833,10,1424,3,1298,6,3022,414
"15601_tal_1",726,12,2633,97,543,27,3006,11,1368,57,936,0,1876,30,1231,33,1142,86,3050,0,913,2,300,1,117,24
"15603_hypothetical_protein",249,127,218,24,289,15,223,3,176,33,300,11,350,19,264,43,211,64,345,1,170,1,2753,4,215,43
"15604_nudK",2207,316,2088,305,1879,102,2421,44,2594,1027,2140,123,1762,122,1463,319,1950,790,1709,21,1139,5,1845,59,1973,277
"15605_gltD_1",760,36,975,74,381,15,757,3,564,86,285,8,881,34,393,67,458,156,528,7,634,4,2111,16,472,71
"15606_narX_1",1449,200,2991,618,2733,119,3195,43,2292,683,560,29,1812,86,1250,528,1629,1031,1542,21,1426,4,1696,35,1348,304
"15607_acrB_2",8329,4526,12190,10321,7727,1507,11683,488,11817,9708,11505,1097,17173,2184,9794,5979,14026,15445,20335,366,11648,69,19598,571,7969,4612
"15608_spxA",461,24,500,68,341,9,644,8,527,190,667,22,816,58,470,77,449,174,547,2,585,0,429,7,339,55
"15609_dapE",2368,441,2947,660,4502,220,3208,44,2359,1374,4876,335,3860,579,2751,922,4033,2864,3263,56,3430,9,3032,101,2502,1245
"15610_hypothetical_protein",215,19,298,32,260,7,324,3,259,128,338,14,271,20,238,79,309,104,299,7,251,1,152,3,127,23
"15611_putative_hydrolase",450,46,877,90,454,24,821,6,864,255,497,20,458,149,365,59,392,140,527,5,474,0,375,18,274,75
"15612_tmcA",671,192,1706,454,1660,134,1432,48,1365,522,1290,108,1035,95,1145,552,1226,1016,1209,17,1258,6,553,21,906,445
"15616_purC",1749,442,1898,1060,1419,177,1653,56,1814,1271,1181,82,1789,194,2013,780,1222,786,1052,18,1000,5,1352,92,895,452
"15618_bamC",4313,657,5087,986,5544,205,5520,81,5302,1330,4270,244,4992,385,3786,821,3081,1680,3482,25,2704,11,6375,97,3284,1312
"15620_gcvR",4314,331,7120,514,6128,159,8305,74,4876,948,5517,151,5560,285,5024,781,3578,997,5046,24,3167,8,8310,80,4611,723
"15621_bcp",3759,424,7010,705,6354,130,8523,63,5978,1767,4906,210,5247,453,4120,756,3355,1460,2775,26,2655,7,8553,95,3797,1622
"15632_hyfG",171,17,781,129,286,10,362,5,296,172,2542,13,837,5,188,42,461,56,472,4,398,5,102,15,839,23
"15638_pheromone_autoinducer_2_transporter",1395,85,2444,248,2558,85,3694,25,2567,397,1685,46,1591,116,1345,204,1732,916,1401,12,1517,4,1299,23,1473,309
"15639_yfgC",3895,499,5961,788,6975,376,6494,104,5821,983,5813,410,7234,525,6647,1147,6603,2056,7317,47,5321,20,15684,181,5552,861
"15640_arsC_1",1838,98,2304,274,2481,69,1507,13,1885,633,2864,124,2991,248,2013,228,2614,1054,2733,16,944,6,3943,73,1741,343
"15642_uraA",191,87,256,419,342,23,172,16,255,472,179,108,301,58,296,177,169,355,130,5,137,2,136,16,141,323
"15643_upp",2786,1392,4484,5718,8194,499,3974,303,3837,6994,3565,681,3912,634,3692,1712,3876,6447,2115,94,2253,31,1373,276,2843,4127
"15644_purM",312,310,788,870,1055,171,663,33,724,702,583,139,502,123,679,786,259,1307,359,27,366,6,440,57,276,422
"15645_purN",546,164,1007,453,1033,119,907,19,775,540,477,54,472,63,531,383,310,495,313,13,331,5,482,34,324,247
"15646_ppk",4024,515,5889,1252,5258,335,6143,100,5719,1656,3917,171,5138,313,3867,1054,3551,1763,4795,43,3391,15,7266,143,3191,807
"15647_ppx",2123,284,3274,677,3177,133,3248,39,3194,1104,2912,155,2812,227,2600,603,2229,988,2520,23,2064,9,4127,83,1954,570
"15648_yfgF_2",266,39,422,48,429,12,419,8,215,107,240,18,311,52,195,74,286,112,189,5,264,4,236,9,202,55
"15649_hypothetical_protein",3,1,2,0,2,0,9,1,2,0,1,0,7,2,0,1,0,0,0,0,0,0,3,0,3,2
"15650_hypothetical_protein",1333,194,1775,113,1618,128,11872,103,593,227,1387,56,908,66,824,400,611,238,1018,13,1382,3,3731,25,969,240
"15651_Glycine_zipper_2TM_domain_protein",144,8,194,16,373,9,392,1,110,23,162,5,69,5,131,41,106,39,92,3,101,2,402,0,64,23
"15652_hypothetical_protein",138,3,230,3,280,10,415,2,223,37,192,2,64,8,102,24,156,25,153,1,93,0,260,2,75,15
"15653_guaA",3700,4123,4198,9850,10572,1304,4233,469,4718,11651,5480,1342,6846,1816,7742,4981,6915,13010,4520,194,4432,53,4946,517,4513,5404
"15654_guaB",2617,4971,5314,20604,17337,2261,5203,1172,4706,19513,4406,2195,5744,3904,4083,6473,4238,20250,2273,334,2777,82,5975,960,3626,7919
"15655_xseA",4325,673,7397,1259,4609,325,5581,99,2582,1685,1744,216,1256,286,1135,1001,1679,2340,1289,57,1469,9,2949,132,1864,631
"15656_TFIIB_zinc-binding_protein",75,95,216,91,221,49,204,10,230,133,128,22,157,59,203,200,87,110,123,4,130,1,168,8,72,88
"15657_der",3722,4599,5601,6547,5004,832,6377,535,5601,10357,4275,1333,4158,1675,3795,4875,3271,11663,3219,193,2981,47,5216,399,2939,4921
"15659_hypothetical_protein",1793,819,3281,1288,4869,420,3714,112,3315,2963,4165,330,3940,858,3560,1480,3759,3671,2957,61,2710,23,4379,107,2477,1583
"15661_ispG",3372,1308,4034,1613,4405,435,4773,126,4466,2890,3916,381,4411,661,3821,1674,3479,3458,3783,61,3343,17,5803,168,3644,1726
"15662_rodZ",4567,1349,7043,2109,5347,626,8114,221,5027,2782,5664,571,5190,670,4039,2237,4015,3876,5437,94,3576,19,6957,201,4605,1782
"15663_rlmN",1099,1381,1552,2421,2897,522,1342,230,943,2630,1398,573,1080,678,833,2243,598,4511,678,123,744,22,1039,257,817,2262
"15664_ndk",2021,2546,4012,9072,11245,1015,4988,1875,6070,14647,6275,2176,4812,2191,12927,15408,3860,18534,4397,385,2747,106,11874,1739,2907,15343
"15665_pbpF",286,43,672,120,1011,55,503,8,473,113,869,37,733,37,863,198,688,320,989,8,1043,4,559,26,662,110
"15668_enhanced_serine_sensitivity_protein_SseB",2181,1531,1593,2133,1558,128,1241,82,1433,3129,1319,262,1941,393,2011,739,1583,1850,2651,32,1718,11,2372,133,1171,474
"15669_pepB",2572,1356,1539,2277,1274,163,1526,135,1447,2163,922,142,1898,218,3234,902,1598,1597,2013,39,2369,2,2024,86,938,342
"15670_hypothetical_protein",906,674,1434,2627,423,65,1504,133,1511,3713,520,60,933,131,944,268,566,702,853,10,700,9,1303,44,562,288
"15671_fdx",2041,1704,2584,3219,2256,326,1741,108,3054,4724,2700,244,2613,610,4353,1407,3198,4712,2527,70,2951,21,4106,194,2189,1178
"15672_hscA",1703,1667,2462,2026,2587,295,2599,114,2878,1070,3210,339,2457,353,3781,1822,2435,5082,2592,65,2612,11,3630,217,1822,741
"15673_hscB",2784,1363,3305,2178,2992,363,4221,168,3069,2819,2394,298,1605,376,2707,1617,2385,5220,1796,64,1658,13,2450,174,1846,718
"15674_iscA_2",3701,1487,4668,2056,4715,341,8336,150,7056,5220,3855,308,2829,603,5222,1617,3385,4405,3515,67,3375,7,4455,186,3048,809
"15676_iscS",16533,9154,24197,9775,20017,1844,28058,906,24055,15612,15817,2320,10530,3046,21286,10551,11769,23470,16444,452,13043,66,21924,1126,14265,3899
"15677_iscR",4523,2687,10196,3105,8217,1185,13648,608,9925,3436,7212,1039,2618,1357,9791,4696,5981,8196,7424,205,6682,38,7081,586,8254,2177
"15678_trmJ",2502,668,2237,1350,2314,294,1862,112,1763,1711,1634,354,1786,357,1456,1342,871,2404,1617,51,1337,14,1823,147,1761,1077
"15679_suhB",3021,3127,4031,8698,3535,1819,2442,615,1244,6570,1817,2329,1317,1843,1223,4786,854,12998,917,307,1273,66,1258,899,1379,7740
"15680_Alpha-beta_hydrolase_family_protein",96,26,95,32,29,16,61,4,30,28,33,10,64,12,21,32,92,77,25,2,21,3,24,2,18,5
"15681_stationary_phase_inducible_protein_CsiE",250,20,1213,27,455,29,969,2,830,25,843,5,1397,35,1293,44,731,83,1250,5,1426,2,249,7,264,27
"15682_hcaT",386,116,634,186,769,22,564,19,428,252,394,61,216,50,298,233,172,287,209,15,220,0,405,30,251,134
"15691_gutB_1",627,50,332,18,221,4,300,6,185,19,168,5,462,32,205,20,171,42,162,2,214,0,147,1,534,93
"15692_rbsC_2",61,2,49,3,55,0,67,2,57,7,39,1,61,2,65,10,56,12,47,1,47,1,58,0,74,13
"15696_nanK_1",602,50,1028,50,743,28,1023,6,628,135,308,11,369,33,263,68,292,89,303,2,310,1,903,5,464,61
"15697_glyA",14534,986,49518,3126,42095,417,40661,156,45164,5265,45470,288,39313,757,40162,1659,31772,3427,25091,67,21478,11,3463,142,27141,2046
"15699_glnB",468,44,955,267,580,29,1125,43,1045,447,1107,92,1401,177,742,149,375,262,1159,10,388,6,970,30,967,592
"15701_qseG",945,112,1108,174,1547,98,1075,19,933,168,935,52,1135,118,701,208,736,538,745,14,597,4,984,25,625,196
"15704_mltF",217,282,411,504,719,195,397,68,230,421,256,73,266,141,207,590,167,1088,193,22,188,5,793,91,125,387
"15705_tadA",294,128,519,219,526,86,362,20,203,317,179,81,203,97,240,410,150,1006,206,30,158,3,175,65,147,500
"15706_pgpC",350,36,708,49,345,22,695,4,470,91,307,15,312,11,466,81,445,130,441,3,309,1,270,3,210,32
"15707_murR_2",637,53,1114,176,486,18,1318,16,736,156,377,13,416,35,529,103,223,204,196,4,185,3,365,13,206,113
"15709_acpS",704,49,627,51,412,7,371,5,466,148,489,25,671,39,448,58,385,129,524,4,303,0,448,9,249,75
"15710_pdxJ",4856,382,4433,501,2825,103,2929,44,4168,711,2728,126,4285,223,2865,502,2687,888,2752,14,1770,4,2371,44,1714,587
"15711_recO",599,366,914,724,1227,133,1079,38,1439,936,1669,145,1187,205,1234,869,911,1080,881,26,867,14,957,54,806,753
"15713_rnc",2863,1684,5111,2518,6623,543,5763,298,4219,3938,3346,829,2253,794,2299,2894,2106,6062,2313,107,2361,25,1915,329,3411,3588
"15717_rseB",2024,728,3010,994,3783,531,2372,103,2620,1087,1536,226,2331,325,1879,1169,1414,1686,2011,24,1728,16,6365,100,1534,547
"15718_rseA",4496,1241,5544,1398,5234,615,4791,122,5929,1691,3494,338,8752,568,6039,1742,4006,2016,8311,53,5385,20,16071,159,3814,781
"15719_rpoE",5837,2530,7727,3221,7270,1511,6250,515,8022,4450,5299,1035,14287,1647,12130,4471,7460,5327,14565,125,10578,40,30347,402,5733,1307
"15720_nadB",429,613,1072,1067,734,98,1043,50,921,267,429,51,393,17,657,1571,220,86,514,35,477,5,554,89,1463,132
"15721_yfiC",771,203,1134,233,1144,73,921,21,709,376,480,77,410,92,551,583,268,502,422,20,454,2,536,37,439,327
"15722_srmB",2825,2035,3631,2659,5295,660,3228,288,2388,2201,2697,730,1596,450,2098,4519,1595,7122,1293,122,1372,28,1903,309,1910,3071
"15723_cmpR_1",298,40,801,93,574,26,923,4,777,152,493,20,575,35,554,107,357,194,621,2,441,4,462,9,411,102
"15724_eamB",93,0,125,12,71,1,104,3,77,17,68,1,66,5,60,10,67,12,50,1,41,2,141,2,54,19
"15725_grcA",16439,250,29918,918,38298,328,18166,29,25089,8090,56243,232,60507,254,11983,332,44039,3839,55660,47,43519,2,27049,138,38816,1192
"15726_ung",801,135,1034,167,1106,55,536,8,695,286,943,38,1019,63,731,273,774,407,1063,10,899,3,1924,27,849,194
"15727_rlmB_1",1269,370,1612,751,2005,124,1057,82,1079,702,934,249,973,167,715,723,831,1695,938,29,417,8,1137,106,646,824
"15728_trxC",572,163,2617,728,2174,147,4194,265,2713,1732,1484,31,956,497,1897,732,1237,741,1271,14,553,2,1938,93,979,542
"15731_pssA",3058,760,8237,2443,6988,422,7906,237,5514,3428,3467,398,2400,558,2686,2014,2087,4351,2082,80,2460,18,3061,227,2138,1544
"15732_lipoprotein",62,15,81,18,119,11,63,2,65,27,28,5,46,5,74,40,41,42,47,4,65,2,60,3,39,25
"15735_yfiH",509,349,1162,717,954,81,1194,35,886,603,579,84,646,135,698,383,618,895,537,19,537,5,665,36,448,379
"15736_rluD",1744,1497,3417,2977,3349,566,3032,239,2528,3873,2435,645,2275,681,2331,2043,2118,5468,2670,132,1841,24,3838,281,2020,1651
"15737_bamD",3731,987,6631,1350,5829,261,6577,91,5004,2050,4408,364,4732,539,4138,1270,3322,3153,3302,44,2892,13,6334,160,3004,1474
"15738_raiA",85406,2142,116712,337,77001,1700,101780,308,124270,1128,49721,245,29635,3949,61311,1439,55819,2433,57837,31,51549,10,36654,178,55889,1525
"15740_tyrA",637,140,1000,215,843,40,1135,22,1020,421,638,68,592,59,247,81,609,409,478,9,493,6,492,24,413,151
"15741_aroF",1274,225,1899,275,1275,96,2029,52,1549,552,1389,111,1244,87,0,0,1169,835,1003,15,873,3,1319,57,870,319
"15742_lipoprotein",175,7,398,18,406,8,575,1,288,24,596,12,1696,30,20,4,636,80,1350,3,797,0,641,9,221,33
"15743_hypothetical_protein",1108,267,1031,391,955,65,1037,59,604,369,802,71,1135,96,0,0,955,502,837,16,1815,5,1292,39,945,192
"15744_yfiN",361,166,875,219,1001,57,1061,33,744,366,892,64,951,73,0,0,888,403,813,17,1401,7,1593,39,726,171
"15745_Outer_membrane_protein_Omp38_precursor",692,155,1007,227,527,24,1274,22,1103,397,1533,52,1511,118,0,0,725,193,1171,8,2445,6,1722,31,1033,232
"15746_rplS",2947,4453,3318,14667,5964,2448,2734,1806,3683,22732,6765,4405,6940,3765,0,0,6622,26601,3782,465,6165,119,3360,1716,6482,11066
"15747_trmD",19224,35472,22460,94290,37615,7575,17759,6043,24008,129679,38186,23463,38539,24111,0,0,43127,179337,22311,3008,35577,841,21692,8421,37976,88721
"15748_rimM",5390,8853,9735,21791,17542,2056,7825,1303,9896,33740,13767,6505,14134,7503,0,0,14385,52551,7980,705,12325,209,7147,2436,13484,26264
"15749_rpsP",6927,11556,15543,29886,26269,2670,13575,1621,12850,44471,19174,6705,17114,7842,0,0,17419,56607,10537,940,15132,244,9006,2222,14707,28255
"15750_ffh",5259,1658,5886,2974,6759,667,6023,287,6537,5570,4413,657,5716,917,0,0,3645,6909,4581,103,3281,24,5421,289,3969,2732
"15751_ypjD",1455,250,4057,1147,3062,143,2928,34,2045,961,2390,171,2273,271,1160,456,1306,951,1918,28,1658,8,3513,78,1992,839
"15752_tlyC",1179,372,2350,923,2087,103,2328,50,3359,1542,1765,140,1286,228,1285,606,1134,1087,962,22,1060,5,1862,71,1226,533
"15753_heat_shock_protein_GrpE",6392,730,8205,1470,6106,323,10373,154,8266,3275,3796,282,5131,1269,3536,834,3221,2583,3574,61,2695,8,11886,174,2428,2026
"15755_recN",2003,587,2122,833,4250,166,2227,74,2547,1131,1509,131,2387,185,1908,1098,1271,1295,1180,18,1516,5,2099,106,2059,531
"15756_bamE",1312,138,2361,272,1588,53,1908,26,1499,510,1149,49,1558,92,1311,308,853,445,1133,10,900,2,2176,35,598,178
"15757_pasI",1629,318,1660,461,1391,40,1471,25,1158,1393,568,71,758,106,713,334,453,672,575,17,554,1,1137,43,280,200
"15758_ratA",1709,387,3298,953,2871,115,4002,71,3650,2571,1574,221,1845,272,2014,840,1342,1353,1775,32,1634,20,3428,116,1809,956
"15759_smpB",2574,559,6005,1591,4284,189,6019,152,5055,2544,2172,262,2137,395,1779,955,2704,2812,1763,52,1641,2,2100,117,2254,956
"15767_carbon_starvation_induced_protein",143,1,259,2,206,8,355,0,346,6,268,2,276,2,481,43,237,44,1127,0,62,1,89,0,49,6
"15768_lhgO",764,14,1196,51,446,3,1607,6,711,33,604,4,957,16,1190,46,961,73,1500,1,551,2,154,2,131,20
"15769_gabD",551,13,682,37,326,10,972,3,450,20,706,11,1019,21,1479,88,677,70,1597,1,779,5,245,1,230,47
"15770_gabT",795,18,1012,70,357,13,891,4,475,23,428,4,745,16,973,68,768,86,1031,1,507,1,278,4,189,22
"15771_gabP",166,3,338,4,121,2,429,2,165,8,89,4,255,6,124,14,153,39,215,3,126,3,96,4,46,7
"15772_csiR",477,19,622,29,239,3,683,4,459,64,162,4,272,17,178,25,169,56,271,4,178,0,192,4,96,18
"15773_LysM_domain-BON_superfamily_protein",3014,53,9335,194,1730,40,14037,13,5973,210,2028,17,4330,46,2650,56,2514,152,6664,2,2458,0,998,10,352,48
"15774_Proteolipid_membrane_potential_modulator",128,126,408,95,122,23,629,29,185,38,269,21,398,28,146,35,207,129,672,3,212,0,210,3,34,26
"15775_ygaV_1",239,26,232,32,296,9,265,4,303,144,435,14,96,11,130,26,101,42,542,6,184,1,131,3,120,31
"15777_stpA",1274,323,3092,1730,1944,99,2839,128,826,1073,1180,241,754,143,406,441,639,3349,521,61,1647,18,1498,163,653,916
"15778_alaE",843,27,428,50,26,0,376,4,447,36,86,4,245,49,65,12,60,43,176,1,88,1,106,3,108,29
"15779_hypothetical_protein",101,56,367,24,184,7,351,2,200,37,105,6,192,13,98,28,107,51,199,1,100,1,2227,4,43,19
"15780_hypothetical_protein",755,8,2518,24,560,6,3240,4,2007,40,892,0,1706,12,1119,6,1789,97,1966,0,1163,1,515,0,193,43
"15781_nrdH",2006,6,3692,53,4456,35,6323,34,6755,25,1677,17,881,188,3798,46,2636,226,1476,4,2084,1,45,9,2021,403
"15782_Putative_NrdI-like_protein",1936,7,5423,42,5252,31,7598,33,8960,30,1747,18,942,178,3663,44,3345,327,1534,2,2293,2,62,5,1964,409
"15786_proW",104,1876,184,2138,238,746,292,140,137,19,184,7,251,27,137,241,139,2103,129,12,303,1,1355,88,90,36
"15787_proX",590,5350,467,3874,600,2063,847,443,378,43,576,21,711,147,621,725,842,7424,598,56,1106,5,4435,258,342,87
"15788_ynfM_1",132,41,554,98,79,67,530,19,269,71,342,7,383,11,93,51,300,165,82,7,212,2,248,3,120,6
"15789_ygaZ",1089,373,1591,654,1193,221,1491,50,1314,537,969,81,1069,108,1196,916,959,1332,1053,31,1045,3,1138,44,1040,379
"15790_putative_L-valine_exporter",572,438,1002,978,904,175,1070,68,995,891,813,117,735,124,759,990,832,1599,657,40,891,5,1098,84,1128,479
"15791_mprA",2959,449,4007,942,3846,244,3590,66,3153,1478,2740,181,2444,166,1679,1085,2483,2960,1653,34,1821,10,1873,106,1961,712
"15792_emrA",1288,382,2716,1742,2885,262,2253,87,2058,2821,2364,249,2512,257,748,1464,1752,3510,1080,66,1206,15,2074,107,1335,1043
"15794_luxS",4574,520,10860,2607,4231,125,9957,76,9711,2848,6091,137,5898,336,4343,486,7533,2303,8212,28,4262,7,4200,57,4331,1466
"15795_gshA",5706,1789,12101,5410,11102,1354,14948,381,13541,10589,11113,837,13145,1443,8314,2891,10237,9450,12010,152,7625,37,9117,442,7298,3178
"15796_yqaA",1469,518,3125,1456,3190,461,3327,79,3544,4045,2056,211,3479,497,1733,1265,2008,2663,2285,53,1501,5,2628,112,1563,1280
"15797_yqaB",1262,168,1815,522,1450,71,1763,37,1396,1139,1031,103,1089,158,962,413,746,796,1152,14,828,4,1106,45,820,339
"15798_csrA",4795,833,7822,1489,5152,263,9857,110,7099,3224,6729,294,8188,531,7281,1348,6749,2250,8711,67,6926,14,4999,189,4047,1310
"15799_alaS",19168,8908,31882,16764,37253,3653,38857,1172,43853,32446,33555,3018,32777,5135,37897,22674,29333,30987,22810,549,20883,127,28544,1291,20379,12569
"15800_recX",49,35,95,94,203,21,63,5,124,138,100,11,64,11,91,101,92,181,99,4,95,0,89,5,109,28
"15801_recombinase_A",8495,3477,8316,4644,11996,409,6751,258,10609,9188,5573,558,13712,1083,7971,2483,5036,5110,6322,96,4367,17,8727,426,6305,2377
"15802_pncC_1",802,201,1140,420,2821,172,1003,38,989,661,1005,98,1255,158,978,381,747,844,901,13,516,2,2188,35,525,347
"15803_mltB",1178,271,1810,648,2078,133,1559,91,1312,859,862,147,775,132,1068,364,733,1008,612,17,560,8,450,78,331,278
"15804_srlA",42190,22,6399,13,6044,182,5952,7,10588,1,2173,3,1121,277,19962,24,7511,228,2515,2,7893,3,47,1,533,24
"15805_srlE",63126,31,8429,29,4317,111,9468,14,11775,7,1831,1,997,126,18378,19,4793,137,2034,3,5977,1,53,2,386,33
"15806_PTS_system_glucitol-sorbitol-specific_transporter_subunit_IIA",16735,26,3937,27,2706,154,3899,14,4463,5,825,3,496,89,9507,17,2284,159,872,2,3096,0,40,7,229,33
"15808_DNA-binding_transcriptional_activator_GutM",2844,9,1587,23,1171,46,1780,1,2129,47,427,5,424,33,2747,12,771,73,366,3,1314,2,109,2,218,22
"15809_srlR_2",11737,234,5277,502,4517,159,6714,26,7378,1069,2450,98,1683,228,6605,515,2564,1162,1796,25,3427,3,845,46,1422,449
"15810_gutQ",9539,80,3039,113,1888,46,3886,11,4526,226,1140,22,1021,36,2278,92,829,203,706,7,907,0,358,5,892,186
"15811_norR",508,42,793,149,444,41,550,9,996,172,306,14,340,32,1542,612,265,181,197,8,151,0,290,13,238,114
"15812_norV",96,17,132,26,118,51,141,3,161,15,153,6,59,60,73,270,64,59,128,7,102,3,40,2,91,26
"15813_norW",49,4,99,7,79,19,124,3,124,12,123,2,65,17,62,124,43,32,112,2,92,0,51,8,100,8
"15815_hydN_1",80,6,352,17,196,2,93,0,158,63,1177,0,170,1,120,33,166,15,128,1,212,2,58,3,517,6
