"","ur_rpkms_means","uti_rpkms_means"
"15617_hypothetical_protein",1.17222623519567,1.39972584526618
"16427_rplR",9.28646152414133,11.0582862576264
"17439_xerC_5",3.27584072671335,3.897127807744
"15712_era",7.30054801654473,8.67426134647307
"18766_hypothetical_protein",0.987096931452303,1.15609281370339
"15171_PGL-p-HBAD_biosynthesis_glycosyltransferase-MT3031",0.944686260883656,1.106172168597
"16829_mnmE",5.6362083727502,6.58892870834709
"16475_nasD",4.59715306169426,5.37262137871221
"15715_lepA",7.09211871350281,8.28535672213591
"16533_hypothetical_protein",1.78242904436507,2.08056958301395
"16756_coaBC",6.99906155694318,8.1533686435151
"16384_accB",9.7488750133807,11.35117428045
"16893_gltC_4",3.76671672971717,4.35938417562685
"19035_marR",6.76747258834027,7.82038965053077
"15534_ypdA",4.91673594421081,5.66704375439121
"3357_spoT",7.19269802751206,8.27981578311854
"18876_nifJ",4.53647383399242,5.22115939920854
"16298_mtr",3.00925814583207,3.46321863181384
"15065_fliE",2.85621190824975,3.2825052302181
"17675_speD",8.35802120513716,9.60026121939522
"18049_acrR",5.5290262116929,6.35064838340851
"18694_hypothetical_protein",5.08087724401193,5.83220097236173
"15150_ugd",5.5273700966021,6.34183122749306
"14945_stp",3.51213497332009,4.00349979616144
"18654_ndh",7.90209188757837,9.00619440703995
"18392_mdfA",5.16611176141915,5.88204916824668
"15007_torY",0.987900221990058,1.1238702518791
"19158_gloA",8.81456458312832,10.0102451731898
"16385_accC",7.54948880468876,8.55311315372871
"16870_asnC",5.54403750824904,6.23586662212522
"18167_dsbG",6.57760632829411,7.38934006204182
"15321_yejM",5.94881625701426,6.65950889135708
"16822_gyrB",7.04274530653649,7.87903835110181
"15716_SoxR_reducing_system_protein_RseC",6.14860433147744,6.87694815113358
"17566_mog",6.56083018838929,7.3298052822559
"17905_yahA_1",5.87345879563958,6.5392688025943
"18730_prs",9.12140890549993,10.1443237030719
"17063_yijE",4.92150887486218,5.47309972122628
"18201_nadD",6.06839692376605,6.72554539612287
"15292_psuK_1",5.9712630842425,6.61000320039651
"17225_eptA",3.84663714581349,4.24171491777173
"16980_glnL",5.19415428606862,5.72269606578999
"17440_fimA_5",8.98792942237876,9.89031235510099
"16602_rsmJ",3.54549897938556,3.89499807535162
"18048_acrA",7.51500393781794,8.24914802858304
"16371_aaeB_1",5.63874461938671,6.18938213383573
"14840_rpmI",12.6071178912828,13.8303780079188
"16021_prfB",8.77504292508453,9.61386841814461
"16301_pnp",8.90648767267488,9.74097699511126
"18645_ycfH",6.33073505508201,6.92099549484039
"15414_hypothetical_protein",2.17317177093212,2.37490925103206
"16102_mltC",5.41204346371247,5.91283003372749
"14890_ansA",5.40843721441379,5.90543712228082
"16079_speA",6.35887049709996,6.92819061907071
"16571_ftsY",6.32965707989409,6.87279645783108
"18002_dxs",6.0470776980284,6.5644079331648
"18625_flgH_2",2.55514463041925,2.77320801172024
"16221_vancomycin_high_temperature_exclusion_protein",2.81824858428587,3.0554485013878
"4205_ispH",6.65230614698027,7.21216739399863
"15005_cmoB",5.92706599029296,6.40093349513887
"15306_yciC",5.5404058804064,5.97915160942516
"16195_folB",5.83592376325878,6.29609557086027
"17716_degP",7.46460731486615,8.05174521176991
"15358_nrdA",8.42042792869334,9.08265008979439
"18546_torD",5.41676652299943,5.83506369079666
"15641_hda",7.58773822669915,8.17205555150557
"18192_lipB",6.2116076971782,6.682974302225
"17998_nusB",8.18682476099148,8.80346779403924
"16198_ttdA",1.62818954351304,1.74885078103058
"17174_ssb",9.02220082408724,9.68335991552374
"17621_yabI",5.08787774758371,5.45148452878503
"18401_nfsA",6.69050964481159,7.16750217093078
"16913_wecF",4.59166656888695,4.90013166785355
"15149_wzzB",8.38762847910154,8.94070524454095
"15566_hypothetical_protein",3.64116193417617,3.87721273234255
"16908_rffG",7.45354393606476,7.91779939039659
"14837_pheT",8.54824949515129,9.06434425658735
"16022_recJ",5.97041792749626,6.32624010309832
"15163_wcaJ",1.46468330303263,1.55187941831582
"16639_cph2",5.53034452673207,5.85205193423358
"16676_glyS",6.79698749855383,7.16974002560595
"17735_lpxA",5.9248372942617,6.24096908265445
"18436_cydD",5.60593707990226,5.89847656243575
"16168_parE",6.41575500299954,6.7413741956842
"15854_ispD",5.68775718351942,5.96761152444451
"17647_murC",7.40205183906167,7.75360556811219
"16936_EamA-like_transporter_family_protein",4.24379983841731,4.44073337744091
"15386_menF",6.31211639776201,6.60380580002483
"15317_type_I_restriction_enzyme_EcoKI_subunit_R",5.26283771929212,5.50083834924675
"4374_gmhB",6.16466053755397,6.43338552173881
"15660_hisS",8.38879921281093,8.74973711204289
"14842_thrS",10.7491792165015,11.2046402216575
"18479_asnS",8.01997821841847,8.34084004401913
"15397_nuoI_1",6.72929295287737,6.96951316421863
"3345_hypothetical_protein",6.32346047732229,6.54650522212809
"15851_surE",6.93534729786104,7.15348377189175
"16746_rfaP_2",7.37197564919377,7.5940400335291
"16572_rsmD",6.64952855359638,6.84686143186683
"16930_uvrD",6.50360042434962,6.68935858721826
"17925_prpC",1.78121994477383,1.8305986023737
"15248_WGR_domain_protein",2.41797333430388,2.48273067235413
"17608_CO2+-MG2+_efflux_protein_ApaG",6.44166450196168,6.60443743970607
"18204_leuS",7.39726280594805,7.57777817294223
"15929_lgt",6.73727275069203,6.89769840402551
"15170_lacA_1",0.886508858985683,0.906669162546619
"18441_rarA",6.56852306821468,6.71666286866613
"15400_nuoF",7.6590864555306,7.8195518054681
"18519_yccA",7.22429492699958,7.37526138791474
"16327_mlaB",7.02704094489752,7.17027022038328
"18033_lrp_1",6.4495478059069,6.57242366044414
"15675_iscU",10.1051352551256,10.2940449939371
"15074_fliN_1",1.549585200278,1.57439371580388
"15360_ascD",6.82359063270038,6.92681385740316
"15445_hypothetical_protein",5.49063485261274,5.56715425617477
"16128_thymidylate_kinase",1.85522819051722,1.88057175618319
"16487_hypothetical_protein",4.44251777703635,4.50057516549842
"18131_cusR",3.84575479440808,3.88864447528847
"16050_cynR_2",3.62111282659083,3.652722409652
"19141_dtpA",7.75736448766011,7.81702916098455
"16120_3_beta-hydroxysteroid_dehydrogenase-Delta_5-->4-isomerase",0.828998559425406,0.833832298572887
"16727_gpsA",7.25049364907309,7.28479151291189
"18791_ywlC",6.34375215937212,6.37323654457286
"17546_nadR",6.69606321123601,6.72246494945705
"16917_chuR_2",3.08986670176102,3.10069451562415
"18458_loiP_2",3.13573976951939,3.14053112133266
"17287_purA",9.25200312874649,9.25781966120727
"7905_epsF_1",0.813897002035912,3.52851199823358
"7908_epsC",1.93170910421113,5.45195427453552
"7902_Bacterial_type_II_secretion_system_protein_I-J",1.49547296318081,4.16072391009163
"7903_epsH",2.10479048118562,5.54639776600022
"7904_epsG",2.17752148121694,5.47904289353297
"16474_putative_transporter",3.5238843151145,8.44063369840802
"16720_hypothetical_protein",0.805248136118695,1.86822131407865
"7909_hypothetical_protein",3.49383645921744,7.01901264181983
"7910_pppA",3.04080468253053,5.21497400584356
"16551_hypothetical_protein",1.50564081405653,2.35098393743471
"16653_yhjV",4.11166533364158,6.27290201301766
"15122_hypothetical_protein",0.865947045533495,1.26484149024633
"1558_dhbE",2.30105079134695,3.31298400794957
"1549_muropeptide_transporter",3.10366106458772,4.44005728287933
"15708_yfhL",5.95240311654662,8.32994879258258
"18464_lpxK",3.93842294579347,5.17234980354945
"17952_mshB",1.46607728420445,1.90549298502889
"17446_sfaH_1",4.45195030585281,5.68225493380949
"17510_rsmC",5.36849278338179,6.80365306538046
"18109_purE",4.71334502062434,5.88015589167077
"19166_purR_2",5.71089096108377,7.09181744585756
"18623_flgF_2",2.80415604009101,3.4763091255065
"1612_hypothetical_protein",2.22185163831886,2.72516749672061
"17444_sfaG_1",4.0903281628993,4.96533510670312
"1559_fyuA",5.63674172239883,6.75394514655475
"1042_sfaS_1",2.21874867345341,2.64280273571208
"17991_preprotein_translocase_subunit_SecF",6.09466187719288,7.23340139887704
"18731_ispE",7.960690325875,9.40223272164094
"18361_rhtA",3.55606702945418,4.14534833877092
"18627_flgJ_2",3.03456349445964,3.53622380470842
"18287_hypothetical_protein",6.49539254113231,7.37677839263344
"15385_menD",5.2034283591859,5.90889098042169
"17159_dinF",4.93324248368828,5.59670769455763
"17099_rpoB",9.37478727308897,10.6009401404633
"15901_ygdG",4.16092125235827,4.6449776749651
"16300_nlpI",8.96176844506171,9.95324521569876
"18622_flgE_2",4.11337462245305,4.56587873749048
"1548_mbtI",5.06801792828914,5.56476814130271
"796_hypothetical_protein",2.75919853665322,3.02024346356454
"18767_hypothetical_protein",4.25166670254472,4.63338715544929
"15252_hypothetical_protein",2.44109183001842,2.65598308149386
"17131_rluF",6.00499084873275,6.52821641632414
"15878_queE",7.16611146785814,7.78930900263907
"15547_yfgF_1",5.93300721268445,6.44185665335257
"18427_hypothetical_protein",6.97912348532051,7.57066883112101
"16845_bglG",1.22446611336922,1.31703104711382
"17654_preprotein_translocase_subunit_SecA",7.54904079341886,8.11747521467631
"17214_phnE",0.411491849262687,0.440409178524231
"16866_atpI",8.83683782736371,9.44391269494317
"17200_Metallo-beta-lactamase_superfamily_protein",1.47152376275154,1.56920927344131
"15865_cysI",2.47866660960872,2.64048247254174
"1343_ydjE_1",2.03219667947595,2.15999794655512
"18797_topA_2",6.36082689474759,6.75908507761868
"15089_putative_hydrolase",5.67047541370864,6.01957639786149
"16796_emrD",2.72494127622142,2.89022638621817
"18289_exbB_2",7.33493956959267,7.7356522938482
"15658_bamB",7.20885670620228,7.59309098330779
"18790_hypothetical_protein",5.97552619030488,6.29290611272976
"18658_ycfS",2.71851522813713,2.86015566590758
"17764_rnhA",5.69520296435767,5.99169391061973
"17949_frmR",7.35889306807384,7.66887853222406
"17960_ampH",5.96509488750587,6.20641351434676
"16864_atpE",10.5776571744591,11.0013756925436
"16329_mlaD",7.40040696141765,7.69672603971112
"18115_folD",6.87460989965612,7.142661146098
"17087_btuB",7.45350130393942,7.73481982725696
"17338_tamB",6.29539864613426,6.46272081889309
"2418_barA",4.76996090264694,4.87473921026409
"1217_aaeA_1",5.11082397420521,5.20782832083892
"16747_rfaG",6.28997619737679,6.39171097336477
"1448_hypothetical_protein",4.8494306227469,4.92642917378546
"15419_folX",8.95901053996432,9.0234258516609
"15287_cirA_1",7.29983435881722,7.30753086746684
"16317_dacB",5.42938507279757,5.43404055352181
"7900_gspK",1.44442639159356,3.72344903498525
"7906_epsE_1",2.68713349875883,4.72411447249193
"7911_Procyclic_acidic_repetitive_protein_-PARP-",4.02008678675358,7.04408075944974
"18949_aroP_2",2.5603654629946,4.28728259326485
"1557_srfAD",2.56919918439761,3.91635515627565
"2659_cbtA_2",1.42359787601515,2.12266386696415
"4603_hypothetical_protein",3.64926791140269,5.19415554470413
"1202_rnfD_2",4.60534096919186,6.1599225299002
"1201_rnfD_1",4.15808719831493,5.53452298576665
"1551_irtA",3.92032665354021,5.13322832312226
"4243_cysW_2",2.7464414223693,3.55796936345277
"14920_fadD",4.40846975490213,5.70960560028688
"16665_yhjX",3.81174610914931,4.86567480246764
"17163_dus",5.55657682847192,7.05534083708081
"16423_preprotein_translocase_subunit_SecY",10.4406975320549,12.9199124537234
"3765_manZ_4",1.31820262414559,1.61559425846307
"2670_kpsM",6.52627698842287,7.99438975716181
"1939_Bacterial_leucyl_aminopeptidase_precursor",2.18118212330194,2.65974686570994
"17119_purD",4.66461426447232,5.57567384711844
"16910_wecD",4.21349581610587,4.90227757986515
"15440_mnmC",5.15268292062177,5.89740587824005
"14845_hypothetical_protein",5.98496753444278,6.67423953192824
"8567_rfaL",5.30655665862837,5.9051169458839
"3766_manY_2",1.5804182741325,1.7433502407833
"3513_atsA",1.84415235943269,1.97286763377909
"16535_hypothetical_protein",2.40303695668068,2.53717493063022
"16333_kdsD",7.06511237154054,7.37644646921706
"16844_bglF_2",1.6331944680066,1.69881565435052
"8569_gspA_1",6.82968977049366,7.08346914023456
"18643_tmk",7.03531324722262,7.27775364250922
"2147_Invasin",2.72585201040945,2.81288609072305
"15180_putative_assembly_protein",6.78171575328399,6.96277660164214
"1614_klcA_1",1.41926466950288,1.44696057969848
"15613_Putative_neutral_zinc_metallopeptidase",7.73103386087731,7.81492654964475
"2705_pdhR_1",6.40846886725365,6.44047579818962
"2708_yjmC",2.12721443745883,2.13228869061601
"7907_pulD",2.15848187919367,5.33200222195196
"12097_hypothetical_protein",1.96340640031049,4.52230105427662
"16934_hypothetical_protein",1.21225604118528,2.55282470018825
"12829_gspJ",1.13287188294096,2.35160069941321
"1560_hypothetical_protein",1.64306939704024,3.11372773929207
"9661_arcC1_3",0.736860240778861,1.39030760630209
"12828_gspK_1",1.23830231134984,2.24004815221589
"1556_Oxidoreductase_family-_NAD-binding_Rossmann_fold",1.84513835374533,3.11758524655923
"16933_hypothetical_protein",0.934647613513797,1.5470168205982
"3881_hypothetical_protein",1.14919155361089,1.74806959855296
"637_Bor_protein",5.14901616848256,7.55718286789945
"12474_fruA_1",1.25104227624128,1.82342117311376
"2706_mtlK",2.03325249055803,2.92914836687127
"1547_intA_1",4.58504205901288,6.38113233455563
"12830_gspI",1.96724938204368,2.69491091870116
"12283_hypothetical_protein",1.21008521914846,1.55902013676731
"2669_Capsule_polysaccharide_biosynthesis_protein",5.34331302359824,6.75607354440353
"18347_dinG_3",4.76556856714465,5.99826171890593
"18729_dauA",4.81523837404894,6.00668453425112
"12479_mak_2",1.15111321261919,1.42985940080244
"13346_scpA",1.9539753423764,2.4169606422516
"4367_hypothetical_protein",3.59997233556928,4.43822254808619
"12028_dctB",1.74324456829228,2.1344522156643
"16203_dnaG",6.60709403992674,8.0462687247588
"12827_gspL",2.37212789002985,2.88817905367381
"10080_mexA",2.51814974487374,3.05576220927645
"4499_hypothetical_protein",2.58173147512139,3.1218705727782
"15253_VWA_domain_containing_CoxE-like_protein",1.74877042168605,2.08703347092457
"12477_kbaY_2",1.52488032962549,1.75158296879536
"2666_kpsD",6.65069084415507,7.5791186106302
"2668_Capsule_polysaccharide_biosynthesis_protein",6.58390870708851,7.45686962065813
"12826_gspM",2.48040907460693,2.80538465786042
"9662_argF_2",2.09732095824457,2.33468134503286
"12340_wzzE",6.28693725312701,6.97905528802155
"1619_cbtA_1",0.958049140297419,1.04730938628484
"12282_sucD_4",1.17158336168108,1.27798989144268
"1383_dinG",5.34872378837954,5.81395162276695
"8568_epsJ_2",6.71794873701043,7.2244294121335
"2667_kpsU",6.46456939568542,6.92483227281945
"12035_sucB_2",2.08649584851374,2.23446037792402
"2665_hypothetical_protein",6.92666929989408,7.38926242442578
"12836_gspC",3.25250971269734,3.4386310402516
"11717_siaT_2",1.51579325199185,1.57863990096712
"17167_alr",6.07720296296719,6.31306372788704
"12288_ybbH_1",5.34887949682516,5.55586554772204
"13442_Type_VI_secretion_lipoprotein",2.85207412965841,2.93633849534547
"18596_mdoH",6.15537820185743,6.29559231383604
"10081_yfiR",4.92969190621486,5.01350918201152
"11036_hypothetical_protein",4.87547268605138,4.95510091592207
"11616_ccdA",4.89768029096118,4.95214956626664
"12029_dctD",2.34155958017172,2.35491645932231
"17412_Transposase_IS66_family_protein",3.42363401558682,3.43790740102913
"11650_hypothetical_protein",2.00286149071275,2.01063701875921
"7901_xcpW",2.16097941161654,4.82338579695206
"1603_hypothetical_protein",0.460840551449982,0.969892883629539
"13433_licT",0.351871264450076,0.675455165760674
"18646_ptsG_2",5.1375577889884,9.31377830933859
"8082_ygiZ",0.856217414900363,1.3151139565271
"18655_hypothetical_protein",3.95302313387912,5.88805769183288
"4805_hypothetical_protein",0.311054461984539,0.409750024907873
"17116_hypothetical_protein",0.856885028168047,1.11133177715897
"1550_Putative_multidrug_export_ATP-binding-permease_protein",3.65861624230737,4.66346334569723
"11615_ccdB",4.37356124027075,5.4972470393431
"18009_yajR",4.33766279123363,5.13245028633982
"9660_arcA_2",0.688014501709812,0.809614161513509
"3084_elfG_1",2.49982709410079,2.84707175662984
"2725_esterase_YqiA",7.22132740619072,8.1863114637657
"15174_cysE_1",1.11076814832494,1.25207490324538
"16550_hcpA_1",2.11188350793472,2.37607353350936
"11870_anaerobic_benzoate_catabolism_transcriptional_regulator",6.262351862093,6.72373337027035
"11715_siaP",1.53399671201222,1.64168239194983
"16902_hypothetical_protein",6.89128612862283,7.35521115825752
"847_hypothetical_protein",3.51785381149804,3.74603698499716
"6050_lolE",6.62784116685177,6.95766751381068
"12030_ldh",2.94623029136016,3.0853128976357
"10033_ogt_2",5.96330653042499,6.23403273328309
"15868_Electron_transfer_flavoprotein-ubiquinone_oxidoreductase",3.60203402637254,3.74078471991625
"10031_ripA_1",3.46799496975283,3.59835309997006
"3089_fimC_1",2.60142988773665,2.68513907043996
"813_sppA_1",1.37695474120586,1.41744699345356
"18493_ycbF",2.54226903442757,2.6028964684982
"4990_hypothetical_protein",1.70904565568272,1.74439507429147
"817_Phage_Head-Tail_Attachment",2.93999486271095,2.97257713388159
"2304_ahpD",4.82185315185646,4.86180671907962
"1604_crfC_1",3.5945779163482,3.61001986699976
"1615_hypothetical_protein",0.206924486019924,0.658274459950827
"4839_xerC_6",0.438118821279644,0.975346111662575
"3893_era_2",0.912239008507802,1.58328972789922
"17766_hypothetical_protein",4.2102147360395,6.06419070851804
"13331_yggF",0.666712068169245,0.958468347917827
"19077_DNA-binding_transcriptional_regulator_DicC",3.03077422789473,4.11813993860125
"10923_Integral_membrane_protein_TerC_family_protein",0.859585445387386,1.14266372721502
"8766_hypothetical_protein",2.82103463302619,3.74816231370193
"10187_putative_ABC_transporter_permease_protein",1.51245183791253,1.87421411198296
"4919_IS1_transposase",2.7133008257829,3.24857501863396
"16606_hypothetical_protein",5.12102461737688,6.12547734259253
"4771_prophage_protein_NinE",1.14427079769355,1.35775802840163
"1578_GlcNAc-PI_de-N-acetylase",2.21375496332151,2.61674968356225
"10477_hypothetical_protein",1.11993155022189,1.31343968107503
"4986_ssbF",2.39394696884558,2.73385541574714
"4608_sbcC",4.92030939099932,5.57565334797538
"9663_hypothetical_protein",2.34420108686524,2.64018481352426
"17404_yfmC",6.80922915942532,7.56654816611824
"14977_mepM",6.02899282542149,6.68650757715086
"4940_finO",1.91438118200862,2.11124210004384
"4972_TraE_protein",1.22928559045719,1.35511506292854
"17409_IS1_transposase",4.93225834492239,5.4354043665118
"4960_hypothetical_protein",1.17979862306072,1.27725945209506
"16970_dsbA",7.81568698795654,8.41738053614145
"10186_putative_ABC_transporter_permease_protein",1.12726924493876,1.20942807453386
"16990_yjmD_1",2.8717592389258,3.06193825247922
"15920_recB_1",5.5076887797752,5.84923924739829
"15517_degA",7.34073444630774,7.77027880684211
"17742_tilS_1",4.27122976813031,4.4712454089377
"17405_fecA",8.3956034415049,8.76100061697766
"10927_Sodium-sulfate_symporter_transmembrane_region",1.43910784730287,1.500158765092
"15219_xerC_1",6.75181330150984,7.02396950880241
"4991_hypothetical_protein",1.86445178426031,1.93592103725966
"1654_rfbD",8.43644332334215,8.73069245332223
"12890_acrF_2",4.09657102181059,4.17829102804027
"13846_gcvA_2",4.45710175680212,4.52248954948326
"4770_hypothetical_protein",1.65975948202684,1.68193093561822
"10032_ogt_1",7.29477655751485,7.3870167648919
"11274_mprA_2",3.31725404324625,3.34845281267061
"28828_Phage-related_baseplate_assembly_protein",2.9804293865327,2.99696057903751
"8765_hypothetical_protein",3.18785817734552,3.18861600827298
"12650_hypothetical_protein",1.11322479357845,3.81453057772819
"18537_cspG_1",2.77509535366204,5.45111291924124
"16233_hypothetical_protein",1.74055543132638,2.97944394238319
"4968_hypothetical_protein",0.5953512827638,1.01376120230597
"15213_hypothetical_protein",0.671992340839634,1.1441519346513
"14105_hypothetical_protein",2.62633958969949,4.46854461075008
"1691_von_Willebrand_factor_type_A_domain_protein",1.23425659196986,2.01336698763676
"17271_yjeO",2.78180377776341,4.414913786499
"28832_clpB_3",1.16851904447552,1.72240682631625
"3891_hypothetical_protein",1.44275162694232,2.10749615429434
"4831_hypothetical_protein",1.61917206058838,2.29023032523275
"4935_Replication_regulatory_protein_RepB",0.0405840956855112,0.0556690554133493
"19079_hypothetical_protein",4.13298066070072,5.63836170889771
"4981_hypothetical_protein",0.819506247118949,1.10857266718823
"17808_hypothetical_protein",1.17920076258439,1.57288511098746
"17825_DNA-binding_transcriptional_activator_CadC",3.90915438950964,5.1965762361146
"14307_mbtB_5",5.76438976544328,7.57776828398798
"6088_Phage_Terminase",2.67704251824276,3.51554421107669
"13177_pitA_2",1.02170728168815,1.27396576548713
"4962_F_pilus_assembly_Type-IV_secretion_system_for_plasmid_transfer",1.09009191206901,1.35099859257329
"1436_mepM_2",6.40640980332282,7.83245155039821
"25856_intS_2",4.13218546891159,5.05180538598534
"2644_papC_4",2.94772621358651,3.58428921622063
"9952_hypothetical_protein",2.19023689115904,2.54791844094674
"21507_hypothetical_protein",4.25181860705054,4.84741104826703
"4951_Type-F_conjugative_transfer_system_pilin_chaperone_-TraQ-",1.25142795140985,1.40935075796549
"17979_sbcC",4.97336495916872,5.57520428111557
"4965_hypothetical_protein",1.98166159332037,2.19956561093478
"17401_yusV_1",7.10513335942675,7.8763086874008
"3922_hypothetical_protein",3.56024206912498,3.92198961372562
"17809_FlgN_protein",1.77479689979691,1.95227464030859
"17403_fecC",5.24741210642787,5.75887168921236
"10529_hypothetical_protein",2.69860907477236,2.95283396702449
"1435_mepM_1",5.42508514529364,5.90275976730117
"18291_cell_envelope_integrity_inner_membrane_protein_TolA",7.26168087881129,7.89449108862631
"3902_hypothetical_protein",1.26562982309721,1.36134749853255
"29543_hypothetical_protein",4.83549595492598,5.19996785322748
"12248_dsbA_2",7.84170989156566,8.34957006702241
"15921_recB_2",5.78874216989638,6.12503976910621
"17811_flagellar_basal_body_P-ring_biosynthesis_protein_FlgA",2.20173204904807,2.29660641762607
"13590_cca_2",3.32408312245736,3.46405195022455
"4982_PsiA_protein",0.791807476181485,0.823086594137067
"3890_hypothetical_protein",2.67424487162633,2.77082857024592
"9595_yhdJ_2",0.991281240009274,1.02090888547199
"28835_hypothetical_protein",0.809024527560287,0.831802870137402
"18863_ogt_2",7.20512382442414,7.38367471977637
"13429_recB",5.22712126019418,5.30828193919033
"13863_papC_5",2.11851860108892,2.12941591786013
"12439_hypothetical_protein",3.05726116777661,3.06661100023613
"11028_Phage_integrase_family_protein",2.51994485933758,2.52664146327504
"NA",NA,NA
"NA.1",NA,NA
"NA.2",NA,NA
"NA.3",NA,NA
"11299_hypothetical_protein",0.273078887950588,0.950534537790615
"25073_citT_1",0.841157867908507,1.93307488569209
"19630_ptsG_1",4.62845808129789,9.66082292006693
"24864_hypothetical_protein",1.50486545772111,3.01307432580112
"23242_ppsE",2.61568853233123,5.10235869156066
"9640_hypothetical_protein",0.321593012745349,0.597039225753103
"4989_hypothetical_protein",0.475172405747276,0.742680845928242
"28825_hypothetical_protein",0.965762032496826,1.50561413214635
"4836_parM",1.93034411495006,2.91787785417785
"6095_Phage_gp6-like_head-tail_connector_protein",2.29661525880039,3.31751231109268
"25074_sdcS_1",1.56973001327708,2.2189427780996
"12038_nadR_2",3.27881070009748,4.47063947245466
"13217_kpsT",5.86288572425316,7.36899106921254
"17807_putative_glycosyl_transferase",1.11714044478579,1.40129225210319
"2640_papK",2.08427933161845,2.57451369881313
"33576_hypothetical_protein",2.90016293371057,3.43415635976379
"15189_von_Willebrand_factor_type_A_domain_protein",2.06265063546298,2.42638479332184
"12592_hypothetical_protein",1.90917548463862,2.24426029428499
"3919_putative_type_I_restriction_enzymeP_M_protein",5.58474142234765,6.56318787141778
"2642_papD_3",2.74237388935801,3.21783841529628
"17476_hsdS",5.94221216984487,6.94051459883769
"15203_hypothetical_protein",0.44457717884667,0.512977454374948
"16874_potassium_transport_protein_Kup",5.34733574206523,6.15410861572504
"19140_hypothetical_protein",3.87308094997625,4.44993408589258
"16169_esterase_YqiA",7.67534776791871,8.79967366015238
"8009_hypothetical_protein",2.20102190711881,2.50047445432119
"19064_hypothetical_protein",2.36437496290757,2.68523513012159
"1722_Phage_Tail_Protein_X",0.944154673783238,1.05346855634232
"6961_hypothetical_protein",0.705476377694665,0.7868003513353
"11868_putative_DNA-binding_transcriptional_regulator",5.12711513519883,5.68710141136496
"9295_hypothetical_protein",3.14735934717111,3.48669457753858
"4987_16S_ribosomal_RNA_methyltransferase_KsgA-Dim1_family_protein",1.48787779395019,1.6386707346532
"16903_wecA_1",6.31725919860667,6.90432677969675
"12039_pnuC_2",3.90467488203331,4.22613238550024
"5231_malZ_2",4.03806148167292,4.32314767877559
"4701_prsE",3.69170300211331,3.89034626016963
"794_hypothetical_protein",7.90919539234244,8.31499173416321
"1705_Phage_tail_protein_E",2.57553474677482,2.68299551322104
"11000_entS_2",6.06407502663817,6.23816236961657
"4094_hypothetical_protein",4.02358508027522,4.07687061539949
"NA.4",NA,NA
"NA.5",NA,NA
"24491_small_toxic_polypeptide",0.430932994621931,1.8780305869168
"10925_hypothetical_protein",0.850275427484845,3.29171669647089
"37189_cbeA_4",0.729848374295111,2.39810425409541
"17579_hypothetical_protein",0.396282339615375,1.16511308090912
"4953_hypothetical_protein",0.205255260982211,0.569995514389603
"12046_caiD_2",0.521861363017687,1.19305703458411
"17126_hypothetical_protein",0.807242410044079,1.77445206411472
"8072_kdgM",0.828104119768734,1.77602976907324
"8079_yicJ_1",1.09180452618286,2.00779537084581
"5762_hypothetical_protein",1.54317591926333,2.63252817757125
"27639_acyl-CoA_synthetase",2.13071960327569,3.53298741254898
"26616_hypothetical_protein",3.41663683327109,5.65049265809198
"14315_intA_4",1.91606613899467,3.16718221772485
"3639_Phage_small_terminase_subunit",0.706177730365211,1.12208209208704
"3637_Phage_capsid_scaffolding_protein_-GPO-_serine_peptidase",1.51590616466986,2.3787043810037
"3640_Phage_head_completion_protein_-GPL-",0.417422828369086,0.652535304969287
"13253_hypothetical_protein",1.47208404154046,2.23316800992554
"4942_traI",2.18308091327496,3.12999349872596
"3155_hypothetical_protein",1.98052296475806,2.81622417263474
"12031_citT_2",0.900819554418805,1.2555517375455
"16258_hypothetical_protein",1.21315299968721,1.67418560741103
"5808_Phage_major_capsid_protein-_P2_family",1.59518645144058,2.1862093300644
"19062_hypothetical_protein",1.41388310844462,1.89035990881216
"10597_hypothetical_protein",2.27847858326114,3.03368674449554
"17932_cynS",4.00672809698385,5.30063176344666
"22563_RNA_ligase",3.34682401743097,4.40504983391529
"4964_hypothetical_protein",2.37934836360043,3.08911410424771
"20741_hypothetical_protein",1.86526897517513,2.41013185785786
"13275_papA",5.15670637071962,6.61327686664645
"4963_hypothetical_protein",1.49788618187223,1.91550019734933
"19539_dauA_2",4.65272773628319,5.81791246996549
"16607_arsR",3.04212517760106,3.80044974683016
"33572_DNA_N-6-adenine-methyltransferase_-Dam-",2.44735718783296,3.01839331864973
"12045_ydiF_2",1.6078957098447,1.95677865551079
"31054_gudP_2",3.9712164899422,4.79656216732848
"29084_Plasmid_stabilization_system_protein",0.661918790241434,0.792270994443023
"4858_hypothetical_protein",1.29829949778466,1.54871751523974
"17382_hypothetical_protein",5.80550024633832,6.80478736275066
"18690_ymgF",3.73268140611979,4.34947301040824
"20786_acoR_2",2.17680985197206,2.53612842024664
"13251_hypothetical_protein",2.64192711689611,3.07552992998939
"17931_cynT",3.66163243366416,4.25425822824174
"8073_hypothetical_protein",1.2865682680915,1.49363812601527
"16611_putative_permease",2.40068548146654,2.7284937981248
"13264_hypothetical_protein",5.33143489428845,6.04758336475095
"12041_alr_2",6.93696780179545,7.85680561031033
"18816_hypothetical_protein",4.3922206419834,4.96563776212651
"790_hypothetical_protein",2.67910169121266,3.02254287894872
"16905_wzzE",6.65920117148174,7.46855005124191
"6074_hypothetical_protein",9.05419803859196,10.0191347001656
