,HM01,HM03,HM06,HM07,HM14,HM17,HM43,HM54,HM56,HM57,HM60,HM66,HM68,HM86,HM01_UR_count,HM01_UR_tpm,HM01_UTI_count,HM01_UTI_tpm,HM03_UR_count,HM03_UR_tpm,HM03_UTI_count,HM03_UTI_tpm,HM06_UR_count,HM06_UR_tpm,HM06_UTI_count,HM06_UTI_tpm,HM07_UR_count,HM07_UR_tpm,HM07_UTI_count,HM07_UTI_tpm,HM14_UR_count,HM14_UR_tpm,HM14_UTI_count,HM14_UTI_tpm,HM17_UR_count,HM17_UR_tpm,HM17_UTI_count,HM17_UTI_tpm,HM43_UR_count,HM43_UR_tpm,HM43_UTI_count,HM43_UTI_tpm,HM54_UR_count,HM54_UR_tpm,HM54_UTI_count,HM54_UTI_tpm,HM56_UR_count,HM56_UR_tpm,HM56_UTI_count,HM56_UTI_tpm,HM57_UR_count,HM57_UR_tpm,HM57_UTI_count,HM57_UTI_tpm,HM60_UR_count,HM60_UR_tpm,HM60_UTI_count,HM60_UTI_tpm,HM66_UR_count,HM66_UR_tpm,HM66_UTI_count,HM66_UTI_tpm,HM68_UR_count,HM68_UR_tpm,HM68_UTI_count,HM68_UTI_tpm,HM86_UR_count,HM86_UR_tpm,HM86_UTI_count,HM86_UTI_tpm
b1622,PROKKA_01263,PROKKA_04572,PROKKA_00281,PROKKA_01113,PROKKA_01596,PROKKA_05050,PROKKA_04675,PROKKA_03454,PROKKA_03061,PROKKA_00276,PROKKA_01770,PROKKA_00268,PROKKA_00986,PROKKA_03186,1248.0,59.53421297429967,31.0,5.834119745394825,1326.0,47.055424793118135,109.0,9.442838837262471,1080.0,37.92286140142619,64.0,10.218477199243795,1169.0,38.73466014916713,18.0,6.39934499546335,1135.0,40.38691289479893,166.0,8.671355593314505,936.0,41.492809462597506,14.0,5.285337666112614,1149.0,53.03153396889907,193.0,17.491093391680653,768.0,31.55055233296264,71.0,8.385076881994332,737.0,37.126529070151314,171.0,8.447719969580408,998.0,45.903317679301324,12.0,10.285185650964365,455.0,30.670986069525792,2.0,2.890296198007805,605.0,30.882993680387035,3.0,33.71688240989398,981.0,51.64788436639657,20.0,6.228904822063871,899.0,52.412289988577584,115.0,12.821140196233925
b0524,PROKKA_05020,PROKKA_03503,PROKKA_04216,PROKKA_04984,PROKKA_00353,PROKKA_01196,PROKKA_00987,PROKKA_02292,PROKKA_04129,PROKKA_04243,PROKKA_00252,PROKKA_04048,PROKKA_04760,PROKKA_04368,496.0,38.40821481962952,196.0,59.877013446257536,698.0,40.20795739227704,242.0,34.03156017153843,786.0,44.80126774918256,245.0,63.49838865544631,654.0,35.17656280839367,104.0,60.01872597776523,495.0,28.59172836929802,311.0,26.371188990741835,299.0,21.515854337368776,62.0,37.99503127922507,201.0,15.059156004765665,157.0,23.096688447768912,273.0,18.20534056556836,433.0,83.0093495331231,198.0,16.19095500194138,721.0,57.81880049679317,246.0,18.36703507673897,40.0,55.65206640318668,169.0,11.344745025399984,47.0,67.63973643994304,246.0,20.384006030035362,1.0,18.243853270727488,400.0,34.18487013783594,109.0,55.10596490367143,216.0,20.441728167012887,225.0,40.71943477956023
b0242,PROKKA_04706,PROKKA_03229,PROKKA_03967,PROKKA_04678,PROKKA_00094,PROKKA_01505,PROKKA_01224,PROKKA_02045,PROKKA_04442,PROKKA_04008,PROKKA_03068,PROKKA_03747,PROKKA_04499,PROKKA_04621,3149.0,159.6161353076354,297.0,59.39121274693688,3648.0,137.55396174719277,487.0,44.828802732425146,5804.0,216.54933097997426,577.0,97.88905109821822,4278.0,150.618430651033,156.0,58.93044445504963,3332.0,125.98008242888308,846.0,46.957111093722766,4440.0,209.13757230119234,265.0,106.30230360971737,2142.0,105.04750130180564,561.0,54.02249153877506,2313.0,100.96561116944213,648.0,81.31596220923585,2537.0,135.79676616768796,1577.0,82.78033723792723,2434.0,118.95596030794458,81.0,73.76799971421494,1333.0,58.57332383341615,70.0,65.94225187929865,2555.0,138.58206282815726,11.0,131.3623596338329,4291.0,240.04581718896142,262.0,86.70319266918497,1971.0,122.09901685976668,747.0,88.49149042973441
b2817,PROKKA_02590,PROKKA_01179,PROKKA_01678,PROKKA_02435,PROKKA_02854,PROKKA_03722,PROKKA_03368,PROKKA_05148,PROKKA_01727,PROKKA_01680,PROKKA_05481,PROKKA_01631,PROKKA_02257,PROKKA_01836,871.0,38.86393106206694,274.0,48.23260833610045,2080.0,69.04083734101305,468.0,37.922632148041885,3078.0,101.09332933203812,727.0,108.57182994254389,2376.0,73.6390565444654,133.0,44.227378758217846,1953.0,65.00153015354276,592.0,28.925252277309607,1067.0,44.242326161149386,111.0,39.19622321627649,939.0,40.53743765878875,361.0,30.601547727001112,1145.0,43.99747709424037,697.0,76.99420145083978,1245.0,58.66279531828695,1461.0,67.51031826378225,790.0,33.98733922186872,88.0,70.54887651621846,372.0,14.389214986527149,43.0,35.65813549633173,908.0,43.35372386644885,2.0,21.024839683104943,2472.0,121.73305918612803,276.0,80.40208701526915,867.0,47.279087034146656,593.0,61.83865610758037
b2399,PROKKA_02157,PROKKA_00780,PROKKA_01200,PROKKA_01986,PROKKA_02429,PROKKA_04135,PROKKA_03803,PROKKA_04544,PROKKA_02216,PROKKA_01228,PROKKA_02782,PROKKA_01205,PROKKA_01847,PROKKA_02277,406.0,61.18314074052061,25.0,14.863030044349916,424.0,47.53196109246667,25.0,6.8417907943270215,327.0,36.272609301507885,59.0,29.758560536274846,440.0,46.056572751430146,22.0,24.70810292947395,389.0,43.72684062372677,80.0,13.20147923926165,548.0,76.74167137273372,23.0,27.43002736382973,211.0,30.7645323795847,47.0,13.455852246237407,626.0,81.24072338004466,102.0,38.054198047953015,438.0,69.70190919973226,122.0,19.039561043023987,510.0,74.1032767510006,10.0,27.076005352493787,196.0,25.605154117839238,2.0,5.601409612850705,413.0,66.59900973059106,0.0,0.0,429.0,71.35008966814708,34.0,33.45140152959584,525.0,96.69108842101221,86.0,30.288722903054254
b3168,PROKKA_03021,PROKKA_01583,PROKKA_02143,PROKKA_02933,PROKKA_03262,PROKKA_03263,PROKKA_02975,PROKKA_00171,PROKKA_01350,PROKKA_02147,PROKKA_04904,PROKKA_02029,PROKKA_02643,PROKKA_01338,11106.0,232.38112957105457,14959.0,1234.8305486048305,11368.0,176.94626384235255,27930.0,1061.3000219242579,15648.0,241.00571359557063,13824.0,968.1242290205706,10396.0,151.09241660158796,6505.0,1014.3818682866187,11755.0,183.46726528787343,37284.0,854.2649053888016,21585.0,419.7011931734271,4874.0,807.0889205407863,24855.0,503.1750358311014,21020.0,835.5713090370008,20874.0,372.785618380801,19699.0,1011.3479634520219,22971.0,507.56062221467636,47696.0,1033.5143602185838,18172.0,366.61262800811386,2305.0,866.5487034884665,12299.0,223.08921749694122,2223.0,864.4587114961079,15895.0,355.88993683643605,171.0,842.9725346222144,18664.0,431.00212624846125,6395.0,873.6015701175035,13789.0,352.61223137015406,14289.0,698.7499710146844
b3893,PROKKA_03820,PROKKA_02335,PROKKA_03027,PROKKA_03770,PROKKA_04048,PROKKA_02436,PROKKA_02179,PROKKA_00993,PROKKA_00555,PROKKA_02958,PROKKA_05903,PROKKA_02832,PROKKA_03470,PROKKA_00528,6302.0,390.617327513157,851.0,208.09626202360087,3864.0,178.16580981555413,1722.0,193.83415301309753,2333.0,106.44203188515849,299.0,62.02952688429539,1743.0,75.04187900481394,268.0,123.79949899575367,4452.0,205.8358541814663,7084.0,480.81558319532775,2827.0,180.21577525443658,171.0,92.83480213330071,7121.0,427.04753634804916,1082.0,127.41131104375883,6457.0,344.66533576591564,1830.0,280.81536325264926,3373.0,220.77722828035255,1872.0,120.16287684119695,5724.0,342.0851591703228,126.0,140.32094747313465,3347.0,199.04136258184138,214.0,272.8333219648275,2966.0,196.7234982830894,5.0,73.01586508572753,2425.0,165.88852516859768,382.0,154.58456787457226,2462.0,186.50160182859128,1052.0,152.39321197440893
b2480,PROKKA_02227,PROKKA_00856,PROKKA_01274,PROKKA_02066,PROKKA_02505,PROKKA_04062,PROKKA_03728,PROKKA_04620,PROKKA_02142,PROKKA_01300,PROKKA_02862,PROKKA_01278,PROKKA_01919,PROKKA_02202,3759.0,447.15090169888845,424.0,198.97992154012078,7010.0,620.317375214718,705.0,152.29826308171948,6354.0,556.3579619699445,411.0,163.63559571336907,8523.0,704.2185827220644,169.0,149.82334096470862,5978.0,530.4329090151778,1767.0,230.16814163969812,4906.0,542.3183388296644,210.0,197.69411951119096,5247.0,603.8860241786592,1296.0,292.88316222846925,4120.0,422.05856332290756,756.0,222.63849085727307,3355.0,421.44328616755445,1460.0,179.8564463649176,2775.0,318.27774717177266,83.0,177.39392187645558,2806.0,289.3576983356243,77.0,170.2292217130916,2655.0,337.9545493775738,7.0,196.1796477239505,8553.0,1122.8758844499657,311.0,241.5304230216707,3797.0,552.0059950335581,1622.0,450.9302937057827
b0381,PROKKA_04870,PROKKA_03353,PROKKA_04066,PROKKA_04827,PROKKA_00207,PROKKA_01348,PROKKA_01136,PROKKA_02138,PROKKA_04276,PROKKA_04098,PROKKA_00095,PROKKA_03900,PROKKA_04614,PROKKA_04519,1969.0,100.62549672600562,452.0,91.13020965985835,4019.0,152.78983791297586,1076.0,99.86162771232796,6042.0,227.28373307642082,1022.0,174.81045037732844,4577.0,162.47121971560316,334.0,127.2095673260277,3534.0,134.71676054369217,2187.0,122.38775846337292,4393.0,208.62602621514753,389.0,157.32748267707427,3717.0,183.78794069839782,1857.0,180.2942362108313,4390.0,193.20597648784965,1865.0,235.959694970332,4628.0,249.75862878680283,4275.0,226.25063538272934,2784.0,137.18071268979728,216.0,198.3329766844097,2172.0,96.22495826028928,120.0,113.97383727793115,3503.0,224.14040691691844,18.0,253.5798043918443,3287.0,185.39308135122064,572.0,190.84817779865017,3482.0,217.47658261723484,1753.0,209.37316327323532
b0115,PROKKA_04549,PROKKA_03045,PROKKA_03795,PROKKA_04481,PROKKA_04678,PROKKA_01726,PROKKA_01435,PROKKA_01839,PROKKA_04603,PROKKA_03789,PROKKA_03296,PROKKA_03537,PROKKA_04299,PROKKA_04776,27562.0,814.4590237459187,20093.0,2342.420762255742,15021.0,330.1957659216169,29937.0,1606.5373861442695,15981.0,347.6064084262474,12539.0,1240.1539138869634,9853.0,202.23680761058654,4700.0,1035.0643637834837,15536.0,342.4447310147874,49060.0,1587.4970667177822,31671.0,869.6915468810381,2181.0,510.0430662622987,37180.0,1062.9920730009817,8898.0,499.5264977900746,27054.0,688.4679251042755,16070.0,1175.6310737468104,34829.0,1086.8368281456449,51256.0,1568.5363560317783,34301.0,977.2975168461454,1812.0,962.0453884896751,18383.0,470.91279167654505,1478.0,811.6981353835439,23321.0,742.1316427527682,59.0,413.3785434183242,23748.0,774.4922010254528,4093.0,789.6414248367099,31660.0,1143.3806381162092,6481.0,447.58684100110446
b0310,PROKKA_04802,PROKKA_03280,PROKKA_04007,PROKKA_04748,PROKKA_00126,PROKKA_01408,PROKKA_01194,PROKKA_02081,PROKKA_04329,PROKKA_04043,PROKKA_00014,PROKKA_03843,PROKKA_04558,PROKKA_04579,50.0,4.184785333532408,5.0,1.6509533372616223,64.0,4.002691460418246,13.0,1.984839518859502,81.0,4.990148977822398,11.0,3.081413923387233,155.0,9.010898258270926,13.0,8.108817394451064,34.0,2.1322085456353848,20.0,1.8412589465285985,57.0,4.433257912603261,4.0,2.649450703457649,169.0,13.685227287138385,21.0,3.339105136018462,31.0,2.2343879961974458,2.0,0.4144096358985138,37.0,3.270165516859175,27.0,2.3402287593007176,214.0,17.26944802855742,13.0,19.549037996269092,91.0,8.820975593595618,3.0,6.234368899102835,104.0,9.314263210063379,1.0,19.718655780636595,79.0,7.29729275045616,5.0,2.732139390516039,16.0,1.6366076443317035,5.0,0.9780250136674146
b1970,PROKKA_01628,PROKKA_00305,PROKKA_00702,PROKKA_01502,PROKKA_01973,PROKKA_04687,PROKKA_04309,PROKKA_03909,PROKKA_02707,PROKKA_00632,PROKKA_02171,PROKKA_00626,PROKKA_01340,PROKKA_02827,344.0,46.56804800789729,161.0,85.98388838538159,378.0,38.065850196933056,43.0,10.571146590014429,430.0,42.847290000589055,2454.0,1111.8810400657796,221.0,24.73293461136042,50.0,60.03868343486269,946.0,95.52421834309673,183.0,27.12736168254211,695.0,87.42977437259208,97.0,103.91876984336673,473.0,61.951647700522855,3900.0,1003.0020408572924,397.0,46.28218066387392,168.0,56.303519345126894,498.0,71.19078211507366,337.0,47.24445676430279,1840.0,240.16455795139845,34.0,82.69654516134544,363.0,42.599235564952366,23.0,57.8654094751272,373.0,54.031921178809654,4.0,127.57445095850117,358.0,53.486492092901216,261.0,230.67459489476533,243.0,40.2028903236228,45.0,14.237013031884983
b2673,PROKKA_02436,PROKKA_01030,PROKKA_01486,PROKKA_02257,PROKKA_02708,PROKKA_03910,PROKKA_03558,PROKKA_05340,PROKKA_01935,PROKKA_01503,PROKKA_05651,PROKKA_01439,PROKKA_02078,PROKKA_02039,2006.0,457.76700614008934,6.0,5.401649776118027,3692.0,626.7428584049534,53.0,21.964103247159546,4456.0,748.4866398880309,83.0,63.39365995112495,6323.0,1002.2358833692545,114.0,193.8783868829631,6755.0,1149.8248142419054,25.0,6.247128568579174,1677.0,355.62442613555504,17.0,30.701185906597,881.0,194.51432774542297,641.0,277.89402332001424,3798.0,746.3838508472254,46.0,25.987712840590884,2636.0,635.2194605659619,226.0,53.40886701951788,1476.0,324.75916715278856,9.0,36.900727294684394,2107.0,416.8153302468259,5.0,21.20533639150624,2084.0,508.8892302153748,1.0,53.7635186182255,45.0,11.333330926309078,26.0,38.736160762842914,2021.0,563.639322668837,403.0,214.92918022801854
b3241,PROKKA_03092,PROKKA_01655,PROKKA_02214,PROKKA_03007,PROKKA_03333,PROKKA_03191,PROKKA_02905,PROKKA_00244,PROKKA_01281,PROKKA_02215,PROKKA_04829,PROKKA_02100,PROKKA_02711,PROKKA_01267,1941.0,116.43653317669778,1024.0,242.34011012741246,3942.0,175.91160600664236,668.0,72.77198836808914,3380.0,149.24704562187415,4147.0,832.6297819851366,4192.0,174.66995648008242,62.0,27.71828831368317,2714.0,121.44128077657784,6301.0,413.9044417210839,4943.0,275.5492941008698,552.0,262.0568279480042,1580.0,91.7028740631418,416.0,47.40942407714584,1890.0,97.63808434719643,2060.0,305.9339118922891,2229.0,141.20127856306806,496.0,30.813197995612313,2556.0,147.83800148180563,348.0,375.07820805255017,561.0,29.17374491821406,82.0,91.41957255479836,1690.0,108.4831836322296,19.0,268.52916219725284,873.0,57.79755567891313,717.0,280.80999011244637,2235.0,163.85612130058658,129.0,18.085487441576923
b4220,PROKKA_04257,PROKKA_02696,PROKKA_03424,PROKKA_04163,PROKKA_04413,PROKKA_02041,PROKKA_01791,PROKKA_01500,PROKKA_00155,PROKKA_03360,PROKKA_03686,PROKKA_03219,PROKKA_04002,PROKKA_00058,1693.0,54.61828238360997,374.0,47.60080486494468,2678.0,64.26962944600261,826.0,48.3932930584729,1940.0,46.06892966125681,474.0,51.18156918585461,2337.0,49.3771541484744,155.0,35.13798246511522,1712.0,61.07474425187372,693.0,36.29319842655997,1690.0,50.66554826025322,95.0,24.25478096385205,2932.0,91.51813805500039,869.0,53.26089683778828,1118.0,31.06108335111891,410.0,32.746252475442866,1664.0,56.68905694851686,1583.0,52.88753948729431,2077.0,64.60692628241662,71.0,41.15459070917708,1149.0,32.134141256163055,74.0,44.36846494841409,1833.0,63.27840617638845,15.0,114.01092378648511,2007.0,83.78843506886284,183.0,45.194539601386026,1272.0,50.15215554522761,614.0,46.294162193389205
b0020,PROKKA_04449,PROKKA_02944,PROKKA_03685,PROKKA_04375,PROKKA_04629,PROKKA_01833,PROKKA_01536,PROKKA_01739,PROKKA_04710,PROKKA_03686,PROKKA_03408,PROKKA_03433,PROKKA_04195,PROKKA_04878,498.0,30.970576823008336,164.0,40.23698331561407,1324.0,61.252254644741534,307.0,34.6722779133021,1023.0,46.829648389577244,155.0,32.263079950198616,2034.0,87.86261146285696,244.0,113.08910453977651,1158.0,53.71817819595108,314.0,21.383386019167776,1149.0,66.40257815069776,80.0,39.373371966845596,1038.0,62.45675758907112,425.0,50.21303819670752,1278.0,68.44544009134681,261.0,40.18436662938492,783.0,51.42171339326249,922.0,59.38027981453775,862.0,51.687880022516296,63.0,70.3946021250097,354.0,19.08485227867868,27.0,31.2065184048529,556.0,37.00042643881257,6.0,87.91142643914513,469.0,32.190245707268424,128.0,51.97082234631444,578.0,43.93080908697498,369.0,53.631889136575836
b3102,PROKKA_02956,PROKKA_01517,PROKKA_02082,PROKKA_02860,PROKKA_03131,PROKKA_03325,PROKKA_03035,PROKKA_00110,PROKKA_01410,PROKKA_02089,PROKKA_04978,PROKKA_01969,PROKKA_02581,PROKKA_01401,567.0,32.15035606059636,69.0,15.435241626990406,1541.0,65.00092093109001,190.0,19.565023654852403,520.0,21.70358035880585,82.0,15.56219150538992,1561.0,90.3427348398201,47.0,29.18542140504249,771.0,32.60993033276,169.0,10.493401962759458,715.0,37.67504082092398,20.0,8.974812727736865,747.0,40.981274382016316,312.0,33.609723559761605,517.0,25.245674959587948,99.0,13.897433083793365,626.0,37.483651495366686,149.0,8.749442148250283,1184.0,64.73153911377229,13.0,13.244175843314151,382.0,27.592183855108214,12.0,18.582321606863886,296.0,17.960003861751172,2.0,26.718178623661757,239.0,14.95657409037701,34.0,12.58668353699803,178.0,12.335141692546712,46.0,6.095893026363553
b1672,PROKKA_01320,PROKKA_04626,PROKKA_00334,PROKKA_01177,PROKKA_01652,PROKKA_04996,PROKKA_04622,PROKKA_03508,PROKKA_03008,PROKKA_00330,PROKKA_01832,PROKKA_00321,PROKKA_01041,PROKKA_03131,145.0,12.706530012725674,6.0,2.074301246314916,299.0,19.491456615699988,9.0,1.432272066599243,214.0,13.803780654778967,17.0,4.986112355939786,341.0,20.75613805698268,6.0,3.918512191579439,176.0,11.504411219858262,27.0,2.590893760573745,254.0,20.68414828541001,6.0,4.161049537405273,185.0,15.685299736088757,35.0,5.826860582184777,218.0,16.451639071607687,21.0,4.555907815348238,188.0,17.397291632180064,41.0,3.720781682324861,192.0,16.222646166105093,3.0,4.723447328734418,64.0,4.8618832718154215,4.0,6.514492057578719,181.0,16.972644927091018,3.0,61.9375959003068,142.0,13.73342329941807,3.0,1.7163659368633677,145.0,15.529174807011053,23.0,4.71046279309911
b3540,PROKKA_03427,PROKKA_01951,PROKKA_02538,PROKKA_03335,PROKKA_03634,PROKKA_02852,PROKKA_02572,PROKKA_00573,PROKKA_00952,PROKKA_02551,PROKKA_04481,PROKKA_02439,PROKKA_03037,PROKKA_00932,1217.0,67.76984752205522,75.0,16.476645855937704,843.0,34.9210784868832,70.0,7.078936531022818,1250.0,51.236712366358056,104.0,19.383555603545624,659.0,25.489689911772015,68.0,28.22057319380518,938.0,38.9620261457401,158.0,9.634515812338638,2003.0,103.65060495028331,60.0,26.441729132117175,4135.0,222.78378266807272,582.0,61.57104621327612,3082.0,147.79926684421645,213.0,29.36447242738254,1802.0,105.96575747286518,231.0,13.321381857391735,1550.0,83.2221882971309,26.0,26.013460919338154,1692.0,81.67927577800766,12.0,12.419061551997679,1271.0,82.38259714052933,8.0,114.1673851481278,3693.0,226.9638738858025,30.0,10.906787527079965,1219.0,82.96044023394869,804.0,104.63542831481787
b4255,PROKKA_04289,PROKKA_02727,PROKKA_03456,PROKKA_04194,PROKKA_04446,PROKKA_02008,PROKKA_01758,PROKKA_01529,PROKKA_00123,PROKKA_03329,PROKKA_03650,PROKKA_03251,PROKKA_04036,PROKKA_00028,7937.0,1066.7009767510006,3153.0,1671.752174400855,11803.0,1180.0294944172745,5936.0,1448.7860411107163,15173.0,1501.0082601570957,2055.0,924.3837738615802,15924.0,1486.5231901616587,2175.0,2178.4949690084973,13307.0,1334.0104576252895,16270.0,2394.4222638117185,10882.0,1359.0642721029742,1106.0,1176.3433745914297,9979.0,1297.5839484197265,4695.0,1198.7525038792655,17467.0,2021.6145181885831,6701.0,2229.577634692511,14817.0,2102.865148485317,11450.0,1593.6141104333576,10751.0,1393.1461435607691,590.0,1424.6795220210015,7569.0,881.8412440290209,515.0,1286.338134229952,9492.0,1365.0734769893593,47.0,1488.1897040597755,9432.0,1399.0125233841916,1798.0,1577.6318581397866,9423.0,1547.7361117991506,5151.0,1617.9110445806587
b2417,PROKKA_02173,PROKKA_00799,PROKKA_01219,PROKKA_02002,PROKKA_02448,PROKKA_04116,PROKKA_03782,PROKKA_04564,PROKKA_02197,PROKKA_01247,PROKKA_02803,PROKKA_01224,PROKKA_01866,PROKKA_02258,9105.0,1000.0962777403064,2074.0,898.7361822982491,12973.0,1060.0257659056952,3581.0,714.3157565103307,13947.0,1127.6335105431672,2493.0,916.5123344438151,12662.0,966.045044964564,1113.0,911.1041244817977,10786.0,883.7207276778845,9280.0,1116.1863664849986,13557.0,1383.790734640902,1488.0,1293.4732848848957,18339.0,1948.9452574392187,9675.0,2018.9262403942107,12263.0,1159.9848151494186,4615.0,1254.9610154623344,16507.0,1914.6740094928402,12335.0,1403.1121390024643,17873.0,1892.8701338745914,608.0,1199.8979126426952,7042.0,670.5381175122557,276.0,563.4203720210813,13202.0,1551.720778613864,66.0,1707.9687545318395,23109.0,2801.3960433153775,2893.0,2074.626696863504,10351.0,1389.5224932817962,7959.0,2043.1353728740044
b0148,PROKKA_04583,PROKKA_03078,PROKKA_03830,PROKKA_04517,PROKKA_04765,PROKKA_01692,PROKKA_01400,PROKKA_01872,PROKKA_04569,PROKKA_03823,PROKKA_03259,PROKKA_03572,PROKKA_04332,PROKKA_04739,1625.0,37.40291872827854,506.0,45.947750977449694,1232.0,21.09487610443766,596.0,24.91279396094547,2556.0,43.30502460457631,585.0,45.06736528243059,2030.0,32.45498206920598,219.0,37.56706192067123,1579.0,27.10984428615324,911.0,22.96134805869129,2099.0,44.896194257359795,208.0,37.88856304458827,1997.0,44.472579750435344,572.0,25.012423612541127,1882.0,37.30486412180136,951.0,54.19126813050167,1848.0,44.91784634544351,1634.0,38.948931484101756,1885.0,41.83357554279661,86.0,35.56554247742556,908.0,18.117720942876193,74.0,31.655228388473297,1291.0,31.797308251259373,9.0,48.805499610204706,2265.0,57.53761185931169,245.0,36.816956167299715,1682.0,47.31507489161277,793.0,42.658157459033156
b0109,PROKKA_04542,PROKKA_03037,PROKKA_03783,PROKKA_04473,PROKKA_04685,PROKKA_01737,PROKKA_01443,PROKKA_01827,PROKKA_04613,PROKKA_03778,PROKKA_03304,PROKKA_03526,PROKKA_04288,PROKKA_04787,1258.0,78.7605654271435,117.0,28.898523858235016,1999.0,93.10116623276683,298.0,33.88195774419739,1897.0,87.42201794617438,214.0,44.84315210995131,1756.0,76.36351366642243,61.0,28.462235437082605,1727.0,80.6516555324974,552.0,37.843747709502686,1648.0,95.88051391328415,76.0,37.65602276403637,1692.0,102.4921662413902,405.0,48.17157273494559,1248.0,67.28782409644718,286.0,44.32930129851023,1207.0,79.79952096701516,477.0,30.927009702979703,1365.0,82.3990753702171,34.0,38.24599457070063,1080.0,58.61618227904007,19.0,22.107691131570334,1048.0,70.21040098081025,4.0,59.001397811714426,2234.0,154.3628721138919,100.0,40.8750081268693,1575.0,120.51196126829406,325.0,47.55413896241786
b3403,PROKKA_03237,PROKKA_01800,PROKKA_02382,PROKKA_03165,PROKKA_03486,PROKKA_03021,PROKKA_02737,PROKKA_00415,PROKKA_01112,PROKKA_02387,PROKKA_04658,PROKKA_02272,PROKKA_02880,PROKKA_01091,29007.0,999.8425343700295,621.0,84.44656855604985,21120.0,541.5478674406806,3202.0,200.4352808827233,11870.0,301.16522559399493,962.0,110.98340375470296,18016.0,431.34063536865676,634.0,162.8654781541667,23281.0,598.5813602555554,3178.0,119.95257151125598,8662.0,277.4546030029159,229.0,62.4679058275776,10634.0,354.6398859502658,2477.0,162.20432052847877,26587.0,789.2086631692096,1394.0,118.95651592836279,10800.0,393.11297538622375,3037.0,108.40890367752465,11733.0,389.9414180149547,191.0,118.28808972152046,18012.0,538.2156488118192,246.0,157.58885626585464,10739.0,396.09979906927333,18.0,146.17578119998424,2458.0,93.50657921814752,443.0,99.69243119593938,10565.0,445.0611714418716,1850.0,149.03123451173747
b0102,PROKKA_04535,PROKKA_03031,PROKKA_03777,PROKKA_04467,PROKKA_04691,PROKKA_01743,PROKKA_01449,PROKKA_01821,PROKKA_04619,PROKKA_03772,PROKKA_03310,PROKKA_03520,PROKKA_04281,PROKKA_04793,1963.0,147.71041860822905,231.0,68.5747799639748,2503.0,140.10893174648527,530.0,72.42537409897832,2397.0,176.15093877189838,304.0,101.58261172891106,2598.0,135.78856019530147,156.0,87.48355347768471,2156.0,121.01309002530587,828.0,68.22570667143856,2304.0,161.1084300740508,220.0,131.0105233445949,1316.0,95.8095605166637,535.0,76.48076610333128,1272.0,82.42741035978747,462.0,86.06557482668623,976.0,77.55422762706495,848.0,66.08121947602422,1308.0,94.89865912544418,86.0,116.27012473441006,1083.0,70.64556052729546,50.0,69.92338379433417,999.0,80.43930397165876,4.0,70.91285093655583,1489.0,123.6565212673002,185.0,90.88500292866006,1707.0,156.9805197045742,715.0,125.74005572754525
b1658,PROKKA_01305,PROKKA_04611,PROKKA_00319,PROKKA_01159,PROKKA_01637,PROKKA_05012,PROKKA_04637,PROKKA_03492,PROKKA_03023,PROKKA_00315,PROKKA_01816,PROKKA_00306,PROKKA_01025,PROKKA_03147,689.0,42.007760508810414,303.0,72.88103800983673,2024.0,82.12595423878876,1137.0,112.62642284482281,2407.0,96.64005754730704,550.0,100.40900004013034,934.0,51.964206988763564,83.0,49.54653643574442,1860.0,75.67657819501888,1512.0,90.30970953929636,1020.0,51.70123425470874,218.0,94.10331932690652,794.0,41.90235284329574,981.0,101.6558563750981,936.0,43.96684896448342,969.0,130.85075221464433,585.0,33.695854467454936,1851.0,104.55710834887228,523.0,27.50546360177313,121.0,118.58233719793158,618.0,29.221993657690124,72.0,72.98773345291124,624.0,36.42104092286247,12.0,154.20950706105657,693.0,41.71771471703819,422.0,150.27886158612867,888.0,59.195699322881545,1322.0,168.52487365261257
b3849,PROKKA_03763,PROKKA_02283,PROKKA_02974,PROKKA_03712,PROKKA_03989,PROKKA_02490,PROKKA_02230,PROKKA_00932,PROKKA_00607,PROKKA_02906,PROKKA_05835,PROKKA_02778,PROKKA_03421,PROKKA_00578,1663.0,64.07734073681344,380.0,57.7640241392819,1948.0,55.83613210345241,826.0,57.79846786377225,2520.0,71.4723535348726,594.0,76.60424744619178,2305.0,68.9618792394755,146.0,46.86717689024674,1914.0,55.010669294404956,1002.0,42.277259608559646,1500.0,53.70917127242516,154.0,46.95973341938237,1746.0,65.09064865020059,608.0,44.5064985186926,1563.0,51.86387044800725,808.0,77.07619383818313,1410.0,57.37149583734087,1428.0,56.981228129055104,1528.0,56.767149566656165,115.0,79.61390546961732,1283.0,42.85529375945038,99.0,70.8939261441742,1065.0,57.922667245658126,12.0,143.69522248871178,2055.0,87.38875546555575,248.0,62.38692487807706,1131.0,53.259397318821364,566.0,50.96892093280296
