gene_id	genome	contig	contig_location
17765_dnaQ	HM86	1	4572950
16311_glmM	HM14	1	3227066
16311_glmM	HM17	1	3178388
16311_glmM	HM1	1	2994076
16311_glmM	HM3	1	1594905
16311_glmM	HM43	1	2948923
16311_glmM	HM54	1	175246
16311_glmM	HM56	1	1362233
16311_glmM	HM57	1	2204385
16311_glmM	HM66	1	2045678
16311_glmM	HM68	1	2660106
16311_glmM	HM6	1	2141494
16311_glmM	HM7	1	2705550
16311_glmM	HM86	1	1294869
16370_Barstar_-barnase_inhibitor-	HM14	1	3283010
16370_Barstar_-barnase_inhibitor-	HM17	1	3126489
16370_Barstar_-barnase_inhibitor-	HM1	1	3050017
16370_Barstar_-barnase_inhibitor-	HM3	1	1652292
16370_Barstar_-barnase_inhibitor-	HM43	1	2895719
16370_Barstar_-barnase_inhibitor-	HM54	1	228206
16370_Barstar_-barnase_inhibitor-	HM56	1	1310330
16370_Barstar_-barnase_inhibitor-	HM57	1	2257355
16370_Barstar_-barnase_inhibitor-	HM66	1	2098641
16370_Barstar_-barnase_inhibitor-	HM68	1	2713077
16370_Barstar_-barnase_inhibitor-	HM6	1	2194461
16370_Barstar_-barnase_inhibitor-	HM7	1	2761493
16370_Barstar_-barnase_inhibitor-	HM86	1	1241664
16312_folP	HM14	1	3228396
16312_folP	HM17	1	3177547
16312_folP	HM1	1	2995406
16312_folP	HM3	1	1596235
16312_folP	HM43	1	2948082
16312_folP	HM54	1	176576
16312_folP	HM56	1	1361392
16312_folP	HM57	1	2205715
16312_folP	HM66	1	2047008
16312_folP	HM68	1	2661436
16312_folP	HM6	1	2142824
16312_folP	HM7	1	2706880
16312_folP	HM86	1	1294028
15745_Outer_membrane_protein_Omp38_precursor	HM14	1	2614730
15745_Outer_membrane_protein_Omp38_precursor	HM17	1	3844523
15745_Outer_membrane_protein_Omp38_precursor	HM1	1	2346412
15745_Outer_membrane_protein_Omp38_precursor	HM3	1	1003974
15745_Outer_membrane_protein_Omp38_precursor	HM43	1	3587018
15745_Outer_membrane_protein_Omp38_precursor	HM54	1	4666815
15745_Outer_membrane_protein_Omp38_precursor	HM54	2	582754
15745_Outer_membrane_protein_Omp38_precursor	HM56	1	1999283
15745_Outer_membrane_protein_Omp38_precursor	HM57	1	1515411
15745_Outer_membrane_protein_Omp38_precursor	HM66	1	1417569
15745_Outer_membrane_protein_Omp38_precursor	HM68	1	2044861
15745_Outer_membrane_protein_Omp38_precursor	HM6	1	1396927
15745_Outer_membrane_protein_Omp38_precursor	HM7	1	2026616
15745_Outer_membrane_protein_Omp38_precursor	HM86	1	2013462
16529_glpR_2	HM14	1	3442332
16529_glpR_2	HM17	1	2948632
16529_glpR_2	HM1	1	3203945
16529_glpR_2	HM3	1	1806858
16529_glpR_2	HM43	1	2717892
16529_glpR_2	HM54	1	405244
16529_glpR_2	HM56	1	1135240
16529_glpR_2	HM57	1	2436042
16529_glpR_2	HM66	1	2275668
16529_glpR_2	HM68	1	2889635
16529_glpR_2	HM6	1	2369137
16529_glpR_2	HM7	1	2914834
16529_glpR_2	HM86	1	1064153
18355_rlmF	HM14	1	687287
18355_rlmF	HM17	1	876016
18355_rlmF	HM1	1	282342
18355_rlmF	HM3	1	3816614
18355_rlmF	HM43	1	702681
18355_rlmF	HM54	1	2530956
18355_rlmF	HM56	1	3923740
18355_rlmF	HM57	1	4578510
18355_rlmF	HM66	1	4309373
18355_rlmF	HM68	1	39347
18355_rlmF	HM6	1	4494959
18355_rlmF	HM7	1	62238
18355_rlmF	HM86	1	4016349
18601_moeZ	HM14	1	1007169
18601_moeZ	HM17	1	517104
18601_moeZ	HM1	1	546694
18601_moeZ	HM3	1	4091577
18601_moeZ	HM43	1	459663
18601_moeZ	HM54	1	2780293
18601_moeZ	HM56	1	3675555
18601_moeZ	HM57	1	4826965
18601_moeZ	HM66	1	4716926
18601_moeZ	HM68	1	396452
18601_moeZ	HM6	1	4821377
18601_moeZ	HM7	1	374180
18601_moeZ	HM86	1	3669730
17573_nhaA	HM14	1	4570028
17573_nhaA	HM17	1	1765142
17573_nhaA	HM1	1	4432493
17573_nhaA	HM3	1	2962981
17573_nhaA	HM43	1	1518557
17573_nhaA	HM54	1	1699904
17573_nhaA	HM56	1	4770775
17573_nhaA	HM57	1	3742855
17573_nhaA	HM66	1	3435300
17573_nhaA	HM68	1	4194467
17573_nhaA	HM6	1	3664194
17573_nhaA	HM7	1	4037863
17573_nhaA	HM86	1	4793597
18181_citC	HM14	1	495921
18181_citC	HM17	1	1048650
18181_citC	HM1	1	97159
18181_citC	HM3	1	3627349
18181_citC	HM43	1	883608
18181_citC	HM54	1	2356065
18181_citC	HM56	1	4105558
18181_citC	HM57	1	4405729
18181_citC	HM66	1	4135821
18181_citC	HM68	1	4847169
18181_citC	HM6	1	4304290
18181_citC	HM7	1	4724428
18181_citC	HM86	1	4189493
15735_yfiH	HM14	1	2605409
15735_yfiH	HM17	1	3853591
15735_yfiH	HM1	1	2337094
15735_yfiH	HM3	1	994652
15735_yfiH	HM43	1	3596087
15735_yfiH	HM54	1	4657495
15735_yfiH	HM56	1	2008351
15735_yfiH	HM57	1	1506094
15735_yfiH	HM66	1	1408249
15735_yfiH	HM68	1	2035544
15735_yfiH	HM6	1	1387609
15735_yfiH	HM7	1	2015856
15735_yfiH	HM86	1	2022530
16882_hsrA	HM14	1	3845190
16882_hsrA	HM17	1	2543358
16882_hsrA	HM1	1	3644905
16882_hsrA	HM3	1	2195098
16882_hsrA	HM43	1	2330662
16882_hsrA	HM54	1	801801
16882_hsrA	HM56	1	747394
16882_hsrA	HM57	1	2840664
16882_hsrA	HM66	1	2662517
16882_hsrA	HM68	1	3311769
16882_hsrA	HM6	1	2836363
16882_hsrA	HM7	1	3319867
16882_hsrA	HM86	1	671895
17057_hypothetical_protein	HM14	1	4045458
17057_hypothetical_protein	HM17	1	2337394
17057_hypothetical_protein	HM1	1	3865387
17057_hypothetical_protein	HM3	1	2386451
17057_hypothetical_protein	HM43	1	2119677
17057_hypothetical_protein	HM54	1	1049828
17057_hypothetical_protein	HM56	1	529374
17057_hypothetical_protein	HM57	1	3047418
17057_hypothetical_protein	HM66	1	2869114
17057_hypothetical_protein	HM68	1	3549086
17057_hypothetical_protein	HM6	1	3038126
17057_hypothetical_protein	HM7	1	3517892
17057_hypothetical_protein	HM86	1	469039
16561_livF	HM14	1	3477598
16561_livF	HM17	1	2903935
16561_livF	HM1	1	3243612
16561_livF	HM3	1	1842127
16561_livF	HM43	1	2673204
16561_livF	HM54	1	449980
16561_livF	HM56	1	1099967
16561_livF	HM57	1	2480787
16561_livF	HM66	1	2316970
16561_livF	HM68	1	2930948
16561_livF	HM6	1	2404451
16561_livF	HM7	1	2950095
16561_livF	HM86	1	1019460
17570_dnaK_2	HM14	1	4566051
17570_dnaK_2	HM17	1	1772296
17570_dnaK_2	HM1	1	4428516
17570_dnaK_2	HM3	1	2959004
17570_dnaK_2	HM43	1	1525710
17570_dnaK_2	HM54	1	1692001
17570_dnaK_2	HM56	1	4777927
17570_dnaK_2	HM57	1	3734951
17570_dnaK_2	HM66	1	3427395
17570_dnaK_2	HM68	1	4186563
17570_dnaK_2	HM6	1	3656291
17570_dnaK_2	HM7	1	4033886
17570_dnaK_2	HM86	1	4800751
