"","UR1","UTI1","UR3","UTI3","UR6","UTI6","UR7","UTI7","UR14","UTI14","UR17","UTI17","UR43","UTI43","UR54","UTI54","UR56","UTI56","UR57","UTI57","UR66","UTI66","UR68","UTI68","UR86","UTI86","ur_rpkms_means","uti_rpkms_means","LFC","na_num",geneName
"16425_rpmD",10.5595179988442,13.1478283027143,9.4349032014625,12.5544084452675,9.64841118970012,12.0409532973216,8.89815162355522,11.9504997096826,9.14477569423934,13.0151797975838,10.4256440602383,12.1172486132406,11.0266561106388,12.2543328143976,0,0,11.0756381524089,12.4617610874527,10.4741951446189,12.4634828528996,10.6765277638642,11.9867062105694,10.716330415551,11.6142462705086,11.0048539175234,12.1320290463839,9.46812348251114,11.3645135729248,1.20029207412815,0,rpmD
"22682_hcaT_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.0619780646024,4.87511887978494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.0619780646024,4.87511887978494,1.20018345797299,24,hcaT
"18503_fabA",6.60652757496584,8.18744804994748,7.69309790466991,8.47816672126612,8.48043740780906,9.53793500006882,7.48270363871633,8.62959545017943,7.17388533864684,7.38837331102223,7.00817771578274,8.35304366946825,6.40474176764809,7.53680143379894,6.21226762837247,8.16581854436004,6.59366478931203,8.64362087101484,6.20494349465682,8.29161345547825,6.06923588553301,7.33115392276926,7.58591029312321,8.94519638779149,6.81166436566885,8.92015323656097,6.94825060037732,8.33914769644047,1.20017946617924,0,fabA
"60965_hypothetical_protein",NA,NA,NA,NA,NA,NA,2.24330867263596,2.69161661202244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.24330867263596,2.69161661202244,1.19984228869391,24,hypothetical_protein
"33534_Acyltransferase_family_protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.04187803414131,7.249236471961,NA,NA,NA,NA,NA,NA,NA,NA,6.04187803414131,7.249236471961,1.19983164688151,24,acyltransferase_family_protein
"50709_hypothetical_protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.50866199632686,5.40816186250242,NA,NA,NA,NA,4.50866199632686,5.40816186250242,1.19950483467343,24,hypothetical_protein
"16772_recG",5.54687553168101,7.0994176014664,5.41690615139038,7.09183566851085,5.54025810282779,8.17098458024147,5.41024228660728,6.95491352598218,5.41340581888755,6.78787287761483,6.10663636638261,6.67877094308362,6.51024202442924,6.66471845576533,6.66986526731615,7.84538942916745,6.68208247047977,6.8546179200461,5.87066886775006,7.18903205942465,6.09326299058508,7.24253893515902,6.5484636718112,7.54142421628,NA,NA,5.98407579584568,7.17679301772849,1.19931519295107,2,recG
"33971_Fimbrial-_major_and_minor_subunit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.15981716937523,3.78949473842367,NA,NA,NA,NA,NA,NA,NA,NA,3.15981716937523,3.78949473842367,1.19927658319957,24,fimbrial-_major_and_minor_subunit
"17761_mltD",7.44486559947414,8.41751481893886,7.3323008521156,7.83103519721173,7.10186698194661,7.47873844225109,NA,NA,2.50637937972134,2.07844505570945,5.23837471276539,6.46255139120319,6.34925902790431,7.38032161494897,5.1874502064779,7.03985912953434,5.01098436685702,7.99703673413814,5.27690712997705,7.5785625725504,5.82865917594764,6.69543598636012,7.1411076580309,7.82000854546053,6.35419226894981,8.08506925319109,5.89769561334731,7.07204822845816,1.19912058744658,2,mltD
"61487_hypothetical_protein",NA,NA,NA,NA,NA,NA,7.74807740499045,9.28705042981737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.74807740499045,9.28705042981737,1.19862643910032,24,hypothetical_protein
"16451_rpsL",9.29737561306334,12.3069947149723,9.79286682616886,12.5386059346852,10.502584020744,12.1020398289286,9.8386565287004,12.1459311370291,9.94710667561031,11.8027032686945,10.4960758525678,11.9384072836085,10.2830872573441,12.0214210241367,0,0,10.4310782147956,12.6316546597839,9.50723027073233,11.9487481773058,10.0131630807581,11.3326370422185,10.2297018786373,11.7915926219968,10.4737800466112,12.2405933948092,9.2932850973641,11.138563776013,1.19856042931173,0,rpsL
"1559_fyuA",5.89708263392056,2.4195866792238,NA,NA,5.64912541774698,5.23900596797871,NA,NA,5.6335614127078,1.35859990041845,6.33327060934527,7.21204049510359,4.61427400567823,11.4843810779231,4.84526411021478,4.18260598618831,5.81538457209211,7.78880657521368,4.98479715789533,5.81408901631755,6.86812985722425,9.84311025219581,2.53739879636792,8.3355302581317,8.82587037319392,10.6156404034075,5.63674172239883,6.75394514655475,1.1982002155104,4,fyuA
"18498_uup",5.89902711684866,7.9101717609834,5.6974129829009,7.78360422195333,6.0292408167332,7.60579471007783,5.83317710134645,7.658579522387,5.62106312227198,7.7240317804005,6.50185383959926,7.35064995408554,7.21165164904084,7.76005226293397,6.68218675489867,7.60949922342922,6.85345114554681,7.4169390090207,6.09602369871908,7.29833644340507,6.20158582397782,6.81542573135516,7.44954718424807,7.50330437072945,5.73627760541101,7.59039485583603,6.29326914165713,7.54052183435363,1.19818836039294,0,uup
"15653_guaA",7.16355304277771,9.46019153116629,7.00227075343193,9.5999713562163,8.20173025958218,9.07668910060366,7.01053978617387,8.76887600048629,7.12859193083995,9.15660529001188,7.49576443206841,8.85437709384766,7.90089242491516,8.81150722378031,7.86407261300307,8.97210361106297,8.00543176743578,9.1120439248341,7.24903967978176,8.67485801613522,7.40023680449248,8.72056301709874,7.66198369900036,8.78113197806791,7.62150993518731,9.06414924416676,7.51581670220692,9.00408210672908,1.19801778881664,0,guaA
"17738_dnaE",6.68327115674263,8.87173206390542,6.90383652333743,8.50646682198787,7.3043472081884,8.70041833282146,NA,NA,0,0,6.94541234836951,8.24718037137634,7.22591636271541,8.06177192651226,6.91244860831223,8.66385520014655,7.44010770519704,8.61769892798845,6.68346348707555,8.58706969495785,6.98093520516128,8.52283799854808,8.13735873369321,8.49392471301665,6.97154771711631,8.37539627907068,6.51572042132575,7.80402936086097,1.19772317659896,2,dnaE
"20464_Type_VI_secretion_lipoprotein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.43910148392199,2.92094508434043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.43910148392199,2.92094508434043,1.19754963194219,24,type
"18460_rpsA",9.76921371134208,12.8300335051804,10.2512345767866,12.5264225441457,10.7906923569869,11.8385638216681,10.3113469349217,11.9880627145821,10.1662003319853,12.7561676805255,10.5898177481231,12.4180978829144,10.0137818835154,12.2650160815703,10.32148530592,12.3678046422772,10.3502385010968,12.586406626021,9.26894101374193,12.1922575610747,10.2575430355616,11.7052957478937,11.1113985819439,11.8495156523182,10.3972682012457,12.6448425091304,10.2768586294747,12.3052682284078,1.19737642328907,0,rpsA
"53277_hypothetical_protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.32479221468591,5.17820949020998,NA,NA,NA,NA,4.32479221468591,5.17820949020998,1.19733139377797,24,hypothetical_protein
"4919_IS1_transposase",0,0,NA,NA,4.68076933246246,5.87866708737,0.217446203159392,0,1.84268320279646,0.268482356905869,NA,NA,NA,NA,2.32506703831484,4.25540735847054,NA,NA,NA,NA,NA,NA,2.96318450059211,5.39662403602067,6.96395550315502,6.94084429167066,2.7133008257829,3.24857501863396,1.19727786457169,12,iS1_transposase
"30858_hypothetical_protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.57528410817426,9.28658218909446,NA,NA,7.73147793042975,8.69868248344243,7.20601170179723,8.96287479855176,NA,NA,7.50425791346708,8.98271315702955,1.19701551580593,20,hypothetical_protein
"29084_Plasmid_stabilization_system_protein",NA,NA,NA,NA,0.84462247711382,2.52111568894355,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,1.80305268385192,0.647968288828545,0.661918790241434,0.792270994443023,1.19693081103506,18,plasmid_stabilization_system_protein
"9398_hypothetical_protein",NA,NA,NA,NA,NA,NA,NA,NA,2.74025796789978,3.27933377733549,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.74025796789978,3.27933377733549,1.19672447475771,24,hypothetical_protein
"19027_hypothetical_protein",3.18792525521633,4.55346629978275,4.21486936147561,4.7132288635053,4.0641478588416,4.11603426579606,3.84894580192466,4.11312185920474,3.53694101069595,5.27012592510706,3.08434398815568,3.71082942008091,4.0511154142463,5.72928797385804,3.11006897052654,5.11238294281039,3.11141690346322,4.65790693908499,3.00888663757834,5.2450886506662,4.22051686825013,0,4.9657254647837,5.62884927457366,4.71001692122106,5.91884433277975,3.77807080433686,4.52070513440383,1.19656442891819,0,hypothetical_protein
"18591_hypothetical_protein",3.91147510575239,6.52090139873518,4.65090453232118,4.59341444012279,2.5570181176528,4.20621662560481,4.15853334081044,4.86949593903961,NA,NA,2.90251272643313,4.76426290788064,3.43900523693853,3.40534433227781,2.26258264219922,3.98153433514743,2.50905294653261,2.76820640621216,2.68368822008667,4.4797602376082,3.24085554443822,0,4.07972657884792,6.03508516641686,2.84074672338914,1.32423075153544,3.26967514295019,3.91237104504841,1.1965626167737,2,hypothetical_protein
"18974_fdnG_1",7.38560055260198,7.4181485919843,5.59624695980709,7.08602385462222,0.740772635165062,1.07749403247003,3.26408833733078,6.88472043420401,5.34183878796268,7.68693239163234,2.87490007988969,4.21464002779224,7.93968566847469,4.02266716709391,3.68183728059132,6.04171665648754,4.68716228849997,7.28545845785319,4.85915388322619,6.32265412086778,3.79985729868133,4.48106104251574,7.07783124106453,5.04142071574022,5.03741430753078,6.96318489960192,4.79126071698662,5.73277864560503,1.1965073462357,0,fdnG
"50866_hypothetical_protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.67026043729519,4.39144760129428,NA,NA,NA,NA,3.67026043729519,4.39144760129428,1.19649482000535,24,hypothetical_protein
"31250_SoxR_reducing_system_protein_RseC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.63992171625338,6.7474826706657,NA,NA,NA,NA,NA,NA,NA,NA,5.63992171625338,6.7474826706657,1.19637878150338,24,soxR
"9051_fdhF_4",NA,NA,NA,NA,NA,NA,NA,NA,5.47334393487317,6.54741769111377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.47334393487317,6.54741769111377,1.19623721239171,24,fdhF
"1053_yhdN_2",3.91612923615567,4.68457472298751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.91612923615567,4.68457472298751,1.19622577307643,24,yhdN
"16606_hypothetical_protein",6.13126554877022,7.38711317998812,4.89363418767179,6.40799663746907,NA,NA,5.12465220898477,7.48087576370351,5.099525106304,6.57060568174116,NA,NA,5.04473168255253,4.9190158473294,NA,NA,4.97122624064362,5.55624833616597,NA,NA,NA,NA,NA,NA,4.58213734671125,4.55648595175048,5.12102461737688,6.12547734259253,1.19614292065836,12,hypothetical_protein
"10553_DNA_polymerase_III_subunit_epsilon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.13722113299745,3.41138865826411,NA,NA,NA,NA,NA,NA,NA,NA,3.51105574988995,4.53864292611725,NA,NA,NA,NA,3.3241384414437,3.97501579219068,1.19580332233825,22,dNA_polymerase_III_subunit_epsilon
"67374_cirA_2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.12874116179535,9.71997548943773,8.12874116179535,9.71997548943773,1.19575408983633,24,cirA
"16421_rpsM",10.5700234120662,13.7164847195832,11.0559574298358,13.762520208417,11.63865914841,12.8961172057087,10.7328055488738,13.0067558143949,10.6845619313294,13.5246370061724,11.4906297332771,13.6392738517357,11.5988428292547,13.2637110758527,11.1038997438022,13.3505108242355,11.5356348546684,13.7226838242701,10.8951137516513,13.6013844113313,11.4292912941944,13.2026942623051,11.1519144229844,13.3237724806414,11.9405081579515,13.320396156687,11.2175263275615,13.4100724493335,1.19545718527844,0,rpsM
"15169_gmd",1.78064532296757,4.88552914512769,1.31725540410056,1.52693691114852,1.21878598175755,0.661231735858883,1.36355750539505,2.29756366750681,8.31142870121169,10.751956116895,1.35986525710267,2.28483614287425,1.65623191884801,1.25646144599466,1.59614088574566,1.57614906699582,1.41486482855345,1.51172048566934,1.02483271364396,2.78924084092355,1.62837259423442,3.96453883694949,4.1299650798753,0,1.64964891687843,0.503098530779808,2.18858423925495,2.61609714820953,1.19533765312142,0,gmd
"17119_purD",4.3061559851253,6.29721523082478,4.41377415666694,6.71111091268201,5.03484959956556,6.51588466017207,NA,NA,NA,NA,4.97150549438576,5.20116825159576,5.08770260638546,4.60020261754764,5.2419233345304,6.12036046510954,NA,NA,4.58911905591633,5.78113498089477,4.23977312065764,3.42150094211727,4.57477540784394,5.57715218396936,4.18656388364589,5.53100822627122,4.66461426447232,5.57567384711844,1.19531295215236,6,purD
"38896_3_beta-hydroxysteroid_dehydrogenase-Delta_5-->4-isomerase",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.43588272371976,2.91144458426529,NA,NA,NA,NA,NA,NA,2.43588272371976,2.91144458426529,1.19523183768852,24,3_beta-hydroxysteroid_dehydrogenase-Delta_5-->4-isomerase
"7017_wzb",NA,NA,NA,NA,NA,NA,NA,NA,8.47755292836543,10.1325802129262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.47755292836543,10.1325802129262,1.19522464778994,24,wzb
"18633_hypothetical_protein",9.34701444267375,11.8582538383212,9.66996737737355,11.9101877865506,10.2850486846975,11.234355634964,9.88281544752475,12.2943663871662,9.60143391448652,11.5227488404118,9.84351629441233,12.1542989454284,10.1461553709347,11.6691339716489,10.0684665002632,12.0106580982513,10.2379121665893,12.3006561769731,9.28603785197092,11.7357504439942,10.1650142282267,11.2023681253197,10.3970394904783,12.5274353155285,10.3747047371153,12.1214592678837,9.94654819282668,11.8878209871109,1.1951705010271,0,hypothetical_protein
"60584_ddpD_1",NA,NA,NA,NA,NA,NA,5.45605179539747,6.52090019312238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.45605179539747,6.52090019312238,1.19516830808373,24,ddpD
"18814_hypothetical_protein",4.70243114343632,5.64890234464916,5.52576776096098,5.99949761414616,3.83395579203329,6.09550422196824,5.88221973945657,6.39407274422143,5.464085005899,6.12582743304876,4.87850669243419,5.61929112126464,5.03200423278267,5.3599834278628,4.86670444398289,6.47799835878174,4.93918809012706,6.12380737859109,2.0338689502677,3.87303486314597,4.74522270856037,6.08035615476765,5.8078623859886,5.85856675686613,4.42185847639398,4.56793301710253,4.77951349402489,5.70959811049356,1.19459817774998,0,hypothetical_protein
"60957_hypothetical_protein",NA,NA,NA,NA,NA,NA,8.59926553072186,10.2683304156727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.59926553072186,10.2683304156727,1.19409388848244,24,hypothetical_protein
"15617_hypothetical_protein",NA,NA,0.698901860142103,1.05588203004291,1.53753834787274,2.73718925831514,1.29314949027122,0,1.1449870597865,0.417129130445855,1.08601752617237,0,1.4160778070825,1.42898731181106,0.692737356483732,0.756948492158066,1.01092597357214,0.661928725640366,1.38108359059988,3.94569139550414,0.83136122933318,5.79295379927667,0.878234052938238,0,2.09570052809345,0,1.17222623519567,1.39972584526618,1.19407483234884,2,hypothetical_protein
"30028_oxyR_3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.45551414262199,5.3200329523844,NA,NA,NA,NA,NA,NA,NA,NA,4.45551414262199,5.3200329523844,1.19403345654148,24,oxyR
"20763_sodC1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.52418088806955,11.3683324267559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.52418088806955,11.3683324267559,1.19362836136349,24,sodC1
"16435_rpmC",8.62546532806783,11.0807689332707,8.2501350565006,10.6295426953423,8.0547607324564,9.9571521206424,7.09015685072939,9.59773349932236,7.40300104892163,11.4481028637051,8.75510572397683,10.2459066879478,9.48732757352544,10.7337620727411,0,0,9.25220075560581,10.7254026261235,8.80082988752801,10.1842785701665,9.27998580232809,9.20712463025706,8.95088878022464,9.65664513414397,9.52951379807543,10.0472781513066,7.95995164138001,9.50105369115147,1.19360696134886,0,rpmC
"28146_hypothetical_protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.92084041555707,2.29241898430286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.92084041555707,2.29241898430286,1.19344583013578,24,hypothetical_protein
"15253_VWA_domain_containing_CoxE-like_protein",2.51107393806733,1.53335723187638,1.35408142252243,0.9059893099621,0.658034976031752,1.72028699680994,NA,NA,NA,NA,1.57526437115057,2.22377370306553,NA,NA,NA,NA,2.33898796530738,1.55823118061725,1.25843179956219,2.77285422530362,2.07329618995625,4.52643808863575,2.39019020171832,1.74724027190861,1.57957293085824,1.79513023014198,1.74877042168605,2.08703347092457,1.19342907739278,8,vWA_domain_containing_CoxE-like_protein
"42304_bspRIM",NA,NA,NA,NA,6.85950678999367,8.18631749586781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.85950678999367,8.18631749586781,1.19342654603238,24,bspRIM
"40078_evgS_1",NA,NA,NA,NA,4.62407344786714,5.5183477749466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.62407344786714,5.5183477749466,1.19339535523423,24,evgS
"15182_udk",6.92036802469582,8.00101960411221,7.66494430443436,8.09672510661847,7.4357846314984,7.49967228092199,7.78369004436892,8.45241940937726,7.07089970099066,8.60616738956642,6.70465403674838,8.5053168507481,6.52631314394559,7.67132962660088,6.12928601625786,7.94730163753125,5.90498116060555,8.02025071750804,6.09518200233612,8.30550179343708,6.15551774242008,7.10587159900759,6.87384536916748,8.30558654316485,6.37923154366506,8.06648007930347,6.74189982470264,8.04489558753058,1.19326833633062,0,udk
"18727_pth",5.68639126201797,7.08721147306729,6.20116225005594,6.66834305101764,6.41978347723077,7.02751072004783,6.18952335798313,6.92217074120547,5.65023965986505,6.3634670510474,5.51580639694922,6.55352776228501,5.65209265255881,6.03694061650201,5.12526376021925,6.79144532676317,4.76492156528287,6.79667168289894,4.86629195244493,6.83913715695649,4.97210294351962,7.01849403726232,6.99844288981809,6.63779645474827,5.1531323208612,6.59759645695593,5.63039649913899,6.71848557928906,1.19325265641886,0,pth
"16982_typA",7.45461245071266,10.0163294426694,7.97143446097343,9.67738322724054,8.77736433481946,9.36461873319323,8.1823138053317,8.90033043980565,7.97475586308811,9.58784447200027,8.27443741080917,9.53872093120022,8.19736857150665,9.33613400714327,7.60744794673304,9.88228466900846,7.58259290977087,9.67249019899307,7.25613039548139,9.47164264387313,7.40544566924696,8.6416843179195,8.57005103523028,9.33172425880761,7.64037203858258,9.33318022903583,7.91494822248356,9.44264365929924,1.19301395206554,0,typA
"13478_ygdG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.84487846545952,5.74393576330875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.45029200501472,6.53761592579832,NA,NA,5.14758523523712,6.14077584455354,1.19294301384612,22,ygdG
"4858_hypothetical_protein",0,0,NA,NA,3.6646695170153,3.78908636949674,NA,NA,1.22487847293037,2.22515992444816,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.303650001192994,0.180623767014083,1.29829949778466,1.54871751523974,1.19288154842729,18,hypothetical_protein
"16419_rpsD",11.1382281381725,14.5670029906817,11.6235519976579,14.7569044207672,12.404938626548,14.0647091445912,11.6852550175711,14.4977388866636,11.7389920560658,14.9670094895361,12.6581214923277,14.6720265548186,12.6172140525042,14.5852594750204,12.0664029121166,14.3198472981536,12.7418669043992,14.7945421198504,11.878358837888,14.5404947713087,12.3745197077883,13.8926619767813,12.2742303318209,14.5118788817567,13.0490168523405,14.5931653750519,12.1731305328616,14.5202493373063,1.19281143811845,0,rpsD
"14889_sppA",6.33109036812543,8.28972899577875,6.78986936930454,7.87730127462374,6.40297392716594,7.89934001379902,7.00826951383648,7.86786714099363,6.5002346982043,8.04549479690887,6.46563980928141,8.53676421866215,6.70131246301696,7.68302586755984,6.27245035141747,8.37297839985432,6.20514001129546,7.60842546853361,6.44322808281833,7.92978831986352,6.28850437645665,7.88958412723383,8.70127750650268,8.37237821463458,7.01452382893982,7.51799740833129,6.70188571587427,7.99159032667516,1.19243906349314,0,sppA
"29092_hapE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.51129173917667,1.80150898625718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.51129173917667,1.80150898625718,1.1920325768727,24,hapE
"41573_hypothetical_protein",NA,NA,NA,NA,2.92265531666653,3.48338357676828,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.92265531666653,3.48338357676828,1.19185576106227,24,hypothetical_protein
"17114_hypothetical_protein",6.93156737902268,7.44176471625495,6.18265812346016,6.87606048471666,6.38974542922237,7.5131654263224,6.04608503929216,7.04830621615089,5.8842687122327,6.93157999241324,6.23546894083866,7.40403695424035,6.21699684974022,6.71726599788378,6.11349708490158,7.95064972697932,5.77309731695528,7.15798315828934,6.10159144368884,8.2952554217176,6.1345276096422,8.11414386233236,6.12953315312554,7.40663846528522,6.09105672602276,6.76539352838904,6.17154567754963,7.35555722699809,1.19185008283347,0,hypothetical_protein
"15088_dcm",5.64498493976625,7.12803899016213,6.30090455932435,7.03476203314471,6.13662307145254,6.98282024776574,6.20237685633849,7.17440929884762,5.93143659889761,7.00709582951903,5.46957861801086,7.15981286544866,8.69094395958336,8.0770595058961,5.22199545356329,7.01393088187885,5.40505401271711,7.14529702555966,4.80512943461726,6.52587999823883,5.2700351471156,7.1527183669094,6.82617923209429,7.5469407518724,5.88348793130059,6.73694654055241,5.98374844729089,7.12967017967658,1.1915056661355,0,dcm
"66755_hypothetical_protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.70796648299735,2.03478928454285,1.70796648299735,2.03478928454285,1.19135199946778,24,hypothetical_protein
"16740_rfaC",6.13426058909602,8.0208446262837,6.35961051848357,7.65202056331642,6.63583232595377,7.69302915364128,6.2216905230897,7.35548425028944,5.8629307386631,7.39307603422132,6.33529299620549,7.14067065625613,6.15271907468186,6.79979424286343,6.08896335895654,7.83704142229144,5.76159376948404,7.38678241550372,5.7618666216743,7.67172327377302,6.02684548525848,6.68959243405491,7.21139269804175,7.40123183225626,6.11382174827442,7.05754441319513,6.205140034451,7.39221810138048,1.19130560476296,0,rfaC
"1042_sfaS_1",2.76349400930824,1.65049515219478,NA,NA,2.39609131656816,2.62835020882294,NA,NA,2.41662150575225,1.72226954481466,2.23166959689418,3.09638216697981,2.53501640844553,2.68203176942304,1.78346367339673,4.14728607198743,1.73163649237486,1.5177753555963,1.36304891401913,2.92382611201123,1.70354527807753,5.66645959715561,4.08476442524236,1.87253742919097,1.39688378790857,1.16341668465609,2.21874867345341,2.64280273571208,1.1911230719064,4,sfaS
"16427_rplR",9.40276829005585,12.3343903089139,9.35404680381079,12.4242152062116,9.81942581789932,11.5847713681706,9.15068594281021,11.8832525177761,9.45408110246003,12.6236130668791,10.6881778749738,12.192117260891,10.9201590439782,11.9043603559415,0,0,10.9203031570434,12.3278294707038,10.4438553539667,11.8274401429432,NA,NA,10.5368561859794,11.8632374863429,10.7471787167183,11.7342079067424,9.28646152414133,11.0582862576264,1.19079654062841,2,rplR
"16362_rplM",10.3318769076149,12.7915902069568,10.6475541286592,12.919953475894,11.2617556072828,11.8455833397062,10.0938178952219,12.3159682148511,10.1570733871394,12.5205486030651,10.8037954250858,12.9363963001095,11.1456838413509,12.4362046376882,10.5729493428817,12.5237673785213,10.8740205460445,12.9376318806479,9.97523489894736,12.798603305305,10.6629021043164,12.2197491243317,10.2098607811201,12.9561227050664,10.9869997438644,12.7714129574367,10.5941172776561,12.6133486253523,1.19059930098706,0,rplM
"10480_hypothetical_protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.436995071421455,3.07629761121809,NA,NA,5.79953596830391,5.9761426361768,NA,NA,NA,NA,NA,NA,NA,NA,2.2483585214238,1.04816919750394,2.82829652038306,3.36686981496628,1.19042320729167,20,hypothetical_protein
"18110_lpxH",5.41565430778406,6.21010477379486,5.56057895069114,5.41245596460624,5.60432303078944,6.36189999623736,5.46513560963219,6.24779659573688,5.03729836812216,5.09658487953845,4.48481870727911,5.57302468201965,4.02351669110065,4.83281442093017,4.23781201004785,6.58742440486677,4.08817952727552,6.08448650209175,4.24519794055549,5.55154396138233,4.41673447807537,4.19720390991897,5.19373176368417,6.23218826172554,4.42506485859965,5.63192355569206,4.78446509566437,5.69380399296469,1.19006072342849,0,lpxH
"17439_xerC_5",4.05993126454619,5.4406568101394,3.82258739359389,4.31800357607627,3.64727737382825,2.4261035815647,3.3386840957381,4.18486237877013,NA,NA,3.39685951903146,2.47326476570432,3.97435951234364,6.07946129147183,2.69389965640141,1.37709500733049,1.05476295502301,2.39747148474138,2.75490581030589,4.14416366734198,3.31071503946619,5.42694801517918,5.18009387140924,4.24575038903459,2.07601222887288,4.25175272557367,3.27584072671335,3.897127807744,1.1896572919325,2,xerC
"17512_mshD",7.19682230017747,8.35993645233162,7.68619696652013,8.4275929225865,7.16385612143963,8.53991969315345,7.29880104076292,7.94885721376083,6.71019905028271,7.89506237964577,6.69178186368134,7.87427907580101,6.58529297378971,7.48431603469025,6.13526233744103,8.06904636344547,0,0,6.29985693343247,8.65195634475309,6.06134217392881,7.81769439125397,6.83593282561767,8.30471074586998,6.48992209099794,7.16621160018969,6.24271282139014,7.42612178596012,1.18956645907451,0,mshD
"17676_speE",7.82901256089121,10.0473623176147,7.78822167465175,10.1308180047623,8.36244234206917,9.45627169151038,7.79213644676706,9.42784562396362,7.73781673061714,9.44254081907305,8.57249853128238,9.84211818943307,8.96741907038661,9.59235082773337,7.47580568874286,9.66596854222482,8.15678609613913,9.5234291280685,7.81446618716246,9.56741389108555,7.7722538391044,8.94435663603486,8.84430669213096,9.86613302426391,8.36992879596807,9.96583872724892,8.11408420430101,9.65172672484746,1.18950290406543,0,speE
"16457_phi_X174_lysis_protein",4.9570267488947,5.85220030604657,5.3691661806611,5.93862185278519,4.91227700845173,4.80263666565047,5.29505760405782,6.46378128454673,4.17326212426908,4.95728541136022,4.48054111775418,5.2608864641944,4.92716092837309,4.48729015530747,1.9327633029986,2.21395264305728,4.55414830999315,5.56606676118196,4.38072332150026,6.74704236672022,4.86943077434906,5.86890127607255,5.81041287489031,8.01651063383528,4.37749132246097,5.22786770401011,4.61842012451185,5.49254180959757,1.1892685510455,0,phi_X174_lysis_protein
