gene_id	HM1	HM14	HM17	HM3	HM43	HM54	HM56	HM57	HM6	HM66	HM68	HM7	HM86
15689_yphA	PROKKA_02302	PROKKA_02578	PROKKA_04007	PROKKA_00927	PROKKA_03673	NA	PROKKA_02089	PROKKA_01406	PROKKA_01328	PROKKA_01331	PROKKA_01975	PROKKA_02139	PROKKA_02149
16695_siaT_1	PROKKA_03469	PROKKA_03675	NA	PROKKA_01996	NA	PROKKA_00621	PROKKA_00909	NA	PROKKA_02580	PROKKA_02483	PROKKA_03079	PROKKA_03380	NA
19122_uidB	PROKKA_01257	PROKKA_01590	PROKKA_05057	PROKKA_04566	PROKKA_04681	PROKKA_03448	PROKKA_03067	PROKKA_00270	NA	PROKKA_00262	PROKKA_00980	PROKKA_01107	PROKKA_03194
16216_ygjK	PROKKA_02932	PROKKA_03157	PROKKA_03348	PROKKA_01490	PROKKA_03058	PROKKA_00083	PROKKA_01433	PROKKA_02066	PROKKA_02059	PROKKA_01943	PROKKA_02558	NA	PROKKA_01428
17380_gntK_2	PROKKA_04302	PROKKA_04462	PROKKA_01995	PROKKA_02740	PROKKA_01744	PROKKA_01542	PROKKA_00110	PROKKA_03316	NA	PROKKA_03264	NA	NA	PROKKA_00015
12617_yhjE_2	NA	NA	PROKKA_02875	NA	NA	PROKKA_00552	PROKKA_00975	PROKKA_02530	NA	PROKKA_02420	NA	NA	PROKKA_00953
18162_gldA_2	PROKKA_00094	PROKKA_00482	PROKKA_01148	PROKKA_03558	PROKKA_00938	PROKKA_02352	PROKKA_04081	PROKKA_04290	PROKKA_04277	PROKKA_04099	PROKKA_04808	PROKKA_05071	NA
16625_gadX_1	PROKKA_03392	PROKKA_03607	NA	PROKKA_01919	PROKKA_02604	PROKKA_00545	PROKKA_00982	PROKKA_02523	PROKKA_02508	PROKKA_02413	PROKKA_03011	PROKKA_03303	PROKKA_00960
18999_betC	PROKKA_01101	PROKKA_01490	PROKKA_00027	PROKKA_04438	PROKKA_00023	PROKKA_03367	PROKKA_03136	PROKKA_00187	PROKKA_00198	PROKKA_00120	PROKKA_00865	PROKKA_00928	NA
15280_mglC	PROKKA_01917	PROKKA_02195	PROKKA_04382	PROKKA_00506	PROKKA_04041	PROKKA_04180	PROKKA_02450	PROKKA_00983	PROKKA_00949	PROKKA_00963	PROKKA_01611	NA	PROKKA_02525
14257_esaR	NA	NA	PROKKA_04592	NA	NA	PROKKA_03968	NA	PROKKA_00776	NA	PROKKA_00764	PROKKA_01424	NA	PROKKA_02740
19121_uidC	PROKKA_01256	NA	NA	PROKKA_04565	PROKKA_04682	NA	PROKKA_03068	PROKKA_00269	NA	PROKKA_00261	NA	PROKKA_01106	PROKKA_03195
17379_idnD	PROKKA_04301	PROKKA_04461	PROKKA_01996	PROKKA_02739	PROKKA_01745	PROKKA_01541	PROKKA_00111	PROKKA_03317	NA	PROKKA_03263	NA	NA	PROKKA_00016
15807_srlD	PROKKA_02470	PROKKA_02741	NA	PROKKA_01063	PROKKA_03524	PROKKA_05306	PROKKA_01901	PROKKA_01540	PROKKA_01521	PROKKA_01473	PROKKA_02112	PROKKA_02291	PROKKA_02004
17378_gno	PROKKA_04300	PROKKA_04460	PROKKA_01997	PROKKA_02738	PROKKA_01746	PROKKA_01540	PROKKA_00112	PROKKA_03318	NA	PROKKA_03262	NA	NA	PROKKA_00017
18784_Stress-induced_bacterial_acidophilic_repeat_motif_protein	PROKKA_00895	PROKKA_01270	NA	PROKKA_04214	PROKKA_00215	NA	NA	NA	NA	NA	PROKKA_00680	PROKKA_00647	PROKKA_03490
14267_D-alanine--poly-phosphoribitol-_ligase_subunit_2	NA	NA	PROKKA_04602	NA	NA	PROKKA_03961	NA	PROKKA_00772	NA	PROKKA_00758	PROKKA_01419	NA	PROKKA_02750
17458_hypothetical_protein	PROKKA_04335	PROKKA_04544	PROKKA_01933	PROKKA_02820	PROKKA_01654	PROKKA_01638	PROKKA_00050	PROKKA_03587	PROKKA_03587	PROKKA_03332	PROKKA_04092	NA	PROKKA_05044
17447_gntP	PROKKA_04325	PROKKA_04534	PROKKA_01942	PROKKA_02809	NA	PROKKA_01628	NA	PROKKA_03578	PROKKA_03578	NA	NA	PROKKA_04259	NA
20803_hypothetical_protein	NA	NA	NA	NA	PROKKA_01677	NA	PROKKA_00074	NA	NA	PROKKA_03308	PROKKA_04068	NA	PROKKA_05053
17149_lamB	PROKKA_04020	PROKKA_04214	NA	PROKKA_02499	PROKKA_02000	PROKKA_01205	PROKKA_00386	PROKKA_03125	PROKKA_03189	PROKKA_03000	PROKKA_03679	PROKKA_03945	PROKKA_00360
16682_xylA_1	PROKKA_03456	PROKKA_03662	NA	PROKKA_01983	PROKKA_02538	PROKKA_00606	PROKKA_00924	NA	PROKKA_02566	PROKKA_02467	PROKKA_03065	PROKKA_03366	PROKKA_00903
17436_nanM	PROKKA_04314	PROKKA_04529	PROKKA_01955	PROKKA_02798	PROKKA_01690	PROKKA_01615	PROKKA_00085	PROKKA_03567	PROKKA_03565	PROKKA_03296	PROKKA_04057	NA	PROKKA_05064
18998_hypothetical_protein	PROKKA_01100	PROKKA_01489	PROKKA_00028	PROKKA_04437	PROKKA_00024	PROKKA_03366	NA	PROKKA_00185	PROKKA_00197	PROKKA_00119	PROKKA_00864	PROKKA_00927	NA
17934_lacA_2	NA	PROKKA_00171	NA	PROKKA_03322	NA	PROKKA_02114	NA	NA	NA	PROKKA_03875	NA	PROKKA_04793	NA
17631_leuA	PROKKA_04508	PROKKA_04720	NA	PROKKA_03003	PROKKA_01476	PROKKA_01794	PROKKA_04646	PROKKA_03743	PROKKA_03750	PROKKA_03493	PROKKA_04253	PROKKA_04439	PROKKA_04820
16355_nanT_1	NA	PROKKA_03316	PROKKA_03209	PROKKA_01638	NA	PROKKA_00226	PROKKA_01297	PROKKA_02199	NA	PROKKA_02083	PROKKA_02695	PROKKA_02989	PROKKA_01283
15843_ygbN	NA	PROKKA_02777	PROKKA_03831	PROKKA_01099	PROKKA_03484	PROKKA_05265	PROKKA_01844	PROKKA_01579	PROKKA_01558	PROKKA_01514	PROKKA_02149	PROKKA_02332	PROKKA_01949
16276_agaC_3	PROKKA_02992	PROKKA_03096	PROKKA_03290	PROKKA_01552	PROKKA_03003	NA	PROKKA_01378	PROKKA_02121	PROKKA_02115	PROKKA_02002	PROKKA_02615	PROKKA_02901	PROKKA_01367
16353_nanK_2	PROKKA_03072	NA	PROKKA_03211	PROKKA_01636	PROKKA_02923	PROKKA_00224	PROKKA_01299	PROKKA_02197	PROKKA_02194	PROKKA_02081	PROKKA_02693	PROKKA_02987	PROKKA_01285
16273_agaS	PROKKA_02989	PROKKA_03099	PROKKA_03293	PROKKA_01549	PROKKA_03006	PROKKA_00140	PROKKA_01381	PROKKA_02118	PROKKA_02112	PROKKA_01999	PROKKA_02611	NA	PROKKA_01371
15840_hypothetical_protein	NA	PROKKA_02774	PROKKA_03835	PROKKA_01096	PROKKA_03487	PROKKA_05268	PROKKA_01847	PROKKA_01576	PROKKA_01555	PROKKA_01510	PROKKA_02146	PROKKA_02329	PROKKA_01952
17935_lacY_2	PROKKA_04839	PROKKA_00172	PROKKA_01373	PROKKA_03323	PROKKA_01161	PROKKA_02115	PROKKA_04296	PROKKA_04075	PROKKA_04039	PROKKA_03876	PROKKA_04591	NA	PROKKA_04543
15841_fucA_1	NA	PROKKA_02775	PROKKA_03834	PROKKA_01097	PROKKA_03486	PROKKA_05267	PROKKA_01846	PROKKA_01577	PROKKA_01556	PROKKA_01511	PROKKA_02147	PROKKA_02330	PROKKA_01951
15839_garR_1	NA	PROKKA_02773	PROKKA_03836	PROKKA_01095	PROKKA_03488	PROKKA_05269	PROKKA_01848	PROKKA_01575	PROKKA_01554	PROKKA_01509	PROKKA_02145	PROKKA_02328	PROKKA_01953
15842_ygbM	NA	PROKKA_02776	PROKKA_03832	PROKKA_01098	PROKKA_03485	PROKKA_05266	PROKKA_01845	PROKKA_01578	PROKKA_01557	PROKKA_01513	PROKKA_02148	PROKKA_02331	PROKKA_01950
1888_thlA_1	PROKKA_01996	NA	NA	NA	PROKKA_03960	PROKKA_04329	PROKKA_02372	NA	NA	NA	PROKKA_01691	NA	PROKKA_02444
1887_atoE	PROKKA_01995	NA	PROKKA_04301	NA	PROKKA_03961	PROKKA_04328	PROKKA_02373	PROKKA_01062	PROKKA_01027	PROKKA_01043	PROKKA_01690	NA	PROKKA_02445
1886_atoA	PROKKA_01994	NA	PROKKA_04302	NA	PROKKA_03962	PROKKA_04327	PROKKA_02374	PROKKA_01061	PROKKA_01026	PROKKA_01042	PROKKA_01689	PROKKA_00910	PROKKA_02446
1885_atoD	PROKKA_01993	NA	PROKKA_04303	NA	PROKKA_03963	PROKKA_04326	PROKKA_02375	PROKKA_01060	PROKKA_01025	PROKKA_01041	PROKKA_01688	PROKKA_00911	PROKKA_02447
