,Uniprot,Symbol,GO,Pubmed,evidence,alternative,category,Godef,acc,date,source
4966,P0A887,ubiE,GO:0009234,PMID:1444716,IMP,,P,"bifunctional 2-octaprenyl-6-methoxy-1,4-benzoquinone methylase and S-adenosylmethionine:2-DMK methyltransferase",ubiE|yigO|b3833|ECK3827,20070406,EcoCyc
4967,P0A887,ubiE,GO:0008757,GO_REF:0000033,IBA,PANTHER:PTN000010478,F,"bifunctional 2-octaprenyl-6-methoxy-1,4-benzoquinone methylase and S-adenosylmethionine:2-DMK methyltransferase",ubiE|yigO|b3833|ECK3827,20140730,GO_CENTRAL
4968,P0A887,ubiE,GO:0008757,PMID:9045837,ISS,,F,"bifunctional 2-octaprenyl-6-methoxy-1,4-benzoquinone methylase and S-adenosylmethionine:2-DMK methyltransferase",ubiE|yigO|b3833|ECK3827,20070406,EcoCyc
4969,P0A887,ubiE,GO:0043333,PMID:1444716,IMP,,F,"bifunctional 2-octaprenyl-6-methoxy-1,4-benzoquinone methylase and S-adenosylmethionine:2-DMK methyltransferase",ubiE|yigO|b3833|ECK3827,20070406,EcoCyc
4970,P0A887,ubiE,GO:0006744,PMID:4323297,IMP,,P,"bifunctional 2-octaprenyl-6-methoxy-1,4-benzoquinone methylase and S-adenosylmethionine:2-DMK methyltransferase",ubiE|yigO|b3833|ECK3827,20070406,EcoCyc
4971,P0A6A0,ubiB,GO:0005886,PMID:15919996,IDA,,C,predicted protein kinase involved in ubiquinone biosynthesis,ubiB|yigS|yigQ|yigR|aarF|b3835|ECK3829,20140602,EcoCyc
4972,P0A6A0,ubiB,GO:0006744,PMID:9422602,IMP,,P,predicted protein kinase involved in ubiquinone biosynthesis,ubiB|yigS|yigQ|yigR|aarF|b3835|ECK3829,20070711,EcoCyc
4973,P31057,panB,GO:0016020,PMID:16858726,IDA,,C,3-methyl-2-oxobutanoate hydroxymethyltransferase monomer,panB|b0134|ECK0133,20090506,UniProtKB
4974,P31057,panB,GO:0005829,PMID:18304323,IDA,,C,3-methyl-2-oxobutanoate hydroxymethyltransferase monomer,panB|b0134|ECK0133,20140602,EcoCyc
4975,P31057,panB,GO:0005829,PMID:15911532,IDA,,C,3-methyl-2-oxobutanoate hydroxymethyltransferase monomer,panB|b0134|ECK0133,20140602,EcoCyc
4976,P31057,panB,GO:0005829,PMID:16858726,IDA,,C,3-methyl-2-oxobutanoate hydroxymethyltransferase monomer,panB|b0134|ECK0133,20080804,UniProtKB
4977,P31057,panB,GO:0033317,PMID:776976,IMP,,P,3-methyl-2-oxobutanoate hydroxymethyltransferase monomer,panB|b0134|ECK0133,20080321,EcoCyc
4978,P31057,panB,GO:0000287,PMID:6463,IDA,,F,3-methyl-2-oxobutanoate hydroxymethyltransferase monomer,panB|b0134|ECK0133,20080321,EcoCyc
4979,P31057,panB,GO:0003864,PMID:776976,IDA,,F,3-methyl-2-oxobutanoate hydroxymethyltransferase monomer,panB|b0134|ECK0133,20071023,EcoCyc
4980,P30125,leuB,GO:0030145,PMID:9003442,IDA,,F,LeuB,leuB|b0073|ECK0075,20130927,EcoCyc
4981,P30125,leuB,GO:0000287,PMID:9003442,IDA,,F,LeuB,leuB|b0073|ECK0075,20130927,EcoCyc
4982,P30125,leuB,GO:0005829,PMID:18304323,IDA,,C,LeuB,leuB|b0073|ECK0075,20140602,EcoCyc
4983,P30125,leuB,GO:0005829,PMID:9003442,EXP,,C,LeuB,leuB|b0073|ECK0075,20130927,EcoCyc
4984,P30125,leuB,GO:0046872,PMID:9003442,IDA,,F,LeuB,leuB|b0073|ECK0075,20130927,EcoCyc
4985,P30125,leuB,GO:0009098,PMID:9003442,IDA,,P,LeuB,leuB|b0073|ECK0075,20070213,EcoCyc
4986,P30125,leuB,GO:0003862,PMID:9003442,IDA,,F,LeuB,leuB|b0073|ECK0075,20070213,EcoCyc
4987,P0AEK2,fabG,GO:0042802,PMID:11669613,IDA,,F,3-oxoacyl-[acyl-carrier-protein] reductase subunit,fabG|b1093|ECK1079,20130403,EcoCyc
4988,P0AEK2,fabG,GO:0050661,PMID:15016358,IDA,,F,3-oxoacyl-[acyl-carrier-protein] reductase subunit,fabG|b1093|ECK1079,20120319,UniProtKB
4989,P0AEK2,fabG,GO:0030497,PMID:14996818,IMP,,P,3-oxoacyl-[acyl-carrier-protein] reductase subunit,fabG|b1093|ECK1079,20120319,UniProtKB
4990,P0AEK2,fabG,GO:0005829,PMID:18304323,IDA,,C,3-oxoacyl-[acyl-carrier-protein] reductase subunit,fabG|b1093|ECK1079,20140602,EcoCyc
4991,P0AEK2,fabG,GO:0005829,PMID:15911532,IDA,,C,3-oxoacyl-[acyl-carrier-protein] reductase subunit,fabG|b1093|ECK1079,20140602,EcoCyc
4992,P0AEK2,fabG,GO:0009102,PMID:20693992,IMP,,P,3-oxoacyl-[acyl-carrier-protein] reductase subunit,fabG|b1093|ECK1079,20110622,EcoCyc
4993,P0AEK2,fabG,GO:0008610,PMID:14996818,IMP,,P,3-oxoacyl-[acyl-carrier-protein] reductase subunit,fabG|b1093|ECK1079,20130403,EcoCyc
4994,P0AEK2,fabG,GO:0006633,PMID:14996818,IMP,,P,3-oxoacyl-[acyl-carrier-protein] reductase subunit,fabG|b1093|ECK1079,20130403,EcoCyc
4995,P0AEK2,fabG,GO:0004316,PMID:14527946,IDA,,F,3-oxoacyl-[acyl-carrier-protein] reductase subunit,fabG|b1093|ECK1079,20130403,EcoCyc
4996,P0AEK2,fabG,GO:0004316,PMID:14996818,IMP,,F,3-oxoacyl-[acyl-carrier-protein] reductase subunit,fabG|b1093|ECK1079,20120319,UniProtKB
4997,P0AAI5,fabF,GO:0033817,PMID:3549687,IDA,,F,FabF,fabF|vtr|cvc|fabJ|vtrB|b1095|ECK1081,20130411,CACAO
4998,P0AAI5,fabF,GO:0033817,PMID:7002930,IDA,,F,FabF,fabF|vtr|cvc|fabJ|vtrB|b1095|ECK1081,20110609,EcoCyc
4999,P0AAI5,fabF,GO:0005829,PMID:16858726,IDA,,C,FabF,fabF|vtr|cvc|fabJ|vtrB|b1095|ECK1081,20080804,UniProtKB
5000,P0AAI5,fabF,GO:0005515,PMID:15690043,IPI,UniProtKB:P0A6Y8,F,FabF,fabF|vtr|cvc|fabJ|vtrB|b1095|ECK1081,20071004,IntAct
5001,P0AAI5,fabF,GO:0004315,PMID:237914,IDA,,F,FabF,fabF|vtr|cvc|fabJ|vtrB|b1095|ECK1081,20110622,EcoCyc
5002,P0AGK1,ubiA,GO:0005886,PMID:15919996,IDA,,C,4-hydroxybenzoate octaprenyltransferase,ubiA|sdgG?|cyr|b4040|ECK4032,20140602,EcoCyc
5003,P0AGK1,ubiA,GO:0016765,PMID:8155731,IDA,,F,4-hydroxybenzoate octaprenyltransferase,ubiA|sdgG?|cyr|b4040|ECK4032,20070710,EcoCyc
5004,P0AGK1,ubiA,GO:0006744,PMID:4552989,IMP,,P,4-hydroxybenzoate octaprenyltransferase,ubiA|sdgG?|cyr|b4040|ECK4032,20070710,EcoCyc
5005,P0A796,pfkA,GO:0061615,PMID:4229913,IDA,,P,6-phosphofructokinase-1 monomer,pfkA|b3916|ECK3908,20150912,GOC
5006,P0A796,pfkA,GO:0061615,PMID:125265,IMP,,P,6-phosphofructokinase-1 monomer,pfkA|b3916|ECK3908,20150912,GOC
5007,P0A796,pfkA,GO:0051289,PMID:11946283,IPI,UniProtKB:P0A796,P,6-phosphofructokinase-1 monomer,pfkA|b3916|ECK3908,20150507,EcoCyc
5008,P0A796,pfkA,GO:0005829,PMID:18304323,IDA,,C,6-phosphofructokinase-1 monomer,pfkA|b3916|ECK3908,20140602,EcoCyc
5009,P0A796,pfkA,GO:0005829,PMID:15911532,IDA,,C,6-phosphofructokinase-1 monomer,pfkA|b3916|ECK3908,20140602,EcoCyc
5010,P0A796,pfkA,GO:0019003,PMID:70226,IDA,,F,6-phosphofructokinase-1 monomer,pfkA|b3916|ECK3908,20100924,EcoCyc
5011,P0A796,pfkA,GO:0006096,PMID:177406,IMP,,P,6-phosphofructokinase-1 monomer,pfkA|b3916|ECK3908,20100923,EcoCyc
5012,P0A796,pfkA,GO:0003872,PMID:4229913,IDA,,F,6-phosphofructokinase-1 monomer,pfkA|b3916|ECK3908,20100923,EcoCyc
5013,P0A796,pfkA,GO:0003951,PMID:12952533,ISS,,F,6-phosphofructokinase-1 monomer,pfkA|b3916|ECK3908,20080801,EcoCyc
5014,P06999,pfkB,GO:0061615,PMID:149128,IDA,,P,6-phosphofructokinase-2 monomer,pfkB|b1723|ECK1721,20150912,GOC
5015,P06999,pfkB,GO:0042802,PMID:21627967,IPI,UniProtKB:P06999,F,6-phosphofructokinase-2 monomer,pfkB|b1723|ECK1721,20140120,IntAct
5016,P06999,pfkB,GO:0005829,PMID:18304323,IDA,,C,6-phosphofructokinase-2 monomer,pfkB|b1723|ECK1721,20140602,EcoCyc
5017,P06999,pfkB,GO:0005829,PMID:15911532,IDA,,C,6-phosphofructokinase-2 monomer,pfkB|b1723|ECK1721,20140602,EcoCyc
5018,P06999,pfkB,GO:0000287,PMID:16866375,IDA,,F,6-phosphofructokinase-2 monomer,pfkB|b1723|ECK1721,20101213,EcoCyc
5019,P06999,pfkB,GO:0006096,PMID:125264,IMP,,P,6-phosphofructokinase-2 monomer,pfkB|b1723|ECK1721,20101213,EcoCyc
5020,P06999,pfkB,GO:0009024,PMID:149128,IDA,,F,6-phosphofructokinase-2 monomer,pfkB|b1723|ECK1721,20101213,EcoCyc
5021,P06999,pfkB,GO:0003872,PMID:149128,IDA,,F,6-phosphofructokinase-2 monomer,pfkB|b1723|ECK1721,20101213,EcoCyc
5022,P00350,gnd,GO:0005829,PMID:18304323,IDA,,C,Gnd,gnd|b2029|ECK2024,20140602,EcoCyc
5023,P00350,gnd,GO:0005829,PMID:15911532,IDA,,C,Gnd,gnd|b2029|ECK2024,20140602,EcoCyc
5024,P00350,gnd,GO:0042802,PMID:24561554,IPI,UniProtKB:P00350,F,Gnd,gnd|b2029|ECK2024,20140512,IntAct
5025,P00350,gnd,GO:0006098,PMID:19686854,IDA,,P,Gnd,gnd|b2029|ECK2024,20100512,UniProtKB
5026,P00350,gnd,GO:0004616,PMID:19686854,IDA,,F,Gnd,gnd|b2029|ECK2024,20100512,UniProtKB
5027,P52697,pgl,GO:0005829,PMID:18304323,IDA,,C,6-phosphogluconolactonase,pgl|ybhE|b0767|ECK0756,20140602,EcoCyc
5028,P0AET8,hdhA,GO:0042802,PMID:2007545,IDA,,F,7-alpha-hydroxysteroid dehydrogenase,hdhA|hsd|hsdH|b1619|ECK1614,20140630,EcoCyc
5029,P0AET8,hdhA,GO:0051289,PMID:2007545,IDA,,P,7-alpha-hydroxysteroid dehydrogenase,hdhA|hsd|hsdH|b1619|ECK1614,20140630,EcoCyc
5030,P0AET8,hdhA,GO:0005829,PMID:18304323,IDA,,C,7-alpha-hydroxysteroid dehydrogenase,hdhA|hsd|hsdH|b1619|ECK1614,20140602,EcoCyc
5031,P0AET8,hdhA,GO:0005829,PMID:15911532,IDA,,C,7-alpha-hydroxysteroid dehydrogenase,hdhA|hsd|hsdH|b1619|ECK1614,20140602,EcoCyc
5032,P0AET8,hdhA,GO:0005829,PMID:16858726,IDA,,C,7-alpha-hydroxysteroid dehydrogenase,hdhA|hsd|hsdH|b1619|ECK1614,20080804,UniProtKB
5033,P0AET8,hdhA,GO:0030573,PMID:2007545,IDA,,P,7-alpha-hydroxysteroid dehydrogenase,hdhA|hsd|hsdH|b1619|ECK1614,20140701,EcoCyc
5034,P0AET8,hdhA,GO:0008709,PMID:2007545,IDA,,F,7-alpha-hydroxysteroid dehydrogenase,hdhA|hsd|hsdH|b1619|ECK1614,20110624,EcoCyc
5035,P12998,bioF,GO:0030170,PMID:10642176,IDA,,F,8-amino-7-oxononanoate synthase monomer,bioF|b0776|ECK0765,20110715,UniProtKB
5036,P12998,bioF,GO:0008710,PMID:10642176,IDA,,F,8-amino-7-oxononanoate synthase monomer,bioF|b0776|ECK0765,20070116,EcoCyc
5037,P12998,bioF,GO:0009102,PMID:4921685,IMP,,P,8-amino-7-oxononanoate synthase monomer,bioF|b0776|ECK0765,20070116,EcoCyc
5038,P31119,aas,GO:0005886,PMID:17309111,IDA,,C,2-acylglycerophosphoethanolamine acyltransferase / acyl-ACP synthetase,aas|b2836|ECK2832,20140602,EcoCyc
5039,P0A6A3,ackA,GO:0044011,PMID:12753190,IMP,,P,acetate kinase,ackA|b2296|ECK2290,20110923,CACAO
5040,P0A6A3,ackA,GO:0006083,PMID:21941,IMP,,P,acetate kinase,ackA|b2296|ECK2290,20110922,CACAO
5041,P0A6A3,ackA,GO:0016020,PMID:16858726,IDA,,C,acetate kinase,ackA|b2296|ECK2290,20090506,UniProtKB
5042,P0A6A3,ackA,GO:0005829,PMID:18304323,IDA,,C,acetate kinase,ackA|b2296|ECK2290,20140602,EcoCyc
5043,P0A6A3,ackA,GO:0005829,PMID:15911532,IDA,,C,acetate kinase,ackA|b2296|ECK2290,20140602,EcoCyc
5044,P0A6A3,ackA,GO:0005829,PMID:16858726,IDA,,C,acetate kinase,ackA|b2296|ECK2290,20080801,UniProtKB
5045,P00894,ilvH,GO:0005829,PMID:18304323,IDA,,C,IlvH,ilvH|brnP|b0078|ECK0080,20140602,EcoCyc
5046,P00894,ilvH,GO:0009097,PMID:2675968,IDA,,P,IlvH,ilvH|brnP|b0078|ECK0080,20071108,EcoCyc
5047,P00894,ilvH,GO:0003984,PMID:2675968,IDA,,F,IlvH,ilvH|brnP|b0078|ECK0080,20071023,EcoCyc
5048,P00894,ilvH,GO:0009099,PMID:4612003,IMP,,P,IlvH,ilvH|brnP|b0078|ECK0080,20131015,EcoCyc
5049,P00894,ilvH,GO:0009099,PMID:2675968,IDA,,P,IlvH,ilvH|brnP|b0078|ECK0080,20071108,EcoCyc
5050,P00893,ilvI,GO:0005829,PMID:18304323,IDA,,C,IlvI,ilvI|b0077|ECK0079,20140602,EcoCyc
5051,P00893,ilvI,GO:0030976,PMID:8756689,IDA,,F,IlvI,ilvI|b0077|ECK0079,20131014,EcoCyc
5052,P00893,ilvI,GO:0000287,PMID:8756689,IDA,,F,IlvI,ilvI|b0077|ECK0079,20131014,EcoCyc
5053,P00893,ilvI,GO:0009097,PMID:2675968,IDA,,P,IlvI,ilvI|b0077|ECK0079,20071108,EcoCyc
5054,P00893,ilvI,GO:0003984,PMID:4612003,IMP,,F,IlvI,ilvI|b0077|ECK0079,20131014,EcoCyc
5055,P00893,ilvI,GO:0003984,PMID:2675968,IDA,,F,IlvI,ilvI|b0077|ECK0079,20071023,EcoCyc
5056,P00893,ilvI,GO:0009099,PMID:2675968,IDA,,P,IlvI,ilvI|b0077|ECK0079,20071108,EcoCyc
5057,P0A6C8,argB,GO:0003991,PMID:10393305,IDA,,F,acetylglutamate kinase monomer,argB|b3959|ECK3950,20100419,EcoCyc
5058,P0A6C8,argB,GO:0006526,PMID:17651682,IDA,,P,acetylglutamate kinase monomer,argB|b3959|ECK3950,20100419,EcoCyc
5059,P23908,argE,GO:0050897,PMID:10684608,IDA,,F,ArgE,argE|b3957|ECK3948,20100420,EcoCyc
5060,P23908,argE,GO:0008270,PMID:10684608,IDA,,F,ArgE,argE|b3957|ECK3948,20100420,EcoCyc
5061,P23908,argE,GO:0006526,PMID:10684608,IDA,,P,ArgE,argE|b3957|ECK3948,20100420,EcoCyc
5062,P18335,argD,GO:0042802,GO_REF:0000033,IBA,PANTHER:PTN000241033,F,N-acetylornithine aminotransferase / N-succinyldiaminopimelate aminotransferase,argD|Arg1|dapC|dtu|b3359|ECK3347,20150615,GO_CENTRAL
5063,P18335,argD,GO:0033359,PMID:25243376,IGI,UniProtKB:P23721,P,N-acetylornithine aminotransferase / N-succinyldiaminopimelate aminotransferase,argD|Arg1|dapC|dtu|b3359|ECK3347,20141015,EcoCyc
5064,P18335,argD,GO:0042450,PMID:25243376,IGI,UniProtKB:P77581|UniProtKB:P22256,P,N-acetylornithine aminotransferase / N-succinyldiaminopimelate aminotransferase,argD|Arg1|dapC|dtu|b3359|ECK3347,20141014,EcoCyc
5065,P18335,argD,GO:0030170,GO_REF:0000033,IBA,PANTHER:PTN000241033,F,N-acetylornithine aminotransferase / N-succinyldiaminopimelate aminotransferase,argD|Arg1|dapC|dtu|b3359|ECK3347,20150615,GO_CENTRAL
5066,P18335,argD,GO:0005829,GO_REF:0000033,IBA,PANTHER:PTN001736404,C,N-acetylornithine aminotransferase / N-succinyldiaminopimelate aminotransferase,argD|Arg1|dapC|dtu|b3359|ECK3347,20150612,GO_CENTRAL
5067,P18335,argD,GO:0003992,PMID:25243376,IDA,,F,N-acetylornithine aminotransferase / N-succinyldiaminopimelate aminotransferase,argD|Arg1|dapC|dtu|b3359|ECK3347,20141014,EcoCyc
5068,P18335,argD,GO:0006526,GO_REF:0000033,IBA,PANTHER:PTN001736404,P,N-acetylornithine aminotransferase / N-succinyldiaminopimelate aminotransferase,argD|Arg1|dapC|dtu|b3359|ECK3347,20150612,GO_CENTRAL
5069,P0A6L4,nanA,GO:0005829,PMID:18304323,IDA,,C,N-acetylneuraminate lyase,nanA|npl|b3225|ECK3214,20140602,EcoCyc
5070,P0A6L4,nanA,GO:0042802,PMID:8081752,IDA,,F,N-acetylneuraminate lyase,nanA|npl|b3225|ECK3214,20130723,EcoCyc
5071,P0A6L4,nanA,GO:0042802,PMID:1646603,IDA,,F,N-acetylneuraminate lyase,nanA|npl|b3225|ECK3214,20130723,EcoCyc
5072,P0A6L4,nanA,GO:0019262,PMID:3902799,IMP,,P,N-acetylneuraminate lyase,nanA|npl|b3225|ECK3214,20080422,EcoCyc
5073,P0A6L4,nanA,GO:0008747,PMID:1646603,IDA,,F,N-acetylneuraminate lyase,nanA|npl|b3225|ECK3214,20071023,EcoCyc
5074,P25516,acnA,GO:0005829,PMID:18304323,IDA,,C,aconitate hydratase 1,acnA|acn|b1276|ECK1271,20140602,EcoCyc
5075,P25516,acnA,GO:0003730,PMID:10589714,IDA,,F,aconitate hydratase 1,acnA|acn|b1276|ECK1271,20090220,EcoCyc
5076,P25516,acnA,GO:0051539,PMID:7588761,IDA,,F,aconitate hydratase 1,acnA|acn|b1276|ECK1271,20090212,EcoCyc
5077,P25516,acnA,GO:0003994,PMID:7588761,IDA,,F,aconitate hydratase 1,acnA|acn|b1276|ECK1271,20090220,EcoCyc
5078,P36683,acnB,GO:0005829,PMID:18304323,IDA,,C,bifunctional aconitate hydratase 2 and 2-methylisocitrate dehydratase,acnB|yacJ|yacI|b0118|ECK0117,20140602,EcoCyc
5079,P36683,acnB,GO:0005829,PMID:15911532,IDA,,C,bifunctional aconitate hydratase 2 and 2-methylisocitrate dehydratase,acnB|yacJ|yacI|b0118|ECK0117,20140602,EcoCyc
5080,P36683,acnB,GO:0003730,PMID:10589714,IDA,,F,bifunctional aconitate hydratase 2 and 2-methylisocitrate dehydratase,acnB|yacJ|yacI|b0118|ECK0117,20090226,EcoCyc
5081,P36683,acnB,GO:0006417,PMID:10589714,IDA,,P,bifunctional aconitate hydratase 2 and 2-methylisocitrate dehydratase,acnB|yacJ|yacI|b0118|ECK0117,20090226,EcoCyc
5082,P36683,acnB,GO:0003729,PMID:15882410,IDA,,F,bifunctional aconitate hydratase 2 and 2-methylisocitrate dehydratase,acnB|yacJ|yacI|b0118|ECK0117,20090224,EcoCyc
5083,P36683,acnB,GO:0019629,PMID:12473114,IDA,,P,bifunctional aconitate hydratase 2 and 2-methylisocitrate dehydratase,acnB|yacJ|yacI|b0118|ECK0117,20090223,EcoCyc
5084,P36683,acnB,GO:0051539,PMID:10585860,IDA,,F,bifunctional aconitate hydratase 2 and 2-methylisocitrate dehydratase,acnB|yacJ|yacI|b0118|ECK0117,20090223,EcoCyc
5085,P36683,acnB,GO:0005515,PMID:15004283,IPI,UniProtKB:P0AA25,F,bifunctional aconitate hydratase 2 and 2-methylisocitrate dehydratase,acnB|yacJ|yacI|b0118|ECK0117,20090223,EcoCyc
5086,P36683,acnB,GO:0003994,PMID:10585860,IDA,,F,bifunctional aconitate hydratase 2 and 2-methylisocitrate dehydratase,acnB|yacJ|yacI|b0118|ECK0117,20090223,EcoCyc
5087,P36683,acnB,GO:0047456,PMID:12473114,IDA,,F,bifunctional aconitate hydratase 2 and 2-methylisocitrate dehydratase,acnB|yacJ|yacI|b0118|ECK0117,20090223,EcoCyc
5088,P69330,citD,GO:0051192,PMID:6354265,IDA,,F,"citrate lyase, acyl carrier gamma subunit",citD|ybdX|b0617|ECK0610,20120321,EcoCyc
5089,P27550,acs,GO:0006476,PMID:16630631,IDA,,P,acetyl-CoA synthetase (AMP-forming),acs|yfaC|acsA|b4069|ECK4062,20140830,GOC
5090,P27550,acs,GO:0005829,PMID:18304323,IDA,,C,acetyl-CoA synthetase (AMP-forming),acs|yfaC|acsA|b4069|ECK4062,20140602,EcoCyc
5091,P27550,acs,GO:0034421,PMID:15327942,IDA,,P,acetyl-CoA synthetase (AMP-forming),acs|yfaC|acsA|b4069|ECK4062,20120923,CACAO
5092,P27550,acs,GO:0033558,PMID:16630631,IDA,,F,acetyl-CoA synthetase (AMP-forming),acs|yfaC|acsA|b4069|ECK4062,20120923,CACAO
5093,P27550,acs,GO:0018394,PMID:15327942,IDA,,P,acetyl-CoA synthetase (AMP-forming),acs|yfaC|acsA|b4069|ECK4062,20120923,CACAO
5094,P27550,acs,GO:0003987,PMID:7751300,IDA,,F,acetyl-CoA synthetase (AMP-forming),acs|yfaC|acsA|b4069|ECK4062,20120802,EcoCyc
5095,P27550,acs,GO:0050218,PMID:15327942,IDA,,F,acetyl-CoA synthetase (AMP-forming),acs|yfaC|acsA|b4069|ECK4062,20120803,EcoCyc
5096,P27550,acs,GO:0045733,PMID:7751300,IMP,,P,acetyl-CoA synthetase (AMP-forming),acs|yfaC|acsA|b4069|ECK4062,20120802,EcoCyc
5097,P0ABK5,cysK,GO:0005737,GO_REF:0000033,IBA,PANTHER:PTN000034104,C,O-acetylserine sulfhydrylase A,cysK|ssi5|b2414|ECK2409,20141129,GO_CENTRAL
5098,P0ABK5,cysK,GO:0030170,PMID:8663055,IDA,,F,O-acetylserine sulfhydrylase A,cysK|ssi5|b2414|ECK2409,20140325,EcoCyc
5099,P0ABK5,cysK,GO:0005515,PMID:10052138,IPI,UniProtKB:P0A9D4,F,O-acetylserine sulfhydrylase A,cysK|ssi5|b2414|ECK2409,20140325,EcoCyc
5100,P0ABK5,cysK,GO:0080146,PMID:16000837,IMP,,F,O-acetylserine sulfhydrylase A,cysK|ssi5|b2414|ECK2409,20100405,EcoCyc
5101,P0ABK5,cysK,GO:0005829,PMID:18304323,IDA,,C,O-acetylserine sulfhydrylase A,cysK|ssi5|b2414|ECK2409,20140602,EcoCyc
5102,P0ABK5,cysK,GO:0005829,PMID:15911532,IDA,,C,O-acetylserine sulfhydrylase A,cysK|ssi5|b2414|ECK2409,20140602,EcoCyc
5103,P0ABK5,cysK,GO:0005829,PMID:16858726,IDA,,C,O-acetylserine sulfhydrylase A,cysK|ssi5|b2414|ECK2409,20080804,UniProtKB
5104,P0ABK5,cysK,GO:0006535,PMID:8663055,IDA,,P,O-acetylserine sulfhydrylase A,cysK|ssi5|b2414|ECK2409,20070322,EcoCyc
5105,P0ABK5,cysK,GO:0004124,PMID:8663055,IDA,,F,O-acetylserine sulfhydrylase A,cysK|ssi5|b2414|ECK2409,20070322,EcoCyc
5106,P0ABK5,cysK,GO:0009333,PMID:3309158,IDA,,C,O-acetylserine sulfhydrylase A,cysK|ssi5|b2414|ECK2409,20140410,EcoCyc
5107,P0ABK5,cysK,GO:0009333,PMID:10993149,IDA,,C,O-acetylserine sulfhydrylase A,cysK|ssi5|b2414|ECK2409,20070322,EcoCyc
5108,P16703,cysM,GO:0030170,GO_REF:0000033,IBA,PANTHER:PTN000034104,F,CysM,cysM|b2421|ECK2416,20141129,GO_CENTRAL
5109,P16703,cysM,GO:0005737,GO_REF:0000033,IBA,PANTHER:PTN000034104,C,CysM,cysM|b2421|ECK2416,20141129,GO_CENTRAL
5110,P16703,cysM,GO:0080146,PMID:16000837,IMP,,F,CysM,cysM|b2421|ECK2416,20100405,EcoCyc
5111,P16703,cysM,GO:0004124,PMID:16546401,IDA,,F,CysM,cysM|b2421|ECK2416,20070322,EcoCyc
5112,P16703,cysM,GO:0006535,PMID:16546401,IDA,,P,CysM,cysM|b2421|ECK2416,20070322,EcoCyc
5113,Q47146,fadE,GO:0055088,GO_REF:0000033,IBA,PANTHER:PTN000097533,P,acyl-CoA dehydrogenase,fadE|yafH|b0221|ECK0222,20150619,GO_CENTRAL
5114,Q47146,fadE,GO:0052890,GO_REF:0000033,IBA,PANTHER:PTN000097533,F,acyl-CoA dehydrogenase,fadE|yafH|b0221|ECK0222,20150619,GO_CENTRAL
5115,Q47146,fadE,GO:0009055,GO_REF:0000033,IBA,PANTHER:PTN000097533,F,acyl-CoA dehydrogenase,fadE|yafH|b0221|ECK0222,20150619,GO_CENTRAL
5116,Q47146,fadE,GO:0000062,GO_REF:0000033,IBA,PANTHER:PTN000097533,F,acyl-CoA dehydrogenase,fadE|yafH|b0221|ECK0222,20150619,GO_CENTRAL
5117,Q47146,fadE,GO:0005886,PMID:15919996,IDA,,C,acyl-CoA dehydrogenase,fadE|yafH|b0221|ECK0222,20140602,EcoCyc
5118,Q47146,fadE,GO:0050660,GO_REF:0000033,IBA,PANTHER:PTN000097533,F,acyl-CoA dehydrogenase,fadE|yafH|b0221|ECK0222,20150619,GO_CENTRAL
5119,Q47146,fadE,GO:0033539,PMID:12057976,IMP,,P,acyl-CoA dehydrogenase,fadE|yafH|b0221|ECK0222,20130501,EcoCyc
5120,Q47146,fadE,GO:0003995,PMID:12057976,IMP,,F,acyl-CoA dehydrogenase,fadE|yafH|b0221|ECK0222,20130501,EcoCyc
5121,P69451,fadD,GO:0001676,PMID:9030548,IMP,,P,FadD,fadD|oldD|b1805|ECK1803,20140830,GOC
5122,P69451,fadD,GO:0001676,PMID:7016858,IDA,,P,FadD,fadD|oldD|b1805|ECK1803,20140830,GOC
5123,P69451,fadD,GO:0001676,PMID:1460045,IMP,,P,FadD,fadD|oldD|b1805|ECK1803,20140830,GOC
5124,P69451,fadD,GO:0005829,PMID:12034706,TAS,,C,FadD,fadD|oldD|b1805|ECK1803,20091214,EcoCyc
5125,P69451,fadD,GO:0009898,PMID:12034706,TAS,,C,FadD,fadD|oldD|b1805|ECK1803,20091214,EcoCyc
5126,P69451,fadD,GO:0006637,PMID:7016858,IDA,,P,FadD,fadD|oldD|b1805|ECK1803,20091214,EcoCyc
5127,P69451,fadD,GO:0006635,PMID:7016858,IDA,,P,FadD,fadD|oldD|b1805|ECK1803,20091214,EcoCyc
5128,P69451,fadD,GO:0004467,PMID:7016858,IDA,,F,FadD,fadD|oldD|b1805|ECK1803,20091214,EcoCyc
5129,P28305,pabC,GO:0030170,PMID:1644759,IDA,,F,pabC,pabC|b1096|ECK1082,20120507,EcoCyc
5130,P28305,pabC,GO:0008696,PMID:2251281,IDA,,F,pabC,pabC|b1096|ECK1082,20131014,UniProtKB
5131,P28305,pabC,GO:0008696,PMID:2071583,IDA,,F,pabC,pabC|b1096|ECK1082,20120507,EcoCyc
5132,P22333,add,GO:0046103,GO_REF:0000033,IBA,PANTHER:PTN000150817,P,adenosine deaminase,add|b1623|ECK1618,20110614,REFGENOME
5133,P22333,add,GO:0005829,PMID:18304323,IDA,,C,adenosine deaminase,add|b1623|ECK1618,20140602,EcoCyc
5134,P22333,add,GO:0005829,PMID:15911532,IDA,,C,adenosine deaminase,add|b1623|ECK1618,20140602,EcoCyc
